ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4156229	45767768	4	4
4141610	4007938	5	5
4133989	42710032	2	2
4180628	36713099	5	6
4168335	37310119	8	8
4128893	4247228	2	2
4169265	45764490	3	3
4180628	4136981	4	6
4169265	37387192	3	4
4180628	4185719	6	6
4126705	37214087	4	5
4126705	46192330	4	5
4169265	3666578	3	4
4179823	4001828	2	2
4167841	4184801	6	6
4122633	4220546	4	6
4126705	46201667	4	5
4155790	507222	5	11
4169265	37213236	3	4
4126705	46210697	4	5
4180627	4295419	6	10
4169265	46048505	3	4
4168332	4017118	8	8
4169265	37006820	3	4
4169265	46187837	3	4
4169265	46261867	3	4
4126705	46177406	4	5
4179218	43021970	2	2
4126705	37012153	4	5
4126705	46048727	4	5
4180628	4108738	5	9
4128492	4241537	5	5
4126705	46209151	4	5
4126705	37007915	4	5
4181664	37394609	3	3
4169265	46168855	3	4
4175154	4161690	3	3
4126705	46213612	4	5
4126705	46047406	4	5
4154011	4083898	3	3
4126705	46190473	4	5
4178025	4236949	11	11
4169265	46145311	3	4
4126705	46043302	4	5
4169265	36687271	3	4
4169265	37015617	3	4
4126705	46030856	4	5
4138789	4086527	6	7
4126705	46054443	4	5
4126705	36704859	4	5
4171379	4245323	4	4
4181063	3657796	4	4
4176642	4309146	6	7
4140359	4089799	1	1
4126705	46261448	4	5
4126705	3664784	4	5
4150554	4219616	4	4
4171379	4151711	5	6
4116377	4139965	2	2
4157120	46286100	4	4
4142310	4049475	5	6
4180653	4149235	4	4
4123775	4093568	5	7
4180628	444241	5	5
4131916	36695736	2	2
4171379	44807964	3	3
4180628	4116978	6	7
4134732	4185103	2	2
4169265	46076774	3	4
4179706	4169734	3	3
4133989	4100561	3	3
4180199	4059175	2	2
4169265	45989857	3	4
4169265	36704739	3	4
4159949	4071901	5	6
4157120	44807816	1	1
4169265	45992144	3	4
4145825	4322061	3	3
4181193	40488892	5	5
4169265	36710099	3	4
4126705	46023548	4	5
4169265	46174503	3	4
4121313	46286505	3	3
4169265	45960868	3	3
4169265	37008750	3	4
4180627	4343002	5	10
4126705	37307427	4	4
4126705	37004656	4	5
4180628	4245673	7	8
4175154	763930	6	6
4169265	46166703	3	4
4169265	46207142	3	4
4169265	46260789	3	4
4160551	40480957	2	2
4169265	3663942	3	4
4134595	193782	3	3
4169265	46037064	3	4
4180938	4081554	4	4
4155544	4147662	4	4
4126705	46122497	4	5
4146314	44787751	4	4
4126705	46069042	4	5
4126705	46015347	4	5
4171379	4126432	5	5
4169265	46215705	3	4
4168335	4151829	4	7
4138789	35632386	5	8
4157331	4003179	3	3
4169265	35613397	8	8
4126705	46126667	4	5
4169265	46124352	3	4
4169265	46169787	3	4
4169265	45996448	3	4
4169265	46206771	3	4
4177956	4145976	9	9
4126705	46197358	4	5
4177244	4307986	2	2
4181193	40488021	3	4
4126705	46211109	4	5
4169265	46078893	3	3
4169265	46064780	3	4
4173413	37113364	4	4
4169265	42532705	3	4
4116963	45770835	4	4
4169265	46145426	3	4
4180627	4064891	4	6
4137737	4143562	4	4
4180628	42538839	3	5
4180628	4293401	5	6
4126705	46124868	4	5
4169265	45773445	4	5
4128220	195289	1	1
4126705	46277936	4	5
4126705	37015364	4	5
4180628	4301405	4	9
4126705	37004652	4	5
4169265	3666510	3	3
4126705	46030416	4	5
4178676	40489984	3	3
4171379	4112944	5	5
4180628	761400	7	7
4126705	46076334	4	5
4124573	44813830	3	4
4169265	46208698	3	4
4169265	46075861	3	4
4163066	4165470	1	1
4134141	4261670	6	14
4169265	46054108	3	4
4180628	4285051	6	8
4126548	37116011	1	1
4133451	37118849	5	6
4156229	45763170	3	5
4126705	46200773	4	5
4126705	46061241	4	5
4127971	4123600	9	9
4181664	4270403	5	5
4116776	37397718	1	1
4160551	4336064	2	2
4120703	4040909	2	2
4169265	46042687	3	4
4181799	761939	2	2
4126705	36709557	4	5
4163602	4297833	4	4
4169265	4160121	7	7
4169265	46065149	3	4
4157866	37113221	6	6
4126705	46012273	4	5
4169265	45989547	3	4
4126705	46196667	4	5
4169265	36691176	3	4
4169265	36691928	3	4
4126705	46219005	4	5
4169265	42534570	3	4
4126705	46004224	4	5
4169265	46266660	3	4
4169265	37107201	3	4
4169265	37007713	3	4
4126705	37107101	4	5
4126705	46180439	4	5
4169265	46021471	3	4
4156365	4126213	2	2
4169265	46204301	3	4
4147213	4099822	7	9
4130839	201804	3	3
4150554	37118790	12	13
4126705	46162950	4	5
4126705	46177162	4	5
4180628	36714666	6	7
4126705	46073602	4	5
4167841	4146799	5	5
4169265	46139895	3	4
4126705	46125655	4	5
4132145	4238477	3	3
4126705	46209989	4	5
4126705	46122831	4	5
4126705	46200801	4	5
4159960	4191371	5	5
4169265	4085258	6	7
4169265	37216053	3	4
4150846	4304887	1	1
4180652	4145244	1	1
4126705	45763042	4	4
4169265	45764853	3	5
4131598	3654886	4	4
4169265	46162477	3	4
4169265	46130945	3	4
4134141	4104646	7	11
4169265	36704272	3	4
4126705	46208193	4	5
4127971	765470	4	4
4169265	46064516	3	4
4126705	46126704	4	5
4169265	45771246	4	4
4169265	46167260	3	4
4126705	46128668	4	5
4169265	46032279	3	4
4153852	4153539	2	2
4169265	46167075	3	4
4180627	4310968	5	12
4180628	36684297	6	10
4126705	46024729	4	5
4169265	3666151	3	4
4180628	45765414	5	7
4169265	36712035	3	4
4156229	46273348	6	7
4168332	36716292	4	8
