ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4042835	35622317	4	6
4028235	4045235	9	12
4048384	37118605	11	21
4021667	4094973	6	6
4043022	4119976	5	7
4022675	604302	6	6
4042516	37397384	6	10
4054512	4221984	3	3
4041287	46285337	4	4
4029205	37109248	8	10
4028235	4089110	9	11
4043022	506812	4	5
4028235	4110073	8	11
4044880	37109894	7	13
4028071	4124683	6	8
4001695	36675282	4	5
4022858	606188	2	2
4022201	45766961	6	11
4048384	4168622	8	16
4001695	42538273	3	3
4053826	4059993	4	5
4044880	4089794	8	11
4002365	36676410	4	4
4043346	4271034	6	6
4042659	4085288	2	2
4024013	765881	3	5
4022922	760044	4	9
4022201	760418	7	8
4023995	43021897	5	7
4022201	4018349	4	7
4047741	35622055	2	2
4054501	4246369	5	6
4069509	37399565	9	13
4028071	36715757	3	5
4040400	605300	9	12
4029205	4206995	5	11
4023995	4165905	4	4
4053838	40490362	2	5
4027909	4185290	4	4
4027909	4284195	10	13
4048384	4093091	6	9
4043670	608123	1	1
4032175	4178227	2	2
4022922	4001982	2	4
4053826	40491492	5	5
4048384	4196138	7	14
4041285	4210158	6	11
4029205	3657269	8	8
4063784	606480	1	1
4028071	42537268	6	7
4043161	506618	3	3
4030654	4149897	6	7
4043161	36685616	4	9
4041249	4072683	2	2
4044880	4121146	6	10
4021667	765297	4	8
4002898	4126344	2	2
4023995	4101618	7	11
4020346	4009433	5	8
4034052	37112453	11	14
4042835	4033919	3	3
4040392	4300304	3	7
4027883	437850	4	5
4040400	40481436	5	7
4027403	3662209	6	6
4024567	602121	7	11
4043346	4273401	5	8
4048384	37118183	7	18
4043023	4176615	2	2
4046273	607934	4	5
4042529	4100454	8	9
4048384	4222767	8	14
4025117	4284184	7	13
4003566	602738	1	1
4044880	4112217	8	14
4043022	4010269	3	5
4027369	4173017	5	5
4022922	440556	6	9
4031903	4089107	7	8
4022675	35622625	7	7
4054501	4314649	2	2
4040392	4127251	3	3
