ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
46236490	3018723	1	1
444114	604308	4	4
606462	4116240	5	5
46096224	46128202	1	1
46236533	46236708	1	1
46096430	46165317	1	1
46272774	4037251	4	4
620310	4219385	4	4
46274036	4053386	1	1
432795	4182173	4	5
46234754	46236610	4	4
46273775	4155082	1	1
46234754	36303950	4	4
46096338	46129089	1	1
620057	4091547	6	7
134730	37110642	2	2
46271049	4329381	3	5
46096377	46220701	1	1
46103520	46109225	1	1
46235862	21493068	3	3
46271049	4052109	2	2
46096546	46130009	1	1
46093506	46159484	1	1
620057	4176096	6	7
46096546	46180494	1	1
46096372	46127502	1	1
46096338	46161515	1	1
442562	4157225	2	3
432795	4056158	5	8
46095212	46161130	1	1
46096442	46124288	1	1
193460	35615116	4	7
138239	609287	4	7
46096218	46128546	1	1
46271520	4332111	3	3
376208	4095853	4	6
46271049	4330497	2	2
620053	4208395	9	9
46096554	46122015	1	1
46235694	40760049	1	1
46096377	46143227	1	1
620053	4084251	7	7
604317	37209093	4	7
46096377	46128027	1	1
376208	607074	2	2
46096118	46200071	1	1
46096159	35618857	1	1
46096546	46124469	1	1
46096430	46168224	1	1
201956	4244941	3	3
46104289	46119917	1	1
444070	4139206	2	2
46086784	46153593	1	1
46096459	46123875	1	1
46236024	21492682	1	1
46096546	46122723	1	1
46086899	46152975	1	1
46236023	21492685	1	1
46096546	46143273	1	1
46104315	46137772	1	1
46090477	46176007	1	1
46269795	46269763	3	3
46272424	36675329	3	3
46097864	46185979	1	1
46096546	35608380	1	1
46269798	36686068	3	3
46096377	46125909	1	1
46271360	4067981	1	1
46090807	46143707	1	1
46092555	46137238	1	1
46096430	46143492	1	1
75909	4270056	3	3
46235673	46235153	1	1
46235804	46235590	1	1
376208	4166415	2	4
46086005	46159389	1	1
46271218	4284904	5	5
46258086	46258403	1	1
604544	601778	1	1
46096513	37390954	1	1
46102102	36710820	1	1
73553	4012732	5	8
46286830	46286068	2	2
46097864	37309302	1	1
46286381	507739	2	2
46091052	46142801	1	1
46096377	46143239	1	1
46273564	36714861	1	1
133468	4106851	3	4
46235862	21494746	2	3
46096327	46135626	1	1
46096377	46125465	1	1
46096247	46192054	1	1
72986	36712792	3	5
432250	135473	3	3
46096430	46145325	1	1
46096247	46128794	1	1
620310	4299527	6	10
444247	760877	5	5
46096546	35608378	1	1
46097864	46178306	1	1
46096059	46190937	1	1
46270500	4168069	5	6
46096421	46124408	1	1
46096154	46129204	1	1
46096345	46125993	1	1
444130	433044	3	4
46096202	46129945	1	1
46090476	46179623	1	1
46270459	46270447	1	1
46100164	46115537	1	1
75053	4170447	3	4
444130	4015653	5	5
432795	37110613	4	7
201093	602647	4	6
46271049	4190070	1	1
46086494	37014742	1	1
432795	760398	5	8
46096280	46127215	1	1
46104315	37014963	1	1
46096430	46145358	1	1
46235862	21494620	4	4
432795	604181	6	8
46095279	46131441	1	1
46096430	46143471	1	1
46234754	43055686	2	2
46096377	46125189	1	1
46096546	36692833	1	1
376208	4180738	3	5
46285130	46286720	1	1
435244	45771029	3	9
46095458	46131388	1	1
46271866	4161777	2	2
46271218	4236547	3	5
193631	433629	5	6
46096546	46143250	1	1
46235694	3004819	1	1
376208	3657670	3	11
46273843	46271983	2	2
31821	4265061	3	3
46096314	46127034	1	1
46271288	46271289	1	1
436357	602667	4	4
46096547	46190656	1	1
46096546	46122928	1	1
620053	37118937	5	8
46096546	46122031	1	1
46271049	4225082	3	3
46094486	46188619	1	1
442562	4157051	3	5
46096338	46126143	1	1
432795	4014526	4	7
432545	4077307	4	4
194526	4321586	4	4
46096281	46127074	1	1
46104207	46203225	1	1
46096300	46135061	1	1
46236569	46236584	1	1
135526	4151990	2	3
46096510	46123654	1	1
432250	4346040	5	5
46096546	46124581	1	1
193460	604574	3	4
46271214	45757321	1	1
46236264	3040325	1	1
46086784	46198655	1	1
46096546	46123960	1	1
46234754	36304143	4	4
46095479	42534173	1	1
46096377	46125789	1	1
46272841	4069212	2	2
46095143	46131627	1	1
376208	36686447	4	6
46104142	46179112	1	1
619743	36686354	4	5
46086717	46153873	1	1
606863	4311239	2	3
46104315	46217729	1	1
46271360	46272003	2	2
46096059	46175450	1	1
46235804	21492917	1	1
435244	35622041	2	5
46096094	46191327	1	1
376208	4100425	5	6
46097871	46196957	1	1
46272801	45765472	3	3
46096546	46125585	1	1
46272774	4037446	3	3
46096546	46150321	1	1
46096546	46123554	1	1
46235862	21494599	3	3
46096377	42533998	1	1
46271405	37109171	1	1
46273206	4201368	2	2
46103565	46109141	1	1
46271218	4277180	4	4
46271463	3655898	1	1
46235667	43055686	1	1
46096270	46139989	1	1
444190	608415	3	3
46096500	46131033	1	1
444200	4120271	3	3
46096429	46188491	1	1
46092152	46138142	1	1
46096384	46124978	1	1
619743	760303	7	8
46274029	44807403	2	2
46270500	4316738	4	5
46236674	46236576	1	1
46096462	46123862	1	1
46096094	46190445	1	1
46234760	36303317	2	2
607856	4309013	3	3
46096377	46138529	1	1
253549	4018727	6	7
46096377	46130329	1	1
46096377	46125356	1	1
46096384	46124936	1	1
46104198	36687370	1	1
46096377	46127802	1	1
46096323	46135636	1	1
436581	4161486	1	1
46096436	46124825	1	1
46235301	46235292	1	1
133468	36686237	5	9
46271903	3655780	2	2
46096364	46169311	1	1
196738	4080189	2	3
443916	37116729	2	3
46272790	42709744	1	1
46272122	36714838	1	1
46269798	36686002	3	3
46095035	46131857	1	1
46234886	46234894	1	1
46092064	46159425	1	1
46102835	46110893	1	1
46096546	35608386	1	1
46096546	46122110	1	1
46096395	46126414	1	1
46096314	46191680	1	1
46272059	4101887	3	3
435244	374353	2	6
432795	765105	5	8
46096105	46129380	1	1
46096345	37209972	1	1
46270321	4033353	2	2
46096546	46124330	1	1
46271218	4135848	4	4
46237023	3019284	1	1
46270117	381850	3	3
46235859	21492973	4	4
46096546	46125144	1	1
