ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4022570	4317146	7	8
4009684	4024861	2	2
3654543	4030094	2	2
4033179	4120819	1	1
3667091	4309049	3	3
4027587	4058343	1	1
4021915	4018896	5	5
4022717	4305154	1	1
4024000	46272241	3	4
3667220	4194873	4	4
4017340	3051639	1	1
4001036	4184483	3	3
4001217	4256347	2	2
4024147	4033533	4	4
4011851	37119207	3	3
4028065	4133983	1	1
4017962	4020025	3	3
4024725	4018992	2	2
3667224	4013376	6	11
4013074	4313413	3	3
4024749	44813831	1	1
4026105	4352010	6	6
4024000	4308408	7	8
4002890	4236275	3	3
4025203	4085691	3	3
4028580	4030277	3	3
4024566	36674477	5	5
4029571	40488368	2	2
4025823	4329570	6	12
4027384	4056032	2	2
4009177	4136065	1	1
4029964	4018496	2	2
3667224	4211225	3	3
4008950	37115121	5	5
4002895	4230139	2	2
4000610	194421	3	3
4014426	4095607	8	13
4028387	4296354	6	7
4019498	4286260	9	10
4012907	46270695	4	5
4001031	4297998	2	2
3667220	4011851	5	6
4028387	4242519	5	8
4007981	43055490	1	1
4032105	42538398	5	5
3667220	37115392	9	9
4030637	4206036	2	2
4017992	4017014	6	6
4011630	4040803	6	6
4005796	4005147	1	1
4025823	4074355	4	4
4023811	4280727	5	5
4025361	4167159	1	1
4002046	44789776	3	3
4019902	4103546	4	4
4010882	4123981	12	12
4028387	4297499	5	5
4027384	4144248	5	8
4028902	4253743	8	8
4028387	436188	5	9
4014426	4304674	8	13
4022007	4007151	1	1
4001043	4221395	5	5
3667224	40480040	5	6
4032251	4258542	4	6
4002707	4080196	4	4
4023815	44783366	3	3
4011630	4048424	5	7
4028862	4029175	3	3
4027384	4290735	5	8
4001217	4251593	2	2
4030290	4213196	2	2
4005376	4133665	1	1
4014759	4221956	3	3
4019198	44811365	1	1
4022804	42872469	2	2
4027384	4292550	4	5
4022570	44783387	3	3
4021071	45968552	2	2
4022924	77968	4	6
4020707	3053252	1	1
4032251	44811558	3	6
4027880	4200644	3	4
4025555	4097474	3	3
4010247	4189547	2	2
4029710	4007499	2	2
4027384	77081	3	5
4027166	4239379	1	1
4022570	4122204	5	5
4021646	4128822	2	2
3654971	37309784	3	3
4025823	46272776	5	11
4013074	4130068	6	7
4029816	4164489	1	1
4019498	4159051	5	10
4028876	4309350	3	3
4013996	4013254	1	1
4028387	36712978	5	8
4000610	45770884	3	3
4019903	37016307	3	3
4027384	762225	4	7
4029697	4223768	3	3
4001043	4172933	4	5
4019498	4339212	10	10
4017992	4164728	3	3
4001716	4341628	3	3
4014426	4132301	5	5
3663241	3655768	2	2
4006686	3049789	1	1
4025687	4112476	2	2
4027384	4247593	5	7
4003697	4225775	2	2
4019400	4263297	3	3
4000504	4078842	4	5
4027177	4165233	1	1
4027384	4064033	6	7
4017992	4225388	6	6
4019104	40488359	2	2
4007340	4136740	2	2
4002014	37108779	3	3
4032251	4281225	3	3
4026267	4290102	6	6
4030291	4345463	3	3
4028902	4063750	5	9
4023813	4306512	3	3
4002364	4072273	3	3
4023844	43055448	1	1
4019248	4016831	3	3
4011630	4127194	5	5
4021410	4048261	1	1
4023811	44800034	6	6
4029565	4023553	4	6
4027404	4223682	3	4
4023815	4087582	3	3
4014426	4150746	3	3
4029996	4322464	2	2
4024147	4011608	5	5
4001716	4027729	4	4
4025823	42537826	6	8
4022570	4154170	3	3
4026556	4039087	1	1
4001217	44813750	4	4
4011851	4277683	3	3
4029498	4079056	4	4
4023844	3004414	1	1
4029964	4347312	2	2
4021780	37110275	4	5
4010882	4044291	12	12
4028076	36716821	4	5
4022923	4095737	4	5
4012907	4076023	5	5
4028387	4034572	4	7
4023736	4339295	1	1
4024735	4011607	4	4
4022232	4136484	5	5
4000610	44808500	4	6
4030153	4208256	4	5
4028387	36683644	5	7
4027384	3655854	4	9
4027384	4178818	2	2
4027384	4110180	7	10
4002890	4204353	2	5
4002905	4185232	2	2
4027663	36717606	2	2
4026267	4276581	6	6
4026596	4035005	2	2
4021316	44792557	2	2
4029333	4180488	2	2
4028902	43531402	5	5
4027384	4297825	4	5
4022924	759850	3	3
4010882	4125875	7	7
3665577	3665579	1	1
4024566	75804	4	4
4019902	4261928	5	5
4026105	4278171	4	6
4026105	4178357	3	3
4027258	4117891	1	1
4003066	4078408	1	1
3667220	4159592	8	11
4009566	35632415	3	3
4010882	4307609	12	14
4025710	4301842	2	2
4032251	4284251	5	6
4003066	4107578	3	3
4011630	4043885	5	5
4023990	4310852	2	2
4025215	4080564	2	4
4027577	4183736	1	1
4024000	3661435	4	5
4029549	4250045	4	4
4032245	4064074	1	1
4028387	4299305	5	5
4021780	45766203	4	4
4014814	4211642	4	4
4013051	4074288	3	3
4027414	4069987	2	2
4027539	4266083	3	3
4002031	44783049	3	3
4026105	4338083	5	7
4030781	4341513	3	6
4032251	36674986	5	6
4021907	760892	3	3
4001036	4146679	6	6
4000610	4184809	3	5
4027384	4042741	3	5
4029549	4163352	4	4
4000609	4342646	3	4
4024147	4341908	3	3
4015764	4015768	2	2
4001538	4194122	2	2
4013850	4013525	1	1
