ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4210988	4147677	6	6
4217941	4301114	7	9
4240671	4167477	6	13
4241272	46270638	12	14
4264265	4195238	2	2
4184453	4097250	4	4
4218016	4171191	8	9
4266141	4200344	2	2
4218016	4313625	6	8
4266440	4118379	3	3
4246191	37114340	5	6
4244662	73538	5	5
4198033	4200542	8	10
4188978	4196893	5	5
4209768	46024265	3	3
4260432	4247892	8	8
4200834	4215939	1	1
4225710	4114386	5	5
4230443	4314700	1	1
4240671	4139324	6	11
4187851	37208328	2	2
4223312	4005325	2	2
4240671	37019165	6	7
4244662	4156666	5	5
4190950	4139139	1	1
4185749	4091457	3	3
4217941	4333621	4	6
4213128	44806906	1	1
4240671	4107550	6	12
4199141	37114795	4	4
4240671	4037036	6	9
4250176	4304818	4	4
4204179	4119324	3	3
4240421	4091543	8	8
4218718	4200119	1	1
4260342	4257655	1	1
4237366	4205535	8	12
4262608	37117358	11	17
4229451	4023124	1	1
4185916	37399457	4	5
4220836	4027698	2	2
4219536	4202375	9	15
4219902	4046736	3	4
4185607	193512	3	3
4201255	4086885	1	1
4212119	4099063	6	8
4217941	4014670	3	8
4201944	4232573	7	7
4214793	4220068	5	11
4264243	4092051	2	2
4190192	4035176	2	4
4240421	4011855	6	7
4230374	4144707	4	6
4248263	4303353	3	3
4249833	4173827	2	9
4249833	44784005	6	12
4241100	506805	2	2
4242261	4275670	10	12
4216134	4168978	2	2
4215116	4246190	2	2
4240671	4056087	8	18
4244662	40489947	5	6
4237366	37112039	8	10
4197328	4106658	5	5
4260432	43530835	8	8
4211650	4234616	4	4
4240671	4178209	7	11
4196647	35632188	4	4
4200135	4093160	3	3
4244368	4154000	5	6
4217941	4172155	7	9
4186164	4226282	3	4
4239381	35610533	1	1
4202605	44805291	2	2
4237366	4293160	14	16
4218016	37112328	8	12
4217551	4191606	1	1
4222709	4009219	1	1
4222709	4323648	1	1
4260432	4162344	5	5
4237366	4124400	8	8
4217941	4279383	7	9
4237366	4277211	5	7
4240671	4150834	4	11
4224616	3034267	1	1
4233554	4057566	6	6
4246053	4214352	3	3
4264477	42535242	4	5
4249833	45767686	7	9
4240421	4210000	7	7
4225241	37112281	6	6
4246053	4018468	2	2
4237366	4329029	10	11
4218107	37219259	4	8
4200516	36716394	2	2
4200969	4035572	2	2
4240671	4089446	5	17
4240345	4065050	3	3
4242903	4075728	4	4
4218016	37114956	9	13
4260432	43020990	8	8
4249833	4227995	8	10
4214793	4262926	6	8
4199573	35610672	1	1
4198252	37115365	2	2
4187630	763950	2	2
4221496	4326725	3	3
4238824	4213290	1	1
4211812	4027398	3	3
4190192	44803379	4	4
4240671	4097393	7	14
4217142	4139507	8	9
4217142	4139509	7	8
4244662	37208059	4	7
4240421	4091551	8	8
4237366	4028084	8	12
4205702	35613328	5	5
4237906	4157200	1	1
4246053	4045498	3	3
4225025	4226856	4	4
4244662	4347312	1	1
4241272	4223681	7	8
4240520	36714524	2	2
4244368	37113800	5	5
4200032	4195985	1	1
4240421	4274560	4	4
4223312	4077269	9	12
4222543	4239166	6	9
4222880	46036795	1	1
4240671	4349949	8	19
4240671	37110803	4	4
4240671	4133458	5	14
4220705	4082819	3	3
4260432	4016296	8	8
4193321	4115913	4	4
4241088	37113426	8	8
4218825	4215367	1	1
4186405	37110870	5	5
4207400	4209782	2	2
4188978	4229190	6	6
4240671	4283313	9	18
4194163	4139106	7	7
4240671	4061082	6	13
4256761	4056829	2	2
4266653	4029446	2	2
4231758	4070443	5	5
4201255	4086035	2	2
4240671	37110130	5	11
4240421	4272400	4	4
4219902	37114092	6	7
4237366	37117314	9	11
4213995	4213581	4	4
4241088	4089674	6	6
4188078	4282161	1	1
4249456	4221468	2	2
4204158	44813330	3	3
4263426	42709993	2	2
4206168	4042054	3	3
4202513	4166065	1	1
4203622	4146153	1	1
4194163	4085266	5	5
4187630	4149469	3	3
4214793	4165784	6	8
4249833	4185052	3	9
4188300	4289843	6	6
4224453	4214751	2	2
4209982	4198531	4	5
4189293	761831	4	5
4218016	37115518	5	6
4237304	45772832	2	2
4250025	4251484	2	2
4185749	4269302	3	3
4237366	4284759	9	12
4249833	4259842	8	8
4249833	44783278	5	8
4244662	4006280	4	6
4217941	4106903	7	9
4223312	4082117	9	11
4212119	42872958	8	11
4237912	432335	1	1
4183663	4183667	1	1
4194163	36717375	12	13
4240671	4089595	8	22
4237366	4247403	8	9
4244662	373216	4	4
4260432	4259701	5	5
4240421	4069134	4	4
4214115	4322380	1	1
4245982	3003978	1	1
4218804	4295896	2	2
4220308	4327430	1	1
4262608	36695610	5	5
4186923	4021671	4	4
4240421	4087196	3	3
4211812	4134477	7	9
4241958	4081801	3	5
4266756	44804436	3	3
4241775	4205145	3	3
4217941	40484526	4	6
4224209	42538445	3	3
4242272	4040263	4	4
4202490	4084695	1	1
4209768	45988663	4	4
4185749	4090065	6	6
4185607	3655206	2	2
4199092	4199721	1	1
4198102	197253	1	1
4266324	4148809	8	8
4237366	4149486	8	13
4194607	42539137	6	8
4193859	3004348	1	1
4237366	4215079	8	12
4193182	194863	3	4
4241470	4266841	4	4
4249833	4233661	3	7
4218016	4075269	5	5
4246191	4089584	8	8
4213101	4067314	5	5
4203404	4203284	1	1
4232242	4288680	2	2
4240671	37115693	8	16
4240671	4352373	4	14
4194163	45768723	7	8
4260432	4137605	8	8
4265442	4309953	3	3
4237366	37117318	7	17
4261639	4050112	2	2
4236383	4277846	2	2
4219536	4098319	11	16
4244662	760403	5	9
4213128	4172666	2	3
4223677	4066667	3	3
4210989	46272393	2	2
4266141	4268104	2	2
4230374	4128713	3	3
4219975	4226175	1	1
4240421	4275738	8	9
4237168	80796	3	3
4257686	4155025	3	3
4264192	4161611	1	1
4198525	37203820	4	4
4264064	4336541	2	2
4230374	4321434	6	7
4240671	4030234	6	10
4194124	4146201	1	1
4221108	4047613	4	4
4249833	4257880	10	10
4194163	4270160	6	8
4208786	42534847	5	5
4211374	4135457	2	3
4207400	46028412	2	2
4190950	4205730	1	1
4237366	4035639	8	13
4212328	4314489	5	5
4217045	4041503	2	2
4222543	4096658	11	17
4190936	4260368	2	2
4210002	4327483	4	4
4240671	4318130	5	8
4230216	36714906	7	7
4240671	4009062	8	18
4260432	4014184	6	6
4236482	4091885	4	4
4260432	4251279	7	7
4204934	4136758	2	2
4246696	4059433	1	1
4184252	35607970	4	4
4237366	37114090	9	9
4262608	4105906	6	10
4219536	4159452	10	14
4240671	37113832	7	12
4212119	4290757	3	3
4211812	37112575	12	16
4195802	4126577	3	3
4230216	4222743	1	1
4224209	4128574	2	2
4248263	4022351	4	4
4201001	4128540	2	3
4194163	4182410	14	15
4266321	37304138	3	3
4241791	4243873	1	1
4237366	37114779	8	14
4210988	4186429	7	10
4211812	4080416	10	14
4188498	37113466	9	9
4186164	4030389	1	1
4186422	44784005	4	4
4237008	43021500	2	2
4265132	4265134	1	1
4194163	4200552	14	15
4205695	4236275	4	4
4227862	4025458	4	4
4214793	4284258	4	4
4241272	37118636	12	14
4211812	4314119	4	5
4222543	4042321	9	13
4240671	4105900	9	15
4249302	4216462	1	1
4193464	37396055	4	4
4249833	40478967	5	7
4216134	4141041	4	4
4223925	4182740	5	5
4237366	37112071	6	8
4250176	3019781	2	2
4218016	4087355	4	4
4211812	36695998	7	10
4218016	4206784	4	4
4260432	43021013	7	7
4229614	435855	3	3
4224644	4034455	3	5
4227577	4213650	2	2
4214793	4320848	6	6
4195601	4127880	2	2
4264571	4181358	4	4
4232514	4203911	3	3
4218107	4049869	4	7
4188978	4258012	6	6
4209780	46038703	1	1
4222543	4272559	6	12
4216134	44784206	7	7
4205695	4326334	3	4
4211812	37117888	13	18
4240671	4138426	6	6
4194163	4262973	7	7
4222709	4279063	7	8
4228167	4225395	2	2
4240671	4232319	6	11
4213101	36713806	7	7
4249833	4261939	6	7
4264458	4088962	7	7
4240421	4083654	8	9
4249833	4162337	8	8
4257441	37118014	4	5
4222709	4108105	4	8
4241272	4076612	7	7
4237366	4104888	7	7
4216314	4159051	3	7
4244662	4006941	2	5
4214793	4232213	5	6
4233903	37312494	2	2
4222543	4248022	13	18
4188445	4139296	6	6
4218016	4282835	7	8
4185635	4261190	2	2
4218016	4175693	9	9
4196647	37114746	4	4
4200674	4323170	4	4
4223925	4031849	4	4
4194253	37395233	5	5
4240671	37111751	6	10
4194884	35632148	3	4
4222709	4293160	7	7
4221067	4216077	3	3
4237366	4230501	9	14
4209982	37219136	5	5
4222543	3667259	7	15
4260432	4214012	4	4
4205541	4204218	4	4
4205682	4084047	2	2
4240421	4093778	6	8
4234824	42538418	1	1
4214793	4134488	6	7
4202346	4236382	3	3
4240671	46273044	6	13
4184453	4227440	1	1
4197094	4223213	2	2
4240421	4275966	7	7
4189458	37109098	3	3
4208786	4001785	2	2
4237366	4133486	8	9
4240345	4213047	8	8
4185755	3000447	3	3
4264049	4128459	3	3
4205407	4190937	5	5
4213093	4199662	1	1
4217941	4089334	7	9
4237366	4158946	7	17
4244662	4142905	4	6
4211812	4296868	8	15
4221108	4088753	5	5
4240671	4006238	9	21
4188003	4185604	2	2
4237304	37397105	3	3
4215516	4053746	1	1
4249997	4082997	5	5
4202835	4103042	3	3
4185176	4183363	2	2
4189941	4208561	1	1
4244397	42535033	2	3
4190192	4102848	1	1
4194099	4189576	1	1
4218130	507198	5	5
4217941	4201527	6	6
4205704	4150293	2	2
4228050	37394765	4	4
4250176	44807343	3	3
4240421	4215152	6	6
4222543	4078878	5	10
