ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4048365	3015550	3	3
4115264	4092214	2	2
4043346	4283084	5	6
4040400	44806205	5	5
4103352	4334094	5	6
4040396	4070868	3	3
4085789	44783144	2	2
4102111	4243821	5	6
4093991	4277451	6	12
4048365	3049714	5	5
4048384	4233708	8	15
4042529	4160719	6	7
4095634	433218	5	5
4093991	4294859	4	6
4044889	4033071	3	3
4043178	4172162	8	9
4041285	764927	5	5
4093167	4146637	3	3
4045162	4028051	3	3
4048365	40761073	4	4
4043161	506809	3	3
4042529	4206011	9	11
4042516	4070532	6	9
4040390	44806172	7	7
4042478	4067568	4	4
4048365	4044978	4	4
4043346	4057759	5	6
4086921	4170812	8	8
4040396	4232352	4	4
4099912	4187797	6	7
4038502	3657140	8	12
4038502	36713329	5	10
4042835	36717691	3	3
4110275	4196272	2	2
4091363	4198240	5	6
4092396	4087294	2	2
4081912	4150851	2	2
4040400	4319900	6	6
4040400	507645	4	4
4043346	4140910	3	3
4045159	40761706	3	3
4071934	35624540	5	5
4041268	4253742	4	4
4042150	44806520	6	7
4038746	45759828	3	3
4054559	4019129	4	6
4042681	4222787	3	4
4043022	4195152	3	3
4057955	4234899	1	1
4043022	46273845	4	7
4086921	762764	3	3
4040400	4072174	3	3
4048365	3008848	3	3
4092907	4008907	7	8
4043022	4151156	9	10
4048365	3027597	4	4
4043161	4278849	4	4
4073793	4073797	3	3
4044880	4217712	6	8
4033543	4010790	5	6
4033514	4032876	3	3
4065366	4213162	3	3
4040396	4303290	5	6
4048384	4005809	4	4
4091363	37018075	6	7
4090002	44795909	4	4
4043018	4183980	4	5
4048365	4016789	6	6
4043022	42872687	5	7
4034052	4048705	7	10
4111017	4089530	4	5
4085908	4085909	1	1
4093991	45773561	4	6
4042819	4170283	3	6
4038502	36684645	6	8
4042034	4036900	2	2
4090123	37303896	7	7
4040390	4060043	5	6
4043178	4196239	2	3
4083107	37399377	1	1
4091378	4094840	1	1
4033677	35613343	4	4
4115390	44782769	6	7
4078460	4118449	3	3
4113943	4110457	2	2
4090002	4136626	4	4
4040401	4097314	4	4
4040537	4298276	2	2
4086154	35610484	4	4
4043670	35609766	2	2
4041268	4138544	5	6
4115106	4093955	5	9
4048384	4206318	9	20
4040390	4067694	8	8
4103837	4098276	11	11
4104819	4081804	3	3
4115736	4043273	2	2
4040400	4282324	6	7
4096864	45757393	7	9
4034458	44790423	2	2
4034052	4276026	7	7
4075991	37111714	2	2
4047651	37117341	8	11
4106463	4106738	2	2
4083787	434272	1	1
4048384	4182681	8	12
4096864	4109606	4	4
4038746	45763371	3	3
4085103	140961	2	2
4040393	4222947	5	5
4034850	44813179	3	3
4040396	506974	6	6
4101105	42537883	6	6
4100804	4084228	5	7
4042501	4115172	1	1
4040390	4284265	6	7
4042150	4169962	5	6
4078460	4020669	3	4
4040390	4334586	8	10
4048384	4277844	9	15
4053826	760531	3	3
4043023	42535066	4	5
4043371	4238211	2	2
4034964	45769876	2	2
4034270	4332163	7	9
4104157	36717567	5	6
4040390	4244267	5	8
4048384	4174725	6	7
4045162	44807747	6	6
4042648	4120992	2	2
4102111	40490992	3	6
4042150	4167259	2	2
4093090	4179061	6	10
4044034	37396930	8	13
4042835	4168065	3	3
4076121	4197023	6	7
4076121	44783927	6	11
4101105	4235165	5	5
4080019	4031969	1	1
4091901	4023336	2	2
4104314	4241677	4	4
4054501	4110876	3	4
4104157	4177244	3	5
4041287	4093341	4	5
4042516	4044380	6	6
4043171	4037876	1	1
4038502	761532	6	9
4090614	45771005	4	4
4104157	4088776	3	3
4096864	4047863	6	6
4038502	4079190	3	5
4098538	4100006	1	1
4043165	4034808	5	5
4104486	4104489	2	2
4085083	4283293	10	10
4040390	4063768	6	7
4043371	4109894	4	4
4086154	4071612	4	5
4110707	4220171	6	6
4043161	4065826	4	5
4115390	4322145	4	4
4040390	4175717	8	8
4091363	4009327	7	8
4040394	4147993	3	5
4086154	4339225	4	4
4048384	4247286	5	18
4059953	4143708	5	5
4115390	36716749	6	6
4054514	4095313	2	3
4069509	4137972	8	11
4091363	4162445	4	5
4048384	37114814	11	18
4043018	4169837	5	6
4048384	4278907	9	26
4082978	4082705	1	1
4112586	4111794	6	6
4040400	4053884	4	4
4102111	4131774	4	5
4042681	4308531	4	4
4106705	4090914	4	4
4054835	4095142	1	1
4048384	4133887	9	12
4043161	42539321	6	8
4054828	4314047	1	1
4046729	4223838	4	4
4038502	45757407	7	7
4048384	4175872	10	10
4047651	4141252	8	10
4048384	4205096	5	6
4046275	4333209	1	1
4083787	4247355	7	8
4042150	44808798	4	4
4038502	4087942	5	7
4043018	4058478	3	5
4095277	35632179	6	13
4042661	4083124	3	3
4080639	4056511	4	4
4042646	4116797	3	3
4042641	4254389	3	3
4096864	46284591	8	8
4043670	44805877	2	2
4040400	4222466	4	6
4093991	4033928	5	6
4102111	4315951	6	10
4042141	36685105	7	9
4086442	36715099	1	1
4105118	37114075	2	2
4043018	4312469	3	9
4067285	4125155	5	5
4040390	4206253	4	5
4103837	4168624	11	12
4043022	4337294	4	8
4105886	3661532	3	3
4040390	40492336	7	9
4042150	4122777	4	5
4082416	4070156	4	6
4090127	4263729	7	7
4042150	44806649	6	6
4043023	37394918	4	5
4041664	4087167	1	1
4048365	3007885	4	4
4082090	3657630	4	4
4040400	4225087	3	4
