ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
35626947	36705788	2	2
35626951	36693975	2	2
35626951	46184255	2	2
35626951	46154995	2	2
35626947	45989800	2	2
35626947	45992818	2	2
35626951	37106611	2	2
35626947	45990088	2	2
35626951	46204014	2	2
35626947	46041019	2	2
35626947	45991788	2	2
35626947	46058662	2	2
35626951	36710839	2	2
35626947	45994649	2	2
35626951	46156439	2	2
35626951	46129102	2	2
35626951	46108330	2	2
35626951	46160501	2	2
35626947	46069132	2	2
35626951	36688993	2	2
35626951	46196516	2	2
35626947	46014021	2	2
35626951	37215547	2	2
35626947	36704508	2	2
35626947	37006898	2	2
35626951	46206115	2	2
35626947	46004525	2	2
35626947	3665720	2	2
35626951	37106417	2	2
35626947	46050332	2	2
35626947	46019883	2	2
35626951	3663391	2	2
35626947	46051221	2	2
35626951	46086349	1	1
35624632	4034128	3	3
35626951	46104321	1	1
35626951	46198101	2	2
35626947	46069909	2	2
35626951	46135293	2	2
35626947	46259581	2	2
35626947	46042975	2	2
35626947	46001231	2	2
35626947	46076460	2	2
35626951	46283315	2	2
35626947	46065179	2	2
35626947	46055835	2	2
35626947	37104303	2	2
35626947	46052084	2	2
35626951	36710028	2	2
35626947	46021714	2	2
35626951	46158907	2	2
35626947	46053140	2	2
35626951	46281397	2	2
35626951	46127127	2	2
35626947	45989733	2	2
35626951	46207789	2	2
35622933	46271468	3	3
35626947	46025082	2	2
35626951	46220305	2	2
35626951	46157134	2	2
35626947	3664214	2	2
35626951	46198927	2	2
35626951	46162927	2	2
35626947	46060432	2	2
35626947	46028760	2	2
35626951	46214905	2	2
35626951	46199059	2	2
35626951	36693146	2	2
35626947	46060044	2	2
35626951	46189946	2	2
35626951	46208383	2	2
35626951	46155186	2	2
35615650	35615654	1	1
35626951	46168540	2	2
35626947	46076711	2	2
35626947	46019920	2	2
35626951	46142720	2	2
35626951	46095243	1	1
35626947	36690164	2	2
35626947	36692299	2	2
