ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4113821	4143602	6	6
4085113	4197731	1	1
4090455	4069845	3	3
4040559	4087760	5	6
4100662	79898	1	1
4079975	4246926	4	5
4080278	4279707	3	3
4101219	4192561	3	3
4104340	37018298	5	7
4087859	37110911	6	6
4041436	45763851	3	4
4086828	4004140	4	5
4041977	4144799	4	4
4113129	4300794	5	6
4081176	762280	4	6
4041284	379832	5	5
4070569	35622803	3	3
4079975	43021323	7	8
4084262	4075973	4	4
4107639	4107970	2	2
4101227	201519	3	3
4041283	43530695	6	6
4042504	37394833	5	5
4081176	4057036	4	5
4042837	4236361	3	3
4065109	4098210	2	2
4091532	4200644	5	7
4041681	4331727	3	3
4114307	40485499	12	12
4042502	4002674	6	6
4087743	4217526	4	5
4072499	4124878	7	7
4079975	4111168	3	3
4093227	4298838	3	3
4114307	4215914	11	11
4045615	4063875	1	1
4113276	44809355	5	6
4042674	4337300	3	3
4098179	4271052	2	2
4108742	4109347	2	2
4044900	4085288	3	5
4053584	4052358	3	4
4085225	4087561	9	11
4042502	4243666	5	5
4108616	4022776	5	5
4040720	4245449	3	4
4040721	4141540	6	6
4082528	44808639	1	1
4043016	37394912	7	7
4109369	4142330	3	3
4054839	196364	3	3
4045900	43531424	5	7
4113533	4032844	2	2
4048506	4119665	4	5
4042505	36714260	5	5
4088927	4138017	6	7
4042505	760637	4	8
4041284	37018478	2	2
4104539	4071925	2	2
4112564	4201173	3	3
4087571	4202895	3	3
4043345	4335889	5	5
4071048	4077406	5	10
4071689	4184983	5	5
4038677	4087310	2	4
4040721	4174902	4	6
4047664	4193371	1	1
4043166	37108739	3	4
4040721	4106539	4	8
4041284	37018477	2	2
4043679	4016395	4	6
4072499	4079496	4	4
4040543	4081963	3	5
4048234	37119029	8	8
4042488	4235016	1	1
4060422	35624790	3	3
4040728	4120300	2	3
4087936	4259503	6	6
4041283	4081112	2	2
4100606	26052	4	4
4042503	40482209	2	2
4085870	4240521	5	5
4114307	36714886	11	11
4047393	4225402	1	1
4040721	4248571	7	7
4044900	37396399	3	9
4043028	4053841	2	2
4046698	4294387	2	2
4067570	4261768	2	2
4101973	42690377	1	1
4045900	4144553	7	9
4085225	4265646	6	6
4042016	4042017	1	1
4056720	40482291	2	2
4044900	3657308	3	4
4040552	42535014	6	6
4042504	4138537	4	6
4044364	4234632	3	6
4042502	4150793	5	6
4098203	43531250	1	1
4043350	4312463	5	5
4090894	4217694	3	4
4073886	4072891	2	2
4108173	4121620	2	3
4101462	4032211	1	1
4042503	4129743	2	2
4041284	4201091	5	5
4049271	36714177	1	1
4042518	4082149	1	1
4044364	40492478	3	3
4068271	37117379	3	3
4114166	42537730	3	3
4071689	40490943	2	2
4115259	4097119	5	7
4114307	4302994	11	13
4040395	4242129	2	3
4108616	4067024	3	3
4042504	4035025	3	3
4072499	4042355	3	7
4086181	4029433	9	9
4071689	4052208	6	7
4084262	4027259	6	7
4042505	4314492	5	7
4090125	42538435	5	7
4069074	507249	1	1
4080271	37113188	3	3
4077953	4209418	4	4
4062346	4210258	2	2
4038538	35613795	3	3
4099744	45769711	4	4
4093950	4139634	5	5
4040720	4245341	3	3
4040561	4103225	5	5
4041436	4097609	2	2
4052904	4135953	1	1
4095793	45757479	3	4
4043017	4197481	3	3
4070457	4099891	3	3
4040721	4071271	7	9
4103320	4091499	4	5
4085870	37115127	5	5
4054532	40481147	2	2
4096976	46269851	4	4
4088610	4227585	4	4
4042504	4237657	5	6
4042505	4015065	5	8
4041435	4101057	5	5
4045895	4238517	6	6
4090120	4280155	3	6
4099188	4201009	4	4
4041284	4123363	7	7
4044364	4076334	2	2
4079975	36714239	3	5
4096246	4286127	9	18
4042836	4243018	5	7
4041261	4139370	5	7
4114311	4051753	1	1
4101796	37110041	6	7
4043195	4245627	5	5
4042676	4248715	4	5
4041284	4120082	4	7
4108611	4119591	4	4
4082861	37109070	3	3
4103282	4227572	6	6
4073156	46285978	3	3
4114307	4022303	12	12
4096246	4223842	4	9
4092969	4308939	2	2
4084428	4262284	6	6
4111524	4215758	3	3
4114307	4087084	1	1
4053825	4031519	3	3
4080992	4153211	3	3
4041284	4121086	5	5
4102560	42534865	5	5
4040395	4122592	3	3
4108616	4098807	4	4
4040395	4098803	6	6
4040395	44782963	5	5
4040559	4262803	3	3
4082651	3656373	6	6
4041283	4174371	3	3
4043025	4038936	5	6
4042836	4003525	5	5
4087743	4309254	3	3
4051864	4079738	3	3
4079975	4003812	5	5
4047524	40484201	1	1
4037199	3023988	1	1
4043017	4232199	4	4
4042836	37208220	6	8
4090023	4217009	5	9
4068335	4056349	5	5
4071048	4074237	4	6
4095631	4117139	2	2
4095793	4089064	5	5
4046267	4322315	5	5
4076620	46000748	5	5
4043177	4023806	2	4
4088927	45769929	3	3
4073521	4211709	1	1
4090786	37114716	8	8
4042642	4098780	3	3
4095793	4126726	2	2
4090125	4030391	4	5
4075583	4072377	2	2
4086828	4109067	4	5
4060873	3022404	1	1
4041637	4231914	4	4
4114166	379778	2	2
4078442	4287325	1	1
4078442	37016998	3	5
4115260	4112742	3	4
4085880	4083808	1	1
4086687	4245665	5	6
4040395	4012941	4	4
4070667	45759196	2	2
4085752	4214820	1	1
4041263	4335089	4	5
4071689	36685006	4	8
4040395	4090983	5	5
4040721	4190935	5	5
4113998	4175532	4	7
4040395	4244387	5	6
4103598	4032809	3	3
4110524	4133863	2	2
4091532	4009163	4	6
4082640	3667130	6	6
4042502	4096013	2	3
4040561	4143174	7	8
4088016	4253752	2	2
4086997	432419	3	3
4103320	44782582	7	9
4083364	37113195	9	9
4035455	45764332	3	3
4042488	4219483	3	4
4098179	3016154	5	6
4047064	44808674	1	1
4088610	4339094	7	9
4082516	37113946	2	2
4090023	42537460	7	9
4043025	4184925	3	4
4046698	4338453	3	3
4037672	37109988	4	6
4113276	4181363	4	4
4040721	4178105	5	5
4042645	4197200	4	5
4043350	4080063	10	10
4040911	4042172	1	1
4081838	4140593	4	4
4046723	3026754	4	4
4045430	4207216	2	2
4087949	380038	4	5
4040713	4161345	3	3
4065109	4216683	3	3
4038678	37018572	4	7
4046957	4233868	5	5
4096246	4245283	6	7
4043019	4211253	5	6
4042502	4291602	2	2
4043350	4029680	8	12
4041283	4206460	1	1
4072499	4076854	4	4
4042836	4111361	4	5
4093377	37113602	2	2
4040721	4259565	3	3
4103662	4047731	3	5
4043350	4053759	4	4
4073506	4073613	2	2
4034845	4215631	1	1
4045430	37114029	7	7
4040559	4042668	3	3
4038478	4027417	1	1
4045160	40758980	2	2
4090124	4236691	5	6
4077899	4106379	1	1
4054837	4130041	2	2
4042664	4221018	4	4
4042642	4062879	3	3
4035288	4314806	2	2
4042836	46273491	3	4
4060763	4341109	3	3
4042837	4129369	3	4
4103662	4242494	6	8
4038498	4209256	2	2
4072499	44806183	4	4
4086181	377266	4	4
4040395	4068432	8	9
4096246	37113663	7	8
4088727	4269769	2	2
4113998	4116088	5	9
4038677	4129375	3	3
4079306	4314619	2	2
4040559	36676399	5	5
4043028	37017417	5	5
4084428	37111930	9	9
4041283	4052170	4	4
4113129	4242518	1	1
4108382	37117483	7	7
4041284	44791660	3	3
4092643	4090476	1	1
4078238	4284635	6	6
4103320	4112006	4	5
4108173	43021181	4	4
4043697	4125468	5	5
4042504	3662104	6	8
4095793	4158313	5	5
4095606	4294045	2	2
4096860	433828	4	4
4041284	4046510	5	5
4037672	4019824	5	5
4088217	4237363	7	7
4074287	4189193	2	2
4115580	4125494	3	3
4040416	4044415	1	1
4113998	4162876	6	6
4074287	4053185	4	4
4086095	4097453	4	4
4054510	4170466	5	5
4033670	4248962	2	2
4044872	4316378	5	5
4054736	4290966	3	3
4040721	4335040	3	4
4085870	4353143	4	5
4102113	4300125	4	4
4106412	42538285	5	5
4084428	37111794	7	7
4040395	4200836	2	3
4040709	4166554	1	1
4098179	4234021	6	6
4043028	42535487	3	3
4096246	37118813	12	15
4069190	40487979	1	1
4043350	4054041	6	6
4077972	4330027	2	2
4097368	4045592	1	1
4114307	4117774	1	1
4042504	4193354	6	6
4098179	3006593	6	7
4085225	4207496	10	11
4046263	3030557	2	2
4069764	4073195	1	1
4108616	4170533	3	5
4082651	46271173	4	4
4043019	4066866	3	3
4090124	4075724	4	4
4104000	37397143	3	3
4091855	37219272	2	2
4042649	4078561	3	3
4042536	4087362	5	7
4040559	44792417	7	7
4096246	4133185	6	15
4043160	37394871	5	5
4041644	4105774	2	2
4041284	4268996	3	3
4042504	4001871	4	5
4080646	37112455	4	4
4062784	4343570	2	2
4051206	4021246	3	3
4076620	4079462	2	2
4114164	4088129	4	4
4096246	4286413	9	15
4040552	4051946	4	4
4037672	42538953	5	8
4079711	4138613	3	3
4038344	4067096	2	2
4114166	4147995	2	2
4040721	4149661	5	5
4084262	4075864	8	9
4044891	4204008	1	1
4046288	4076200	3	3
4086181	4224240	5	7
4095939	4230680	2	2
4091866	4091719	1	1
4096246	4193135	4	4
4042837	434291	4	5
4040721	4200086	6	7
4042503	4109944	5	5
4083364	4090086	6	7
4084167	435987	5	5
4073648	4078472	3	3
4079975	4215933	3	4
4052789	43021867	1	1
4096976	4028907	2	2
4036397	4162597	2	2
4048514	40481337	1	1
4042678	4022178	3	3
4043008	37017109	4	4
4074356	4081646	3	3
4079975	4033451	4	6
4040559	4140966	2	2
4080992	761352	4	8
4041261	4196148	5	6
4042827	4166260	3	3
4041284	4093668	5	5
4087566	4043164	3	3
4042503	4319867	3	5
4041273	44808468	3	3
4048231	4233975	5	6
4043019	4242240	7	7
4042836	3654268	5	8
4042836	4035299	5	5
4045900	4102002	4	6
4057740	4013387	2	2
4103598	4142210	3	3
4043350	4053919	5	5
4042504	42538979	4	6
4088832	4089306	2	2
4042664	4121763	3	3
4087640	44807870	3	3
4103546	4141437	1	1
4034845	4124175	2	2
4088647	3667149	4	4
4044900	4072827	2	2
4086302	4165934	3	3
4041266	4194967	4	6
4042138	4087629	8	8
4071689	42536192	5	10
4048231	4195066	6	6
4098179	3031820	7	7
4046288	46270928	3	3
4081176	4161284	3	3
4115259	4119795	5	7
4042837	35623418	3	3
4039926	4046686	2	2
4103327	4243419	3	4
4038538	35612756	3	3
4041531	4249568	1	1
4085721	4215632	4	5
4101796	4173481	3	3
4101796	4046103	2	2
4041283	4094082	5	5
4087936	4265858	5	6
4103488	4127690	1	1
4048506	4202452	2	2
4101796	40482060	3	3
4050747	4017653	4	4
4044364	43531420	2	2
