ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
3041790	3041790	0	0
3039052	3039052	0	0
3040213	3040213	0	0
3042399	3042399	0	0
3003470	3003470	0	0
3042119	3042119	0	0
3017725	3017725	0	0
3041230	3041230	0	0
3039047	3039047	0	0
3041515	3041515	0	0
3002302	3002302	0	0
3041254	3041254	0	0
3038736	3038736	0	0
3039943	3039943	0	0
3041540	3041540	0	0
3042121	3042121	0	0
3022945	3022945	0	0
3039130	3039130	0	0
3041523	3041523	0	0
3023482	3023482	0	0
3038469	3038469	0	0
3040266	3040266	0	0
3042412	3042412	0	0
3039115	3039115	0	0
3041838	3041838	0	0
3041221	3041221	0	0
3038480	3038480	0	0
3041564	3041564	0	0
3003787	3003787	0	0
3039109	3039109	0	0
3038496	3038496	0	0
3038446	3038446	0	0
3039328	3039328	0	0
3038487	3038487	0	0
3040198	3040198	0	0
3038767	3038767	0	0
3039698	3039698	0	0
3040140	3040140	0	0
3038771	3038771	0	0
3039954	3039954	0	0
3041792	3041792	0	0
3042396	3042396	0	0
3040185	3040185	0	0
3035346	3035346	0	0
3039108	3039108	0	0
3039120	3039120	0	0
3039714	3039714	0	0
3040188	3040188	0	0
3038483	3038483	0	0
3040220	3040220	0	0
3005976	3005976	0	0
3040238	3040238	0	0
3039062	3039062	0	0
3039113	3039113	0	0
3040964	3040964	0	0
3039990	3039990	0	0
3040985	3040985	0	0
3041245	3041245	0	0
3041247	3041247	0	0
3041270	3041270	0	0
3002026	3002026	0	0
3042391	3042391	0	0
3041524	3041524	0	0
3041842	3041842	0	0
3036174	3036174	0	0
3039021	3039021	0	0
3037733	3037733	0	0
3040954	3040954	0	0
3039091	3039091	0	0
3012071	3012071	0	0
3042426	3042426	0	0
3039111	3039111	0	0
3039989	3039989	0	0
3039068	3039068	0	0
3040157	3040157	0	0
3042143	3042143	0	0
3041569	3041569	0	0
3033479	3033479	0	0
3009330	3009330	0	0
3039338	3039338	0	0
3040988	3040988	0	0
3040164	3040164	0	0
3015682	3015682	0	0
3039024	3039024	0	0
3039117	3039117	0	0
3041791	3041791	0	0
3013209	3013209	0	0
3039123	3039123	0	0
3039321	3039321	0	0
3040256	3040256	0	0
3042129	3042129	0	0
3018576	3018576	0	0
3042386	3042386	0	0
3040967	3040967	0	0
3039711	3039711	0	0
3041256	3041256	0	0
3004997	3004997	0	0
3039383	3039383	0	0
3007472	3007472	0	0
