ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4190005	37115191	9	12
4203400	4086138	1	1
4209766	45997143	3	3
4201174	4019340	1	1
4247371	37310633	5	8
4246971	4335325	2	2
4183953	4129220	4	4
4194327	4211985	1	1
4247371	4265203	4	5
4201705	4249998	2	3
4211098	4120129	5	6
4223938	4158795	3	3
4198298	4120368	4	4
4186238	4246201	2	2
4237197	4077837	2	2
4217808	37206868	2	3
4190005	4089539	6	12
4204662	4140175	1	1
4201745	4245953	3	3
4247371	378434	5	6
4253027	4203514	4	4
4190005	4238283	10	10
4200668	35632137	5	7
4232345	4105581	8	8
4247371	45772960	5	8
4217846	4220787	6	13
4214466	42536437	5	7
4239156	4200116	1	1
4224342	4028668	3	3
4215424	44783261	2	2
4216722	3009090	3	3
4190005	4164293	9	10
4212577	4009389	3	3
4261013	4076807	5	8
4237609	4220628	6	6
4199158	37113619	7	11
4241395	4174588	7	7
4227253	40481919	5	5
4259632	4311958	9	9
4217846	4146834	12	13
4233368	4284544	2	2
4212694	4301833	9	11
4194606	4349665	3	3
4259632	4276811	9	9
4193167	4066421	1	1
4242550	4004495	2	2
4216712	4247672	4	4
4211925	4301001	4	4
4185115	42538400	5	7
4235919	35632238	3	3
4233946	4075324	4	4
4230514	3038056	1	1
4217846	4144762	6	6
4193513	4348979	4	4
4232345	4152133	6	8
4232009	4220668	5	7
4201745	45757556	5	7
4195634	4161219	4	4
4227219	4098280	4	4
4222794	4277828	4	4
4259632	4102923	7	8
4259632	4241973	8	8
4237367	4176662	12	12
4199158	4164722	8	15
4213241	4017276	4	4
4190005	4284776	8	15
4199158	37112668	4	11
4247370	4205726	3	7
4265011	37204557	1	1
4239871	37312056	7	7
4254369	4234918	4	4
4190005	4092925	8	16
4208811	4280950	3	3
4190005	4175432	7	9
4227252	4003644	4	4
4199158	4274874	10	18
4219290	4284314	3	3
4237197	4129611	2	2
4259632	4198192	9	10
4205538	4349802	4	6
4247371	4310565	6	13
4237320	4258377	3	3
4259632	4012986	4	4
4233946	4003369	3	3
4199787	35632342	5	5
4201398	3667094	7	8
4233946	507277	5	5
4197653	46272223	3	3
4190082	4161786	3	3
4241403	4349241	3	3
4203876	4090856	1	1
4247371	37207940	7	7
4187907	44784026	7	7
4247371	4078447	6	6
4193315	4104410	6	6
4195613	4170696	1	1
4232345	4000725	4	4
4206591	4112609	7	9
4201745	4179793	3	5
4232923	4076806	4	7
4241043	4001662	3	3
4223622	35613739	5	5
4200396	4118427	6	6
4257650	4189674	3	3
4218236	4117459	7	8
4207977	36674767	4	4
4190005	4150903	12	17
4248870	81336	2	2
4190496	4230579	4	7
4205538	37115185	5	7
4254369	4205834	4	4
4237320	4153943	2	2
4199158	4176326	6	8
4241403	4157523	8	10
4244092	37109547	3	3
4203490	4275833	3	3
4261028	4138719	4	4
4219769	37118621	7	7
4234268	3024287	3	3
4188152	4027264	6	10
4247371	4087937	3	5
4187742	37392346	5	5
4239438	4036417	1	1
4212577	4341232	4	5
4199645	4012161	4	4
4227253	40481571	4	4
4199158	4109747	7	11
4237197	4173006	1	1
4241064	4263957	1	1
4212577	4196722	6	7
4193820	45769432	6	6
4237888	37208578	3	3
4217064	4215502	3	3
4254369	4038204	4	5
4259632	4021052	5	9
4190496	4206399	5	8
4208811	4242897	16	17
4203098	4317020	4	4
4217846	4239137	7	7
4185115	4160996	4	9
4190005	4239263	11	11
4185115	4243311	6	7
4237500	4099062	4	4
4259632	4013418	7	10
4242980	4097267	2	3
4195664	4272398	3	3
4193450	42538078	7	7
4185503	42536541	4	5
4247371	35609904	7	7
4220275	4160210	1	1
4201745	4234876	2	8
4187742	37393055	4	4
4259632	4240714	10	10
4207330	37114879	3	3
4227253	762441	8	8
4253632	4233952	1	1
4206592	4003138	3	3
4184974	4224333	4	4
4199158	4235490	6	20
4188155	4035782	3	3
4227253	36717236	5	5
4266341	42872895	2	2
4242980	197237	2	3
4187907	4257549	6	6
4251052	4042379	4	4
4188980	4148549	7	7
4188980	35623112	4	4
