ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4002710	4143356	6	6
4024566	437562	4	4
4022570	4278095	3	5
4027384	4195847	4	4
4021230	4346393	2	2
4023310	36713548	1	1
4022374	3023886	2	2
4024000	4288991	4	6
4019902	40491380	5	5
4023811	4033389	3	3
4001538	4074289	5	5
4000609	4313370	4	4
4030288	4029660	2	2
4016096	4015037	1	1
4021916	4171174	2	2
4024004	4088908	1	1
4022570	4208245	5	5
4028076	4313453	4	4
4021915	4213820	7	8
4014430	4085880	2	2
4010882	4176124	13	13
4026281	4194931	3	3
4008121	3014324	3	3
4001043	4087688	3	7
3654831	4347165	1	1
4023317	4153559	2	2
4020630	45957386	2	2
4032129	4291635	2	2
4026267	4239356	5	5
4021330	4301553	2	2
4001550	4228702	2	2
3662012	3665666	1	1
4022570	44783841	2	2
4028387	4061742	4	7
4003376	4164446	2	2
4029412	4254091	3	3
4001029	37112632	4	5
4012484	42535711	3	3
4001029	36695960	7	7
4032235	4299604	2	2
4012041	4011105	1	1
4001716	4235753	2	2
4032251	4332921	3	5
4021915	4018900	4	4
4028433	4107208	1	1
4010882	46272345	12	13
4024566	4111008	3	4
4010882	40480195	13	13
4031796	4282756	3	3
4024147	4201744	4	4
4002031	4285725	3	3
4011630	4326435	5	5
4027384	4123255	5	8
4027609	4077746	1	1
4014426	4137606	5	5
4012618	4093864	2	2
4028594	40487451	1	1
4012907	4300994	5	5
4001189	4206434	1	1
4010882	4222231	6	6
4001858	4309591	2	2
4006854	3010200	1	1
4001038	4308263	2	2
4002710	37113498	3	3
4001881	4159766	2	2
4019382	4291774	2	2
4000610	4006993	3	3
4017992	4176718	6	6
4012187	46273041	3	3
4019903	4265902	2	2
4029964	37203959	5	5
4002046	4138676	3	3
4002717	4285963	7	7
4024566	4196401	4	4
4022818	4203790	4	4
4024735	4288290	3	3
4024004	4127028	2	2
4013051	4337799	1	1
4021236	4081962	6	7
4019498	4303040	7	12
4028745	4245045	5	5
3667075	4001140	3	3
4019958	36684935	1	1
4003066	4071445	2	3
4001217	4142585	6	6
4012907	4075583	5	6
4026702	4049491	2	2
4029803	4080184	4	4
4018811	4258026	2	2
4019903	4203687	3	3
4001723	4151230	2	2
4024743	45766876	1	1
4019498	4278392	9	9
4021774	4084684	3	3
4029697	4188194	2	2
4022923	4151536	3	4
4014759	4304625	2	2
4017992	36684178	5	6
4017992	4032265	6	6
4027384	45766096	4	7
4023317	3657680	4	4
4024969	4142406	3	3
4022924	4106536	3	4
4029043	4061215	2	6
4022570	4116235	4	6
4015871	765325	3	3
4025823	4247403	4	6
4018317	3039826	1	1
4027384	43021060	6	7
4010882	4197138	10	10
3667220	37109523	8	10
4028070	4080336	4	4
4002710	4233866	3	3
4029964	46270331	4	4
4019903	42873111	3	3
4025222	4026827	2	2
4029404	4143924	1	1
4025367	4290734	5	5
4027384	4327862	6	7
4024147	4264527	3	3
4015230	4015231	1	1
4021236	4164560	2	2
4017992	36715243	5	5
4027384	4171096	4	5
4025823	37117396	7	13
4019482	4258279	3	3
3667091	4178753	5	5
4001029	4200120	3	3
4015350	4189553	2	5
4011630	4090557	6	8
4000513	4238288	3	3
4027384	761945	4	8
4030800	4271590	1	1
4030882	4015086	1	1
3667224	4314592	8	8
4000498	4264638	3	3
4031291	36714151	1	1
4024326	4185226	2	2
4026507	4294682	1	1
4029964	36685941	3	3
4027384	37208261	7	9
3667224	37113897	5	6
4023246	46271120	1	1
3657771	761348	1	1
4025118	35632318	5	7
4001038	4183495	3	3
4024566	44806493	5	5
4021313	3014410	2	2
4010247	4035805	2	2
4003376	4306447	2	2
4028902	4108626	6	6
4028387	4154924	5	5
4010882	4057155	13	13
4032251	4068870	4	5
4013104	3018154	2	2
4029338	4309454	3	3
4000498	4238224	3	4
4028387	42538745	7	7
4024000	4056606	2	4
4001217	44813908	2	2
4011630	4103796	4	4
4023811	4251028	3	3
4002019	4303431	6	6
4023330	4347290	2	2
4026281	4264040	3	3
4019902	4015544	7	7
4019198	44805917	1	1
4022202	4009913	3	4
4019498	4063233	6	7
4000495	4005314	3	3
4001018	506802	3	3
4000498	4178650	3	3
4013074	4039536	6	7
4029710	4046600	2	2
4025823	37304018	5	10
4002710	4076252	3	3
4021077	4223985	2	2
4022570	763533	3	3
3665625	3665629	1	1
4025823	37110137	5	6
4032251	44791928	4	4
4028387	4066849	5	7
4024430	4087734	1	1
4010882	42536252	4	4
4022923	40492239	3	3
4002019	4181286	6	6
4028387	4185419	4	4
4028365	37209314	4	5
4011630	4299571	3	3
4023811	4321077	3	3
4017992	4017016	6	6
3667120	4126156	1	1
4012907	4076199	6	10
4029803	4080424	3	3
4017974	4140425	3	3
4020277	3004310	2	2
4003045	4335750	2	2
3667224	4219459	8	8
4027384	44784608	4	5
4029565	4300528	2	2
3667220	4056487	5	10
4030163	4067134	2	2
4010109	42538476	4	5
4028387	4307407	5	8
4001217	4314325	3	3
4026967	37312425	4	4
4021907	4047760	1	1
4022390	4204369	2	2
4001702	44806016	3	3
4008252	4020759	2	2
4025823	4034251	4	11
4025823	37112712	6	6
4024000	762684	7	7
4013074	4098131	2	2
4027384	42537268	6	6
4012907	40493412	5	5
4027384	45768914	5	9
4023811	4024173	2	2
4029379	4029382	1	1
4024000	4097670	5	5
4024147	4011088	4	4
4019958	37110826	2	2
4017992	4018258	6	6
4019958	4260745	2	2
4002713	37219127	3	3
4011630	761800	5	9
4017992	4304703	6	6
4024000	762440	6	7
4000506	4248259	4	4
4030641	4147857	3	3
4010882	4264539	4	4
4028328	4280002	2	2
4022924	444430	5	6
4002890	4133174	3	4
4017987	4334043	1	1
4032251	4345934	3	3
4027026	4328067	2	2
4002911	4112383	2	3
4002710	4244588	5	9
4009619	37108653	2	2
4007166	1001512	1	1
4017992	4225396	6	6
4017971	4203394	2	2
4026281	4209285	3	3
4000495	43021131	3	3
4029816	37312149	4	4
4028401	4027915	1	1
4027558	4193257	1	1
4029043	137441	3	3
4015998	37206259	2	2
4032251	4304242	3	4
4010109	4010248	2	2
4028247	4150290	5	12
4028573	4301959	2	2
4026267	4288615	5	5
4027765	4149484	3	5
3657886	3662368	1	1
4002019	43531229	7	7
3667224	4124381	6	6
4026105	36695811	5	8
4022570	4295462	4	4
4018812	4297010	2	2
4027051	4035941	3	3
4026248	4052089	2	2
4000610	36717568	4	5
4002905	37117195	3	3
4002710	4123204	4	4
4023811	45770493	4	4
4019400	4307288	3	3
4029602	4330853	2	2
4023317	4018362	5	7
4025678	4030369	4	4
4021915	4037737	6	6
4017992	4204370	6	6
4010882	4035568	4	4
4017992	4230896	6	6
4016884	4179983	2	2
4022804	4121425	2	2
4018811	4215666	4	4
4029803	4031471	1	1
4026257	4219194	2	3
4013361	4143503	2	2
4028076	46269824	3	4
4033051	4065350	2	2
4024358	44791766	1	1
3667203	4312998	3	3
4025215	4074308	3	3
4001038	4211261	4	4
4002905	40492937	4	4
4002046	4049527	3	3
4027384	4222717	5	8
4011630	4100451	6	9
4017992	4030077	6	6
4024566	42539094	5	5
4028070	4008080	2	2
4013161	4009917	1	1
4027587	40488057	3	3
4024577	4019362	2	2
4030781	4236659	5	5
4019498	4279706	11	11
4021774	4240029	3	3
4001018	37395242	4	4
4021915	4149183	6	7
4032487	4034329	1	1
4024147	4165262	4	4
4023811	4023477	2	2
4001217	4127592	5	6
4002031	4336467	4	7
4028072	440858	2	2
4027430	4308463	2	2
4010247	4076581	3	4
4028387	45768673	4	4
4000634	4160643	3	3
4023310	3657026	3	3
4022442	4023561	1	1
4000610	4070650	2	4
4024147	4010299	3	3
4000506	4264497	1	1
4027384	4056882	5	6
4024000	45757753	4	5
4018340	44788777	2	2
4001043	4266495	2	3
4022435	4022436	1	1
4001884	4010252	2	2
4018407	4145203	2	2
4001043	37111965	5	5
4027937	4048894	1	1
4032251	44792559	4	5
4025823	37117475	6	10
4026268	4239020	4	4
4028902	46271995	5	9
4018317	3041971	1	1
4027384	4102198	5	6
4025908	4228817	2	2
4014426	4138434	4	9
4027384	37310647	6	8
4027382	3655821	2	2
4021071	46006722	3	3
4030637	4238816	3	3
4029838	4306505	3	3
4019685	3011816	1	1
4028076	381292	5	5
4026281	4154874	4	5
4017992	4077914	6	6
4029867	4227673	2	2
4029043	4080184	5	6
4028076	376707	4	4
4002051	4070212	4	4
4000903	4180605	4	4
4024969	4338355	3	3
4002239	4099123	2	2
4000513	37118817	4	4
4019361	37310653	3	3
4002051	42537228	4	5
4028387	4081580	8	8
4023811	4146559	4	4
4014426	4172450	2	2
4003078	4302599	1	1
4012907	4110125	4	7
4029964	45766903	4	4
4010247	4042679	4	4
4022202	75942	2	3
4030333	4312728	1	1
4028614	40480190	1	1
4017291	37310651	4	4
4025219	4044255	2	2
4027430	4314302	3	3
4013104	4305113	2	2
4012907	4322475	5	6
4031369	4190809	2	2
4019361	37311049	2	2
4021292	3022567	3	3
4021611	4220037	2	2
4025824	4105618	1	1
4021313	4176873	1	1
4022570	4317256	4	7
4025218	4233519	2	2
4033034	4242960	2	2
4017992	4231089	6	7
4020417	3007948	1	1
4002031	4050583	6	6
4002014	4065627	2	2
4031618	4143367	2	3
4019902	4336082	5	5
4002710	37111828	4	4
4029964	73017	2	2
4022339	36714356	3	3
4004370	42528702	1	1
