ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
45876060	3015272	3	3
45876249	3003471	3	3
45876092	3050684	3	3
45876082	46236250	2	3
45876089	37019649	2	2
45876249	40766467	3	4
45876005	40768813	1	1
45876249	37019921	2	5
45971591	45991298	1	1
45971591	45991407	1	1
45964907	46026207	1	1
45971591	36694934	1	1
45876060	37020647	3	3
45876000	40761001	1	1
45875954	1988072	2	2
45968617	46005323	1	1
45876249	40765197	3	3
45876249	40764536	3	4
45876205	3013076	1	1
45876249	40767480	3	4
45875999	3003039	1	1
45876249	40769042	3	4
45876249	37020865	3	4
45876089	37019829	2	2
193460	4130902	3	3
432795	4293431	5	7
45876249	21491018	3	3
45876249	44816600	3	4
45971473	45993565	1	1
45876249	3035494	3	4
45876060	3031260	3	3
45876249	40770008	3	4
45876032	3023297	2	2
45876066	1617324	1	4
45876126	1988501	1	1
45876249	40769324	3	4
45876249	36303275	2	7
45876249	36032151	3	3
45876249	43055497	3	3
45875999	36660573	1	1
45971591	46009850	1	1
45876206	3017956	1	1
45876249	40766327	3	4
138239	40487351	7	11
46081539	46185965	1	1
45875999	3005706	1	1
45876249	37019868	3	4
45875979	21490783	1	1
45876249	40760816	3	6
45876005	3019436	1	1
200836	4006985	3	5
45876249	40770796	3	5
45876249	40770150	3	3
45876089	46236771	2	2
45876000	3042026	1	1
45876249	43534336	3	3
45971473	45991974	1	1
45876060	40764387	3	4
45876249	40769690	3	4
45876022	3009055	1	1
45876081	40770573	2	2
133468	609061	5	7
45876003	3039283	1	1
45876249	3003964	3	3
45876249	3023633	3	3
45876060	3053198	3	3
45876249	1002116	3	3
45876249	46236717	3	4
45876126	37021429	1	1
45876249	3023696	3	4
45876005	3026542	1	1
45876060	37019500	3	3
45971591	46010471	1	1
45876005	42529066	1	1
45973632	45978009	1	1
45875997	3018540	1	1
45876060	37019935	3	3
45876066	21492999	2	5
45876249	3029092	3	3
45876249	42869658	3	4
45876060	1176330	3	3
45876000	1175135	1	1
45876035	3048946	2	2
45876060	3026537	3	3
45876249	42868921	3	6
45971473	46013995	1	1
45876007	3047863	1	1
45876062	44816669	1	2
45876221	3034047	1	1
439777	42536958	2	3
45876060	36659781	3	6
45876005	3015337	1	1
45875997	3044905	1	1
45964870	46016968	1	1
45876005	3024728	1	1
45876060	37019764	3	3
443784	605251	3	5
45876249	3003823	2	2
45876066	37020953	2	5
45876205	3033375	1	1
45876249	3030981	3	4
45876249	3034466	3	3
45876106	36303559	1	1
45876247	3021733	1	1
45876249	3043290	3	6
45876060	42869227	2	3
45876249	3033970	2	2
45971591	37004280	1	1
45875990	3023883	1	2
45875954	1989565	2	2
45876003	3030054	1	1
45962576	46040909	1	1
45876051	3041994	2	3
45876249	1617079	3	3
45876010	40765106	1	1
45876188	3043154	1	1
45971473	36694909	1	1
443916	36676591	4	6
45876060	37019634	3	3
45876081	40770519	2	2
45876249	1175323	3	4
253549	37109889	2	5
45876249	40770650	3	5
45876089	21492698	2	2
45876003	3001322	1	1
45876058	46235779	1	1
45876249	3011145	3	3
45876060	3026751	3	3
45876249	1001767	3	4
45971412	45994024	1	1
45875968	40769871	2	3
45876005	3013632	1	1
45875962	40759918	3	3
45876000	3000664	1	1
45876005	40761497	1	1
45876022	3039853	1	1
45876035	46235563	2	2
45876239	3019308	1	1
45876003	3003711	1	1
45972179	36706807	1	1
45876249	3039947	3	6
45876060	44817234	3	3
45876035	3013539	2	2
75909	37209589	6	8
45876249	3020388	3	3
45876089	1176146	2	3
45876249	3053069	3	3
45876249	36031504	3	3
45876249	44816918	3	3
45972179	46036839	1	1
45876092	3053180	3	3
45876005	40761466	1	1
45876060	40772090	3	4
45876005	3032811	1	1
45876249	3014764	3	3
45876249	45875972	1	1
45876249	3014864	3	4
45876249	3046469	3	3
45876249	37020562	3	4
45876249	1175867	3	4
45876249	36305285	3	3
45876249	3044630	2	2
45876249	3005973	3	3
45876005	3038953	1	1
45876060	42869105	2	3
45876249	40764763	3	4
45876005	1001598	1	1
45876005	3049027	1	1
45876249	3040819	3	5
45876005	3014905	1	1
45876047	3013429	4	4
45876249	46236020	2	2
45876249	1176177	3	7
45876249	42870177	2	5
45876249	3024015	3	3
45876022	3031943	1	1
435244	36717562	2	6
45876126	37019860	1	1
45875999	3029297	1	1
620310	4139329	5	5
45971365	46026998	1	1
45962585	46043499	1	1
45971473	45992027	1	1
45876060	37021070	3	6
45876249	3025165	3	3
45876007	1175402	1	1
45875979	3019756	1	1
45876249	3049593	3	3
432250	46269709	4	6
45875997	3015498	1	1
45876207	36031298	2	2
46081215	46187069	1	1
45876249	3048458	3	4
45971347	45995974	1	1
45876081	40770783	2	2
45971473	45993539	1	1
45876060	42869477	3	8
45876126	37019669	1	1
45876249	40768675	3	4
45876003	1176027	1	1
45876249	3048515	2	2
45876089	40764893	2	2
45971504	42533203	1	1
45971591	45998316	1	1
45876249	40764985	3	4
45875968	40767996	2	3
45876005	3022817	1	1
45876249	40768321	3	4
