ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
4344497	4052197	2	2
4332151	608022	5	6
4321561	4279981	8	15
4321267	605974	2	2
4321561	37219155	9	15
4322976	4179064	3	6
4322976	4333762	5	13
4331509	4059177	3	3
4321561	42539302	7	13
4339410	36686183	6	9
4322976	3015902	7	8
4351726	4050736	1	1
4344498	761393	3	3
4339410	444188	4	6
4316083	139980	5	5
4321561	4272554	11	13
4339410	437117	8	8
4339410	36715601	6	8
4344497	618687	7	7
4344497	602686	6	7
4344497	36715676	3	3
4321561	4267136	9	11
4339410	43021196	5	6
4320821	4142028	2	2
4344497	4233604	4	4
4321561	37114771	8	11
4344498	759871	4	4
4322976	4171516	3	10
4316083	138644	4	4
4339410	619055	6	7
4311439	609180	1	1
4336811	37109769	4	5
4316083	3662163	5	6
4339410	4069209	4	7
4316083	602293	3	4
4322976	42872665	2	7
4344497	42537714	3	3
4322976	45765535	6	10
4344497	4300681	5	5
4321561	4279979	9	16
4339410	4019053	5	5
4321561	37119058	5	6
4322976	40487173	3	12
4321844	4228197	4	5
4345594	45766841	3	3
4322976	3657429	5	14
4322976	763162	2	5
4316358	4316359	1	1
4344497	36686123	2	2
4339410	45767138	10	10
4344497	4300102	4	4
4344497	4056564	1	1
4322316	4109336	2	2
4322976	4021440	6	7
4321561	4056351	8	13
4311420	4043734	4	4
4321561	4204558	7	12
4322976	4072854	4	9
4322976	40493449	5	10
4316083	4182399	3	3
4339410	36715620	5	8
4321561	4144491	7	8
4337977	606165	6	6
4321561	4157874	6	12
4322976	37109859	6	11
4322976	4124242	3	8
4316083	600750	2	2
4322976	3657200	9	12
4339410	4009911	5	7
4339410	4011832	6	10
4331725	42535362	6	6
4344497	606041	5	5
4321753	4226524	2	2
4334804	40489925	1	1
4322976	4107702	4	8
4337941	605135	4	5
4322976	46272014	5	8
4325866	4338754	2	3
4321561	37113038	10	16
4316083	42710047	4	4
4339410	45757305	5	7
4321561	4221723	8	12
4322976	605590	6	10
4339410	4014205	5	11
4322976	4170809	6	10
4339410	435624	3	5
4321561	4098293	6	9
4344497	443938	4	4
4344497	36686455	4	4
4344497	37309909	4	7
4323893	600991	2	2
4322976	45768774	5	8
4321561	4279705	4	7
4322976	4125589	4	12
4321561	4058260	9	12
4322976	4219628	4	13
4339410	4135098	6	8
4344497	4050681	2	2
4339410	601018	4	4
4318839	36713576	1	1
4344497	4050695	4	6
4339410	4011809	6	9
4339410	45770875	5	8
4337941	45766389	4	4
4321561	4110521	5	7
4344497	37310023	6	6
4317294	604717	4	4
4321561	619984	8	14
4339410	605465	6	8
4344259	42536804	2	2
4339410	4313331	4	7
4328655	4329775	4	4
4344497	4241792	7	7
4336544	608608	2	2
4344497	37309795	4	7
4344497	444435	3	5
4316083	4047504	4	5
4321561	4110969	4	5
4339410	72562	3	4
4339410	4135632	5	7
4335872	3656868	4	4
4344497	4052367	6	8
4312955	4315537	2	2
4321561	35632354	4	10
4339410	4015207	6	11
4321561	36695607	10	11
4321561	4326559	6	7
4321561	42538409	7	13
4344497	4012132	3	4
4344497	4299416	5	9
4322976	40763051	7	8
4321561	42539497	7	7
4322976	36684418	6	12
4311739	42539634	3	3
4339410	37309644	8	10
4339410	37207751	4	5
4339410	36715633	4	6
4322976	603110	4	4
4322976	4148038	5	10
4335189	4334416	2	2
4322976	37397604	6	11
4321561	42539337	7	14
4326255	4215034	2	2
4325438	4062738	2	2
4339410	4343915	3	4
4313341	760592	3	3
4318080	4078083	3	3
4339410	45767663	6	10
4339410	81424	5	7
4339410	42535088	4	6
4316083	4033359	2	2
4323193	37207782	2	2
4337977	604849	5	6
4316083	4032879	2	2
4316083	618785	5	5
4321561	4172299	8	13
4322976	4103459	9	11
4344497	607156	2	2
4314648	46271156	3	3
4339410	4116760	5	6
4322976	3034584	7	7
4322976	3657242	7	12
4322976	4196597	5	13
4324690	4001334	3	4
4321561	4081847	8	9
4344497	4029334	3	5
4322976	4074008	7	11
4339410	74772	6	7
4322976	506625	7	12
4339410	4314641	4	4
4321561	4104029	7	11
4321561	4272544	8	12
4323193	4017656	3	4
4344497	36715691	2	2
4324343	37109427	2	2
4322976	37109138	7	12
4344497	40485984	3	3
4321561	4214886	9	11
4339410	45766950	8	11
4326569	4308317	3	3
4316083	3657948	8	9
4321561	37110875	6	10
4316083	132494	3	6
4320840	620323	3	3
4339410	438851	5	6
4344497	437700	5	5
4316083	4209301	3	3
4344497	4239205	3	3
4316083	36715480	5	7
4321561	4272388	6	6
4316083	37309797	2	7
4321561	4073941	6	9
4321561	620089	11	13
4339410	36676634	2	5
4339410	4247084	5	7
4322541	605963	1	1
4322976	4069114	6	7
4322976	44813446	8	13
4322976	608630	2	8
4322976	763252	4	7
