ancestor_concept_id	descendant_concept_id	min_levels_of_separation	max_levels_of_separation
36210726	36210726	0	0
36308592	36308592	0	0
36308097	36308097	0	0
36307867	36307867	0	0
36309477	36309477	0	0
1620809	1620809	0	0
36310614	36310614	0	0
36310552	36310552	0	0
36210753	36210753	0	0
36210436	36210436	0	0
36210437	36210437	0	0
36210271	36210271	0	0
36210440	36210440	0	0
36210441	36210441	0	0
36308121	36308121	0	0
36310419	36310419	0	0
36210678	36210678	0	0
36210679	36210679	0	0
36210151	36210151	0	0
36210235	36210235	0	0
36210179	36210179	0	0
36210710	36210710	0	0
36210711	36210711	0	0
36210237	36210237	0	0
36210712	36210712	0	0
36210713	36210713	0	0
36210180	36210180	0	0
36210774	36210774	0	0
36210456	36210456	0	0
36210098	36210098	0	0
36210457	36210457	0	0
36210192	36210192	0	0
36310661	36310661	0	0
36308539	36308539	0	0
36308627	36308627	0	0
36308191	36308191	0	0
36308906	36308906	0	0
36310281	36310281	0	0
36310725	36310725	0	0
36309784	36309784	0	0
36310648	36310648	0	0
36210267	36210267	0	0
36210642	36210642	0	0
36210268	36210268	0	0
36210643	36210643	0	0
36210462	36210462	0	0
36210435	36210435	0	0
36210789	36210789	0	0
36210136	36210136	0	0
36210221	36210221	0	0
36210640	36210640	0	0
36210428	36210428	0	0
36210766	36210766	0	0
36210429	36210429	0	0
36210767	36210767	0	0
36210786	36210786	0	0
36210787	36210787	0	0
36210133	36210133	0	0
36210754	36210754	0	0
36210451	36210451	0	0
36210755	36210755	0	0
36210459	36210459	0	0
36210434	36210434	0	0
36308774	36308774	0	0
36310778	36310778	0	0
36310244	36310244	0	0
36310631	36310631	0	0
36307956	36307956	0	0
36311046	36311046	0	0
36309539	36309539	0	0
36309103	36309103	0	0
36310258	36310258	0	0
36308458	36308458	0	0
36309589	36309589	0	0
36210377	36210377	0	0
36310277	36310277	0	0
36311251	36311251	0	0
36310662	36310662	0	0
36210430	36210430	0	0
36210449	36210449	0	0
36310370	36310370	0	0
36307593	36307593	0	0
36210134	36210134	0	0
36309740	36309740	0	0
36309139	36309139	0	0
36307961	36307961	0	0
36310563	36310563	0	0
36210269	36210269	0	0
36210644	36210644	0	0
36210756	36210756	0	0
36210284	36210284	0	0
36210696	36210696	0	0
36210209	36210209	0	0
36210407	36210407	0	0
36210211	36210211	0	0
