concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
41996166	Belmonte Piceno	Geography	OSM	8th level	S	42313	19700101	20991231	
42000672	Monte Giberto	Geography	OSM	8th level	S	42314	19700101	20991231	
41975791	Groß Kummerfeld	Geography	OSM	8th level	S	423149	19700101	20991231	
41999064	Lapedona	Geography	OSM	8th level	S	42315	19700101	20991231	
41977846	Latendorf	Geography	OSM	8th level	S	423150	19700101	20991231	
41980385	Rickling	Geography	OSM	8th level	S	423151	19700101	20991231	
41976266	Heidmühlen	Geography	OSM	8th level	S	423152	19700101	20991231	
41973786	Buchholz	Geography	OSM	8th level	S	423153	19700101	20991231	
42000908	Montieri	Geography	OSM	8th level	S	42316	19700101	20991231	
41904978	Altos do Coxipó	Geography	OSM	10th level	S	4231608	19700101	20991231	
41904919	Alvorada	Geography	OSM	10th level	S	4231609	19700101	20991231	
41905126	Araés	Geography	OSM	10th level	S	4231610	19700101	20991231	
41905414	Barra do Pari	Geography	OSM	10th level	S	4231611	19700101	20991231	
41905484	Bela Marina	Geography	OSM	10th level	S	4231612	19700101	20991231	
41898906	Bela Vista	Geography	OSM	10th level	S	4231613	19700101	20991231	
41905599	Boa Esperança	Geography	OSM	10th level	S	4231614	19700101	20991231	
41905736	Bosque da Saúde	Geography	OSM	10th level	S	4231615	19700101	20991231	
41906777	COHAB São Gonçalo	Geography	OSM	10th level	S	4231616	19700101	20991231	
41905827	Cachoeira das Garças	Geography	OSM	10th level	S	4231617	19700101	20991231	
41905985	Campo Velho	Geography	OSM	10th level	S	4231618	19700101	20991231	
41905986	Campo Verde	Geography	OSM	10th level	S	4231619	19700101	20991231	
41902662	Canjica	Geography	OSM	10th level	S	4231620	19700101	20991231	
41906098	Carumbé	Geography	OSM	10th level	S	4231621	19700101	20991231	
41906508	Centro Norte	Geography	OSM	10th level	S	4231622	19700101	20991231	
41906515	Centro Político Administrativo	Geography	OSM	10th level	S	4231623	19700101	20991231	
41906511	Centro Sul	Geography	OSM	10th level	S	4231624	19700101	20991231	
41906655	Cidade Alta	Geography	OSM	10th level	S	4231625	19700101	20991231	
41906749	Cidade Verde	Geography	OSM	10th level	S	4231626	19700101	20991231	
41896035	Coophamil	Geography	OSM	10th level	S	4231627	19700101	20991231	
