concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19356456	Paraomphalocele	Condition	MeSH	Suppl Concept		C537170	20230501	20991231	
19356326	Paraquat lung	Condition	MeSH	Suppl Concept		C537171	20230501	20991231	
980052	Parastremmatic dwarfism	Condition	MeSH	Suppl Concept		C537172	20180507	20991231	
19356457	Parathyroid cancer, adult	Condition	MeSH	Suppl Concept		C537173	20230501	20991231	
705897	PARC syndrome	Condition	MeSH	Suppl Concept		C537174	20190506	20991231	
19356458	Parkinson disease 3	Condition	MeSH	Suppl Concept		C537176	20230501	20991231	
979872	Kufor-Rakeb syndrome	Condition	MeSH	Suppl Concept		C537177	20180507	20991231	
980055	Parkinsonism, early onset with mental retardation	Condition	MeSH	Suppl Concept		C537179	20180507	20991231	
45616325	Familial paroxysmal dystonia	Condition	MeSH	Suppl Concept		C537180	19700101	20991231	
45618720	Paroxysmal nonkinesigenic dyskinesia	Condition	MeSH	Suppl Concept		C537181	19700101	20991231	
45616326	Paroxysmal ventricular fibrillation	Condition	MeSH	Suppl Concept		C537182	19700101	20991231	
19356459	Robinow Sorauf syndrome	Condition	MeSH	Suppl Concept		C537183	20230501	20991231	
980081	Pierson syndrome	Condition	MeSH	Suppl Concept		C537185	20180507	20991231	
45617530	Pigmented purpuric eruption	Condition	MeSH	Suppl Concept		C537186	19700101	20991231	
45612692	Pili annulati	Condition	MeSH	Suppl Concept		C537187	19700101	20991231	
45615131	Pili multigemini	Condition	MeSH	Suppl Concept		C537188	19700101	20991231	
45612693	Rufous oculocutaneous albinism	Condition	MeSH	Suppl Concept		C537189	19700101	20991231	
19356460	Ruvalcaba Churesigaew Myhre syndrome	Condition	MeSH	Suppl Concept		C537190	20230501	20991231	
19356461	Ruzicka Goerz Anton syndrome	Condition	MeSH	Suppl Concept		C537192	20230501	20991231	
19356462	Saal Bulas syndrome	Condition	MeSH	Suppl Concept		C537193	20230501	20991231	
979886	Lethal congenital contracture syndrome 1	Condition	MeSH	Suppl Concept		C537194	20180507	20991231	
958957	Spinocerebellar ataxia 13	Condition	MeSH	Suppl Concept		C537195	20181105	20991231	
958958	Spinocerebellar ataxia 14	Condition	MeSH	Suppl Concept		C537196	20181105	20991231	
958948	Sensorimotor neuropathy with ataxia, autosomal dominant	Condition	MeSH	Suppl Concept		C537197	20181105	20991231	
958959	Spinocerebellar ataxia 19	Condition	MeSH	Suppl Concept		C537198	20181105	20991231	
980190	Spinocerebellar ataxia 20	Condition	MeSH	Suppl Concept		C537199	20180507	20991231	
958960	Spinocerebellar ataxia 21	Condition	MeSH	Suppl Concept		C537200	20181105	20991231	
958961	Spinocerebellar ataxia 23	Condition	MeSH	Suppl Concept		C537201	20181105	20991231	
980191	Spinocerebellar ataxia 25	Condition	MeSH	Suppl Concept		C537202	20180507	20991231	
980192	Spinocerebellar ataxia 26	Condition	MeSH	Suppl Concept		C537203	20180507	20991231	
958962	Spinocerebellar ataxia 27	Condition	MeSH	Suppl Concept		C537204	20181105	20991231	
958963	Spinocerebellar ataxia 28	Condition	MeSH	Suppl Concept		C537205	20181105	20991231	
958964	Spinocerebellar Ataxia 29	Condition	MeSH	Suppl Concept		C537206	20181105	20991231	
45618721	Kniest dysplasia	Condition	MeSH	Suppl Concept		C537207	19700101	20991231	
19356463	Kniest like dysplasia lethal	Condition	MeSH	Suppl Concept		C537208	20230501	20991231	
46256764	Knobloch syndrome	Condition	MeSH	Suppl Concept		C537209	19700101	20991231	
45612694	Knuckle pads, leuconychia and sensorineural deafness	Condition	MeSH	Suppl Concept		C537210	19700101	20991231	
45615132	Kocher-Debre-Semelaigne syndrome	Condition	MeSH	Suppl Concept		C537211	19700101	20991231	
45613902	Kohlschutter Tonz syndrome	Condition	MeSH	Suppl Concept		C537213	19700101	20991231	
19356464	Konigsmark Knox Hussels syndrome	Condition	MeSH	Suppl Concept		C537214	20230501	20991231	
46256859	Hereditary spastic paralysis, infantile onset ascending	Condition	MeSH	Suppl Concept		C537217	19700101	20991231	
19356465	Saccharopinuria	Condition	MeSH	Suppl Concept		C537218	20230501	20991231	
19356466	Sackey Sakati Aur syndrome	Condition	MeSH	Suppl Concept		C537219	20230501	20991231	
45611480	Sacral agenesis	Condition	MeSH	Condition		C537220	20131007	20150510	D
19465523	Sacral defect and anterior sacral meningocele	Observation	MeSH	Suppl Concept		C537221	20230501	20991231	
19356467	Sacral hemangiomas multiple congenital abnormalities	Condition	MeSH	Suppl Concept		C537222	20230501	20991231	
980148	Sacral meningocele conotruncal heart defects	Condition	MeSH	Suppl Concept		C537223	20180507	20991231	
19356468	Sacral plexopathy	Condition	MeSH	Suppl Concept		C537224	20230501	20991231	
19356469	Sacrococcygeal dysgenesis association	Condition	MeSH	Suppl Concept		C537225	20230501	20991231	
980150	Saito Kuba Tsuruta syndrome	Condition	MeSH	Suppl Concept		C537226	20180507	20991231	
45615133	Sakati syndrome	Condition	MeSH	Suppl Concept		C537227	19700101	20991231	
45610262	Salcedo syndrome	Condition	MeSH	Suppl Concept		C537228	19700101	20991231	
19356470	Sammartino De Crecchio Syndrome	Condition	MeSH	Suppl Concept		C537229	20230501	20991231	
19356471	Samson Gardner syndrome	Condition	MeSH	Suppl Concept		C537230	20230501	20991231	
19356472	Samson Viljoen syndrome	Condition	MeSH	Suppl Concept		C537231	20230501	20991231	
19356473	Sanderson Fraser syndrome	Condition	MeSH	Suppl Concept		C537232	20230501	20991231	
19356474	Sandhaus Ben-Ami syndrome	Condition	MeSH	Suppl Concept		C537233	20230501	20991231	
45613903	Sandifer syndrome	Condition	MeSH	Suppl Concept		C537234	19700101	20991231	
980152	Santos Mateus Leal syndrome	Condition	MeSH	Suppl Concept		C537235	20180507	20991231	
45612695	Sarcosinemia	Condition	MeSH	Suppl Concept		C537236	19700101	20991231	
979933	Melhem Fahl syndrome	Condition	MeSH	Suppl Concept		C537238	20180507	20991231	
908316	Mengel Konigsmark syndrome	Condition	MeSH	Suppl Concept		C537239	20191104	20991231	
19356475	Progressive supranuclear palsy atypical	Condition	MeSH	Suppl Concept		C537240	20230501	20991231	
19356476	Properdin deficiency, X-linked	Condition	MeSH	Suppl Concept		C537241	20230501	20991231	
19356477	Prosopagnosia, hereditary	Condition	MeSH	Suppl Concept		C537242	20230501	20991231	
980110	Prostate cancer, familial	Condition	MeSH	Suppl Concept		C537243	20180507	20991231	
19356478	Prostatic malacoplakia associated with prostatic abscess	Condition	MeSH	Suppl Concept		C537244	20230501	20991231	
19356479	Prostatic stromal proliferation of uncertain malignant potential	Condition	MeSH	Suppl Concept		C537245	20230501	20991231	
