concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19403142	Cephalochordata	Observation	MeSH	Main Heading		D064174	20230501	20991231	
19403143	Lancelets	Observation	MeSH	Main Heading		D064175	20230501	20991231	
46256293	Prenatal Education	Procedure	MeSH	Main Heading		D064186	19700101	20991231	
19403144	Minichromosome Maintenance Complex Component 8	Observation	MeSH	Main Heading		D064187	20230501	20991231	
19403145	Minichromosome Maintenance Complex Component 9	Observation	MeSH	Main Heading		D064188	20230501	20991231	
19403146	Apc1 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064189	20230501	20991231	
19403147	Apc2 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064190	20230501	20991231	
19403148	Apc3 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064191	20230501	20991231	
19403149	Apc4 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064192	20230501	20991231	
19403150	Apc5 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064193	20230501	20991231	
19403151	Apc6 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064194	20230501	20991231	
19403152	Apc7 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064195	20230501	20991231	
19403153	Apc8 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064196	20230501	20991231	
19403154	Apc10 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064197	20230501	20991231	
19403155	Apc11 Subunit, Anaphase-Promoting Complex-Cyclosome	Observation	MeSH	Main Heading		D064198	20230501	20991231	
19403156	Cdc20 Proteins	Observation	MeSH	Main Heading		D064199	20230501	20991231	
19403157	Cdh1 Proteins	Observation	MeSH	Main Heading		D064200	20230501	20991231	
19403158	Trichomes	Spec Anatomic Site	MeSH	Main Heading		D064201	20230501	20991231	
19403159	O'nyong-nyong Virus	Observation	MeSH	Main Heading		D064202	20230501	20991231	
19403160	Aggregatibacter	Observation	MeSH	Main Heading		D064206	20230501	20991231	
19403161	Aggregatibacter aphrophilus	Observation	MeSH	Main Heading		D064207	20230501	20991231	
19403162	Aggregatibacter segnis	Observation	MeSH	Main Heading		D064208	20230501	20991231	
19403163	Phytochemicals	Observation	MeSH	Main Heading		D064209	20230501	20991231	
19403164	Secondary Metabolism	Observation	MeSH	Main Heading		D064210	20230501	20991231	
19403165	Connectin	Observation	MeSH	Main Heading		D064211	20230501	20991231	
19403166	Prescription Drug Diversion	Observation	MeSH	Main Heading		D064226	20230501	20991231	
19403167	Chlorofluorocarbons, Ethane	Observation	MeSH	Main Heading		D064227	20230501	20991231	
19403168	Bromochlorofluorocarbons	Observation	MeSH	Main Heading		D064228	20230501	20991231	
19403169	Biological Ontologies	Observation	MeSH	Main Heading		D064229	20230501	20991231	
19403170	Nestin	Observation	MeSH	Main Heading		D064231	20230501	20991231	
958821	Visual Analog Scale	Measurement	MeSH	Main Heading		D064232	20181105	20991231	
19403171	Sulfonylurea Receptors	Observation	MeSH	Main Heading		D064233	20230501	20991231	
