concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
41999644	Mansuè	Geography	OSM	8th level	S	46222	19700101	20991231	
41998265	Erve	Geography	OSM	8th level	S	46223	19700101	20991231	
41998884	Gruaro	Geography	OSM	8th level	S	46224	19700101	20991231	
41913553	Setor José Estevam	Geography	OSM	10th level	S	4622461	19700101	20991231	
42053112	Tyrella South	Geography	OSM	10th level	S	4622477	19700101	20991231	
42053111	Tyrella North	Geography	OSM	10th level	S	4622483	19700101	20991231	
42039995	Commons of Clanmaghery	Geography	OSM	10th level	S	4622507	19700101	20991231	
42049919	Rathmullan Lower	Geography	OSM	10th level	S	4622585	19700101	20991231	
42005732	Valmorea	Geography	OSM	8th level	S	46226	19700101	20991231	
42049912	Rathmullan Upper	Geography	OSM	10th level	S	4622609	19700101	20991231	
41906555	Loteamento Santa Rosa	Geography	OSM	10th level	S	4622631	19700101	20991231	
41909553	Loteamento Carvalho	Geography	OSM	10th level	S	4622632	19700101	20991231	
42048633	Murlough Upper	Geography	OSM	10th level	S	4622643	19700101	20991231	
42048632	Murlough Lower	Geography	OSM	10th level	S	4622654	19700101	20991231	
42005551	Uggiate-Trevano	Geography	OSM	8th level	S	46227	19700101	20991231	
41986458	Merzdorf	Geography	OSM	9th level	S	4622730	19700101	20991231	
41915152	Vila Três Marias	Geography	OSM	10th level	S	4622765	19700101	20991231	
41914858	Vila Olavo	Geography	OSM	10th level	S	4622766	19700101	20991231	
41997881	Colverde	Geography	OSM	8th level	S	46228	19700101	20991231	
41913504	Setor Centro Parte Baixa	Geography	OSM	10th level	S	4622812	19700101	20991231	
42036768	Ballykinler Lower	Geography	OSM	10th level	S	4622887	19700101	20991231	
41999118	Lecco	Geography	OSM	8th level	S	46229	19700101	20991231	
42000383	Mollia	Geography	OSM	8th level	S	46231	19700101	20991231	
42036191	Audley's Acre	Geography	OSM	10th level	S	4623206	19700101	20991231	
42045343	Jordan's Acre	Geography	OSM	10th level	S	4623207	19700101	20991231	
42049189	Ringreagh	Geography	OSM	10th level	S	4623208	19700101	20991231	
42041127	Demesne of Down	Geography	OSM	10th level	S	4623211	19700101	20991231	
42045242	Inch	Geography	OSM	10th level	S	4623230	19700101	20991231	
42043641	Glovet	Geography	OSM	10th level	S	4623287	19700101	20991231	
42036563	Ballynagallagh	Geography	OSM	10th level	S	4623291	19700101	20991231	
42004974	Suello	Geography	OSM	8th level	S	46233	19700101	20991231	
42051737	Strand	Geography	OSM	10th level	S	4623303	19700101	20991231	
41997773	Civate	Geography	OSM	8th level	S	46234	19700101	20991231	
42002376	Pettenasco	Geography	OSM	8th level	S	46236	19700101	20991231	
42000440	Monfumo	Geography	OSM	8th level	S	46237	19700101	20991231	
42003331	Rodero	Geography	OSM	8th level	S	46238	19700101	20991231	
41998665	Gavirate	Geography	OSM	8th level	S	46241	19700101	20991231	
41996476	Brebbia	Geography	OSM	8th level	S	46242	19700101	20991231	
41999597	Malgesso	Geography	OSM	8th level	S	46243	19700101	20991231	
41999259	Longone al Segrino	Geography	OSM	8th level	S	46244	19700101	20991231	
42002313	Pescate	Geography	OSM	8th level	S	46245	19700101	20991231	
42057852	Conklin Town	Geography	OSM	7th level	S	4624639	19700101	20991231	
42041834	Drumena	Geography	OSM	10th level	S	4624670	19700101	20991231	
42037871	Bishop's Tawton	Geography	OSM	10th level	S	4624692	19700101	20991231	
42036247	Backaderry	Geography	OSM	10th level	S	4624696	19700101	20991231	
42037417	Barnstaple	Geography	OSM	10th level	S	4624780	19700101	20991231	
41997219	Castelcucco	Geography	OSM	8th level	S	46248	19700101	20991231	
42001185	Nago-Torbole	Geography	OSM	8th level	S	46250	19700101	20991231	
41996464	Bracca	Geography	OSM	8th level	S	46251	19700101	20991231	
42042156	Dunbeg Lower	Geography	OSM	10th level	S	4625195	19700101	20991231	
42004912	Storo	Geography	OSM	8th level	S	46252	19700101	20991231	
42042158	Dunbeg Upper	Geography	OSM	10th level	S	4625306	19700101	20991231	
41997959	Corna Imagna	Geography	OSM	8th level	S	46254	19700101	20991231	
42003465	Rota d'Imagna	Geography	OSM	8th level	S	46256	19700101	20991231	
42002988	Proserpio	Geography	OSM	8th level	S	46257	19700101	20991231	
42041471	Doocrock	Geography	OSM	10th level	S	4625749	19700101	20991231	
42046614	Lettergash	Geography	OSM	10th level	S	4625750	19700101	20991231	
42053039	Tummery	Geography	OSM	10th level	S	4625751	19700101	20991231	
42003378	Ronago	Geography	OSM	8th level	S	46258	19700101	20991231	
42001003	Mori	Geography	OSM	8th level	S	46259	19700101	20991231	
42003497	Rovereto	Geography	OSM	8th level	S	46260	19700101	20991231	
41997321	Castelmarte	Geography	OSM	8th level	S	46261	19700101	20991231	
42041864	Drumgavlin	Geography	OSM	10th level	S	4626146	19700101	20991231	
42042221	Dunmore	Geography	OSM	10th level	S	4626183	19700101	20991231	
41999946	Massino Visconti	Geography	OSM	8th level	S	46262	19700101	20991231	
41996296	Blevio	Geography	OSM	8th level	S	46263	19700101	20991231	
41996552	Brunate	Geography	OSM	8th level	S	46264	19700101	20991231	
42037989	Bodgney	Geography	OSM	10th level	S	4626489	19700101	20991231	
42040352	Corlaghdergan	Geography	OSM	10th level	S	4626491	19700101	20991231	
42047937	Meenagowan	Geography	OSM	10th level	S	4626492	19700101	20991231	
42041319	Derrynaseer	Geography	OSM	10th level	S	4626524	19700101	20991231	
42047297	Longhill	Geography	OSM	10th level	S	4626525	19700101	20991231	
42047679	Meenagar	Geography	OSM	10th level	S	4626526	19700101	20991231	
42050761	Tattycor	Geography	OSM	10th level	S	4626527	19700101	20991231	
42052842	Tullyclunagh	Geography	OSM	10th level	S	4626528	19700101	20991231	
42040555	Coyagh Glebe	Geography	OSM	10th level	S	4626534	19700101	20991231	
42040554	Coyagh	Geography	OSM	10th level	S	4626535	19700101	20991231	
42041820	Drumderg Glebe	Geography	OSM	10th level	S	4626536	19700101	20991231	
42004019	San Pellegrino Terme	Geography	OSM	8th level	S	46266	19700101	20991231	
41996287	Bizzarone	Geography	OSM	8th level	S	46267	19700101	20991231	
42038162	Boxted	Geography	OSM	10th level	S	4626714	19700101	20991231	
42051104	Somerton	Geography	OSM	10th level	S	4626752	19700101	20991231	
42044362	Hartest	Geography	OSM	10th level	S	4626778	19700101	20991231	
41997128	Casciago	Geography	OSM	8th level	S	46268	19700101	20991231	
42044012	Great Waldingfield	Geography	OSM	10th level	S	4626862	19700101	20991231	
42034570	Acton	Geography	OSM	10th level	S	4626887	19700101	20991231	
41998045	Costa Volpino	Geography	OSM	8th level	S	46269	19700101	20991231	
42042525	Edendarriff	Geography	OSM	10th level	S	4626940	19700101	20991231	
42048653	Naghan	Geography	OSM	10th level	S	4627063	19700101	20991231	
42040667	Creeghduff	Geography	OSM	10th level	S	4627067	19700101	20991231	
41999188	Limone sul Garda	Geography	OSM	8th level	S	46271	19700101	20991231	
41996028	Barasso	Geography	OSM	8th level	S	46273	19700101	20991231	
42057814	Center Township	Geography	OSM	7th level	S	4627306	19700101	20991231	
42056171	Shalersville Township	Geography	OSM	7th level	S	4627311	19700101	20991231	
41996047	Bardello	Geography	OSM	8th level	S	46275	19700101	20991231	
42052582	Tobercorran	Geography	OSM	10th level	S	4627523	19700101	20991231	
42039201	Carrickinab	Geography	OSM	10th level	S	4627529	19700101	20991231	
42036741	Ballyhosset	Geography	OSM	10th level	S	4627540	19700101	20991231	
42036742	Ballyhosset Milltown	Geography	OSM	10th level	S	4627549	19700101	20991231	
42047592	Tullinespick	Geography	OSM	10th level	S	4627555	19700101	20991231	
42036799	Ballylig	Geography	OSM	10th level	S	4627565	19700101	20991231	
42037254	Ballyviggis	Geography	OSM	10th level	S	4627573	19700101	20991231	
42003200	Riva del Garda	Geography	OSM	8th level	S	46276	19700101	20991231	
42005115	Terragnolo	Geography	OSM	8th level	S	46277	19700101	20991231	
42036753	Ballykilbeg	Geography	OSM	10th level	S	4627738	19700101	20991231	
42036943	Ballymote Upper	Geography	OSM	10th level	S	4627742	19700101	20991231	
42036950	Ballymote Middle	Geography	OSM	10th level	S	4627823	19700101	20991231	
42036949	Ballymote Lower	Geography	OSM	10th level	S	4627869	19700101	20991231	
42036626	Ballygallum	Geography	OSM	10th level	S	4627873	19700101	20991231	
42043891	Grangewalls	Geography	OSM	10th level	S	4627896	19700101	20991231	
41996141	Belgirate	Geography	OSM	8th level	S	46280	19700101	20991231	
42036527	Ballydargan	Geography	OSM	10th level	S	4628183	19700101	20991231	
42046483	Legamaddy	Geography	OSM	10th level	S	4628197	19700101	20991231	
42002397	Pian Camuno	Geography	OSM	8th level	S	46282	19700101	20991231	
42040197	Coniamstown	Geography	OSM	10th level	S	4628232	19700101	20991231	
42037263	Ballywarren	Geography	OSM	10th level	S	4628289	19700101	20991231	
41996290	Blello	Geography	OSM	8th level	S	46283	19700101	20991231	
42051182	Spittle Ballee	Geography	OSM	10th level	S	4628312	19700101	20991231	
42003004	Pusiano	Geography	OSM	8th level	S	46284	19700101	20991231	
41996223	Besozzo	Geography	OSM	8th level	S	46285	19700101	20991231	
41998547	Ponte Lambro	Geography	OSM	8th level	S	46286	19700101	20991231	
42005261	Torno	Geography	OSM	8th level	S	46287	19700101	20991231	
41985033	Groß Ziescht	Geography	OSM	9th level	S	4628751	19700101	20991231	
41996863	Canzo	Geography	OSM	8th level	S	46288	19700101	20991231	
41997573	Cerete	Geography	OSM	8th level	S	46290	19700101	20991231	
41998254	Faggeto Lario	Geography	OSM	8th level	S	46291	19700101	20991231	
41916612	Bittern Lake	Geography	OSM	8th level	S	4629129	19700101	20991231	
42001005	Moriago della Battaglia	Geography	OSM	8th level	S	46292	19700101	20991231	
41904836	Jatobá	Geography	OSM	10th level	S	4629324	19700101	20991231	
42001785	Oyace	Geography	OSM	8th level	S	46294	19700101	20991231	
41911817	Recreio	Geography	OSM	10th level	S	4629464	19700101	20991231	
42050820	Shimpling	Geography	OSM	10th level	S	4629469	19700101	20991231	
41987969	Schöbendorf	Geography	OSM	9th level	S	4629496	19700101	20991231	
41997584	Cernobbio	Geography	OSM	8th level	S	46295	19700101	20991231	
41906011	Candeias	Geography	OSM	10th level	S	4629518	19700101	20991231	
41907290	Distrito Industrial dos Imborés	Geography	OSM	10th level	S	4629519	19700101	20991231	
41908082	Ibirapuera	Geography	OSM	10th level	S	4629520	19700101	20991231	
41915297	Zabelê	Geography	OSM	10th level	S	4629521	19700101	20991231	
42051189	Spittle Quarter	Geography	OSM	10th level	S	4629523	19700101	20991231	
42039651	Church Ballee	Geography	OSM	10th level	S	4629533	19700101	20991231	
42039261	Carrowbaghran	Geography	OSM	10th level	S	4629535	19700101	20991231	
41909377	Lagoa das Flores	Geography	OSM	10th level	S	4629536	19700101	20991231	
42036488	Ballyclander Lower	Geography	OSM	10th level	S	4629537	19700101	20991231	
42036217	Ballyclander Upper	Geography	OSM	10th level	S	4629539	19700101	20991231	
42046390	Lawshall	Geography	OSM	10th level	S	4629554	19700101	20991231	
41907986	Guarani	Geography	OSM	10th level	S	4629566	19700101	20991231	
42039967	Clonvaraghan	Geography	OSM	10th level	S	4629580	19700101	20991231	
41996547	Brumano	Geography	OSM	8th level	S	46296	19700101	20991231	
41907062	Cruzeiro	Geography	OSM	10th level	S	4629636	19700101	20991231	
42039603	Chilton	Geography	OSM	10th level	S	4629645	19700101	20991231	
41904963	Alto Maron	Geography	OSM	10th level	S	4629659	19700101	20991231	
41911653	Primavera	Geography	OSM	10th level	S	4629663	19700101	20991231	
42005727	Valmadrera	Geography	OSM	8th level	S	46297	19700101	20991231	
42037270	Ballywillwill Demense	Geography	OSM	10th level	S	4629714	19700101	20991231	
42056575	Hiram Township	Geography	OSM	7th level	S	4629862	19700101	20991231	
42057091	Nelson Township	Geography	OSM	7th level	S	4629864	19700101	20991231	
42056816	Freedom Township	Geography	OSM	7th level	S	4629867	19700101	20991231	
42059595	Windham Township	Geography	OSM	7th level	S	4629868	19700101	20991231	
42001289	Nonio	Geography	OSM	8th level	S	46299	19700101	20991231	
41995803	Arcisate	Geography	OSM	8th level	S	46300	19700101	20991231	
41929873	Haguenau-Wissembourg	Geography	OSM	7th level	S	4630047	19700101	20991231	
41930226	Molsheim	Geography	OSM	7th level	S	4630048	19700101	20991231	
41930818	Saverne	Geography	OSM	7th level	S	4630049	19700101	20991231	
41930862	Strasbourg	Geography	OSM	7th level	S	4630050	19700101	20991231	
42041674	Drumanaquoile	Geography	OSM	10th level	S	4630058	19700101	20991231	
42039761	Claragh	Geography	OSM	10th level	S	4630080	19700101	20991231	
42040985	Cumran	Geography	OSM	10th level	S	4630099	19700101	20991231	
41996540	Brovello-Carpugnino	Geography	OSM	8th level	S	46301	19700101	20991231	
42041771	Drumcaw	Geography	OSM	10th level	S	4630100	19700101	20991231	
42039271	Carrowdressex	Geography	OSM	10th level	S	4630187	19700101	20991231	
42038414	Bright	Geography	OSM	10th level	S	4630196	19700101	20991231	
41997140	Caslino d'Erba	Geography	OSM	8th level	S	46302	19700101	20991231	
42046978	Lisoid	Geography	OSM	10th level	S	4630200	19700101	20991231	
42039258	Carrowbane	Geography	OSM	10th level	S	4630204	19700101	20991231	
42053192	Whigamstown	Geography	OSM	10th level	S	4630210	19700101	20991231	
42036051	Ashford	Geography	OSM	10th level	S	4630273	19700101	20991231	
42049573	Pilton West	Geography	OSM	10th level	S	4630274	19700101	20991231	
42004547	Sernaglia della Battaglia	Geography	OSM	8th level	S	46303	19700101	20991231	
42057652	Atwater Township	Geography	OSM	7th level	S	4630321	19700101	20991231	
42051530	Deerfield Township	Geography	OSM	7th level	S	4630332	19700101	20991231	
41999894	Maslianico	Geography	OSM	8th level	S	46306	19700101	20991231	
42004535	Serina	Geography	OSM	8th level	S	46307	19700101	20991231	
42044582	Heanton Punchardon	Geography	OSM	10th level	S	4630710	19700101	20991231	
41997961	Cornalba	Geography	OSM	8th level	S	46309	19700101	20991231	
42003455	Rovetta	Geography	OSM	8th level	S	46310	19700101	20991231	
41997809	Clivio	Geography	OSM	8th level	S	46311	19700101	20991231	
41996443	Bossico	Geography	OSM	8th level	S	46312	19700101	20991231	
42002743	Possagno	Geography	OSM	8th level	S	46314	19700101	20991231	
41997185	Cavaso del Tomba	Geography	OSM	8th level	S	46315	19700101	20991231	
42002149	Pederobba	Geography	OSM	8th level	S	46316	19700101	20991231	
41998723	Gianico	Geography	OSM	8th level	S	46317	19700101	20991231	
42035184	Aghadaragh	Geography	OSM	10th level	S	4631706	19700101	20991231	
42037441	Cornamuck	Geography	OSM	10th level	S	4631708	19700101	20991231	
42035684	Alpheton	Geography	OSM	10th level	S	4631773	19700101	20991231	
41999429	Luvinate	Geography	OSM	8th level	S	46318	19700101	20991231	
42039292	Carryglass	Geography	OSM	10th level	S	4631809	19700101	20991231	
42040764	Crocknafarbrague	Geography	OSM	10th level	S	4631810	19700101	20991231	
42046769	Lisconrea	Geography	OSM	10th level	S	4631811	19700101	20991231	
42052133	Tattymoyle Upper	Geography	OSM	10th level	S	4631812	19700101	20991231	
42042670	Elmsett	Geography	OSM	10th level	S	4631814	19700101	20991231	
42034904	Corrashesk	Geography	OSM	10th level	S	4631840	19700101	20991231	
42051708	Strabane	Geography	OSM	10th level	S	4631848	19700101	20991231	
42042516	Edenatoodry	Geography	OSM	10th level	S	4631870	19700101	20991231	
42050555	Tullymagough	Geography	OSM	10th level	S	4631872	19700101	20991231	
42046868	Lisnacreeve	Geography	OSM	10th level	S	4631882	19700101	20991231	
42005968	Viggiù	Geography	OSM	8th level	S	46319	19700101	20991231	
42050329	Russell's Quarter	Geography	OSM	10th level	S	4631915	19700101	20991231	
42045394	Killavees	Geography	OSM	10th level	S	4631920	19700101	20991231	
42051807	Struell	Geography	OSM	10th level	S	4631933	19700101	20991231	
42035902	Ardmeen	Geography	OSM	10th level	S	4631949	19700101	20991231	
42041389	Dillin	Geography	OSM	10th level	S	4631968	19700101	20991231	
42036957	Ballynagross Upper	Geography	OSM	10th level	S	4631970	19700101	20991231	
42052594	Tobermoney	Geography	OSM	10th level	S	4631977	19700101	20991231	
42050475	Saul Quarter	Geography	OSM	10th level	S	4631979	19700101	20991231	
42050474	Saul	Geography	OSM	10th level	S	4631992	19700101	20991231	
42005606	Val Brembilla	Geography	OSM	8th level	S	46320	19700101	20991231	
42037197	Ballystokes	Geography	OSM	10th level	S	4632006	19700101	20991231	
42037200	Ballysugagh	Geography	OSM	10th level	S	4632009	19700101	20991231	
41997882	Colzate	Geography	OSM	8th level	S	46321	19700101	20991231	
41998050	Cravagliana	Geography	OSM	8th level	S	46323	19700101	20991231	
41998804	Gorno	Geography	OSM	8th level	S	46324	19700101	20991231	
41999598	Malgrate	Geography	OSM	8th level	S	46325	19700101	20991231	
42057907	Fox Township	Geography	OSM	7th level	S	4632586	19700101	20991231	
42059570	Washington Township	Geography	OSM	7th level	S	4632587	19700101	20991231	
42003453	Rossa	Geography	OSM	8th level	S	46327	19700101	20991231	
42001411	Oneta	Geography	OSM	8th level	S	46329	19700101	20991231	
41995891	Asso	Geography	OSM	8th level	S	46330	19700101	20991231	
42038323	Braunton	Geography	OSM	10th level	S	4633053	19700101	20991231	
42047770	Market Drayton	Geography	OSM	10th level	S	4633100	19700101	20991231	
42002690	Ponte Nossa	Geography	OSM	8th level	S	46332	19700101	20991231	
41999227	Locatello	Geography	OSM	8th level	S	46334	19700101	20991231	
41998562	Fuipiano Valle Imagna	Geography	OSM	8th level	S	46335	19700101	20991231	
42005008	Susegana	Geography	OSM	8th level	S	46336	19700101	20991231	
42004945	Stresa	Geography	OSM	8th level	S	46337	19700101	20991231	
42003359	Rogno	Geography	OSM	8th level	S	46338	19700101	20991231	
42000956	Monvalle	Geography	OSM	8th level	S	46339	19700101	20991231	
