concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
42048693	Nelson	Geography	OSM	10th level	S	5991120	19700101	20991231	
41881719	Adamstown Heights	Geography	OSM	10th level	S	5991306	19700101	20991231	
41883320	Charlestown	Geography	OSM	10th level	S	5991307	19700101	20991231	
41881920	Bar Beach	Geography	OSM	10th level	S	5991503	19700101	20991231	
42044821	Hillesley and Tresham	Geography	OSM	10th level	S	5991515	19700101	20991231	
42035593	Alderley	Geography	OSM	10th level	S	5991522	19700101	20991231	
42050093	Risca West	Geography	OSM	10th level	S	5991567	19700101	20991231	
42050092	Risca East	Geography	OSM	10th level	S	5991569	19700101	20991231	
42040846	Crosskeys	Geography	OSM	10th level	S	5991588	19700101	20991231	
42054399	Wotton-under-Edge	Geography	OSM	10th level	S	5991591	19700101	20991231	
41889023	The Junction	Geography	OSM	10th level	S	5991670	19700101	20991231	
41883445	Cooks Hill	Geography	OSM	10th level	S	5991723	19700101	20991231	
42064449	Cussewago Township	Geography	OSM	8th level	S	5991793	19700101	20991231	
42080523	Venango Township	Geography	OSM	8th level	S	5991794	19700101	20991231	
41882787	Broadmeadow	Geography	OSM	10th level	S	5991839	19700101	20991231	
41885270	Hamilton South	Geography	OSM	10th level	S	5991859	19700101	20991231	
41886674	Merewether Heights	Geography	OSM	10th level	S	5991874	19700101	20991231	
41886672	Merewether	Geography	OSM	10th level	S	5991875	19700101	20991231	
41983898	Buchholz bei Niemegk	Geography	OSM	9th level	S	5992135	19700101	20991231	
41987496	Rädigke	Geography	OSM	9th level	S	5992136	19700101	20991231	
42014405	Lesedi Local Municipality	Geography	OSM	8th level	S	599214	19700101	20991231	
41987475	Raben	Geography	OSM	9th level	S	5992148	19700101	20991231	
41984998	Groß Marzehns	Geography	OSM	9th level	S	5992194	19700101	20991231	
42004150	Mogale City Local Municipality	Geography	OSM	8th level	S	599228	19700101	20991231	
42004025	Midvaal Local Municipality	Geography	OSM	8th level	S	599232	19700101	20991231	
42014420	Randfontein Local Municipality	Geography	OSM	8th level	S	599235	19700101	20991231	
42003996	Merafong City Local Municipality	Geography	OSM	8th level	S	599242	19700101	20991231	
42014424	Westonaria Local Municipality	Geography	OSM	8th level	S	599253	19700101	20991231	
42044313	Hamfallow	Geography	OSM	10th level	S	5992537	19700101	20991231	
42037698	Berkeley	Geography	OSM	10th level	S	5992538	19700101	20991231	
42003492	Emfuleni Local Municipality	Geography	OSM	8th level	S	599257	19700101	20991231	
42044855	Hinton	Geography	OSM	10th level	S	5993354	19700101	20991231	
42051039	Slimbridge	Geography	OSM	10th level	S	5993367	19700101	20991231	
41889804	Whitebridge	Geography	OSM	10th level	S	5993383	19700101	20991231	
42043277	Frampton on Severn	Geography	OSM	10th level	S	5993389	19700101	20991231	
41990136	Dietlingen	Geography	OSM	10th level	S	59934	19700101	20991231	
42043295	Fretherne with Saul	Geography	OSM	10th level	S	5993406	19700101	20991231	
42044388	Hardwicke	Geography	OSM	10th level	S	5993590	19700101	20991231	
42044340	Haresfield	Geography	OSM	10th level	S	5993633	19700101	20991231	
41993313	Theesdorf	Geography	OSM	10th level	S	5993734	19700101	20991231	
42048295	Moreton Valence	Geography	OSM	10th level	S	5993735	19700101	20991231	
41991953	Milkau	Geography	OSM	10th level	S	5993741	19700101	20991231	
42053894	Whitminster	Geography	OSM	10th level	S	5993742	19700101	20991231	
41882297	Belmont South	Geography	OSM	10th level	S	5993801	19700101	20991231	
41882303	Belmont	Geography	OSM	10th level	S	5993802	19700101	20991231	
41882478	Blacksmiths	Geography	OSM	10th level	S	5993803	19700101	20991231	
41884091	Dudley	Geography	OSM	10th level	S	5993804	19700101	20991231	
41886268	Little Pelican	Geography	OSM	10th level	S	5993805	19700101	20991231	
41883483	Pelican	Geography	OSM	10th level	S	5993806	19700101	20991231	
41888138	Redhead	Geography	OSM	10th level	S	5993807	19700101	20991231	
41886521	Marks Point	Geography	OSM	10th level	S	5993811	19700101	20991231	
41889432	Valentine	Geography	OSM	10th level	S	5993816	19700101	20991231	
41883787	Croudace Bay	Geography	OSM	10th level	S	5993819	19700101	20991231	
41884307	Eleebana	Geography	OSM	10th level	S	5993820	19700101	20991231	
41888636	Speers Point	Geography	OSM	10th level	S	5993821	19700101	20991231	
41889571	Warners Bay	Geography	OSM	10th level	S	5993822	19700101	20991231	
41882990	Burra	Geography	OSM	10th level	S	5993826	19700101	20991231	
42062587	Cambridge Township	Geography	OSM	8th level	S	5993832	19700101	20991231	
41883715	Courabyra	Geography	OSM	10th level	S	5993848	19700101	20991231	
41885140	Green Hills	Geography	OSM	10th level	S	5993852	19700101	20991231	
41889878	Willigobung	Geography	OSM	10th level	S	5993853	19700101	20991231	
42078720	Sparta Township	Geography	OSM	8th level	S	5993866	19700101	20991231	
42061552	Bloomfield Township	Geography	OSM	8th level	S	5993867	19700101	20991231	
42077047	Rockdale Township	Geography	OSM	8th level	S	5993868	19700101	20991231	
41887674	Paddys River	Geography	OSM	10th level	S	5993878	19700101	20991231	
41886494	Maragle	Geography	OSM	10th level	S	5993917	19700101	20991231	
41882459	Blackalls Park	Geography	OSM	10th level	S	5993946	19700101	20991231	
41882567	Bolton Point	Geography	OSM	10th level	S	5993947	19700101	20991231	
41882646	Booragul	Geography	OSM	10th level	S	5993948	19700101	20991231	
41884563	Fassifern	Geography	OSM	10th level	S	5993949	19700101	20991231	
41884608	Fennell Bay	Geography	OSM	10th level	S	5993950	19700101	20991231	
41886533	Marmong Point	Geography	OSM	10th level	S	5993951	19700101	20991231	
