concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19149222	KCNH2 protein, human	Observation	MeSH	Suppl Concept		C000606913	20230501	20991231	
19149223	NEK1 protein, human	Observation	MeSH	Suppl Concept		C000606914	20230501	20991231	
19149224	Kcnh2 protein, mouse	Observation	MeSH	Suppl Concept		C000606915	20230501	20991231	
19149225	Kcnh2 protein, rat	Observation	MeSH	Suppl Concept		C000606918	20230501	20991231	
19149226	Nek1 protein, mouse	Observation	MeSH	Suppl Concept		C000606920	20230501	20991231	
19149227	fin1 protein, S pombe	Observation	MeSH	Suppl Concept		C000606921	20230501	20991231	
19149228	Nek4 protein, mouse	Observation	MeSH	Suppl Concept		C000606922	20230501	20991231	
19149229	ECE1 protein, human	Observation	MeSH	Suppl Concept		C000606923	20230501	20991231	
19149230	ECE2 protein, human	Observation	MeSH	Suppl Concept		C000606924	20230501	20991231	
19149231	Ece1 protein, mouse	Observation	MeSH	Suppl Concept		C000606925	20230501	20991231	
19149232	Ece2 protein, mouse	Observation	MeSH	Suppl Concept		C000606926	20230501	20991231	
19406874	SMAPP1 compound	Observation	MeSH	Suppl Concept		C000606927	20230501	20991231	
19149233	HB1 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C000606928	20230501	20991231	
19149234	RGF2 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C000606929	20230501	20991231	
19406875	3'-demethoxy-6-O-demethylisoguaiacin	Observation	MeSH	Suppl Concept		C000606930	20230501	20991231	
19406876	rhodonidin A	Observation	MeSH	Suppl Concept		C000606931	20230501	20991231	
979386	2,6-dimethyl-5-heptenal	Drug	MeSH	Suppl Concept		C000606932	20180507	20991231	
1036812	ethyl anthranilate	Drug	MeSH	Suppl Concept		C000606933	20210503	20991231	
19149235	Imi1 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C000606934	20230501	20991231	
19149236	Flo10 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C000606935	20230501	20991231	
19406877	7-(4,6-di-tert-butylpyrimidin-2-yl)-3-(4-trifluoromethoxyphenyl)-5,6,7,8-tetrahydro(1,2,4)triazolo(4,3-a)pyrazine	Observation	MeSH	Suppl Concept		C000606936	20230501	20991231	
19406878	phenylacetylrinvanil	Observation	MeSH	Suppl Concept		C000606937	20230501	20991231	
