concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19214623	Humicola degenerans	Observation	MeSH	Suppl Concept		C000693456	20230501	20991231	
19214624	Humicola distorta	Observation	MeSH	Suppl Concept		C000693457	20230501	20991231	
19214625	Humicola glauca	Observation	MeSH	Suppl Concept		C000693458	20230501	20991231	
19214626	Humicola jilongensis	Observation	MeSH	Suppl Concept		C000693459	20230501	20991231	
19214627	Humicola koreana	Observation	MeSH	Suppl Concept		C000693460	20230501	20991231	
19214628	Humicola limonispora	Observation	MeSH	Suppl Concept		C000693461	20230501	20991231	
19214629	Humicola nivea	Observation	MeSH	Suppl Concept		C000693462	20230501	20991231	
19214630	Humicola olivacea	Observation	MeSH	Suppl Concept		C000693463	20230501	20991231	
19214631	Humicola parvispora	Observation	MeSH	Suppl Concept		C000693464	20230501	20991231	
19214632	Humicola piriformis	Observation	MeSH	Suppl Concept		C000693465	20230501	20991231	
19214633	Humicola repens	Observation	MeSH	Suppl Concept		C000693466	20230501	20991231	
19214634	Humicola sardiniae	Observation	MeSH	Suppl Concept		C000693467	20230501	20991231	
19214635	Humicola variabilis	Observation	MeSH	Suppl Concept		C000693468	20230501	20991231	
19214636	Humicola veronae	Observation	MeSH	Suppl Concept		C000693469	20230501	20991231	
19214637	Humicolopsis cephalosporioides	Observation	MeSH	Suppl Concept		C000693470	20230501	20991231	
19214638	Humidicutis auratocephala	Observation	MeSH	Suppl Concept		C000693471	20230501	20991231	
19214639	Humidicutis dictiocephala	Observation	MeSH	Suppl Concept		C000693472	20230501	20991231	
19214640	Humphreya endertii	Observation	MeSH	Suppl Concept		C000693473	20230501	20991231	
19214641	Huntiella abstrusa	Observation	MeSH	Suppl Concept		C000693474	20230501	20991231	
19214642	Huntiella ani	Observation	MeSH	Suppl Concept		C000693475	20230501	20991231	
19214643	Huntiella bellula	Observation	MeSH	Suppl Concept		C000693476	20230501	20991231	
19214644	Huntiella bhutanensis	Observation	MeSH	Suppl Concept		C000693477	20230501	20991231	
19214645	Huntiella ceramica	Observation	MeSH	Suppl Concept		C000693478	20230501	20991231	
19214646	Huntiella chinaeucensis	Observation	MeSH	Suppl Concept		C000693479	20230501	20991231	
19214647	Huntiella chlamydoformis	Observation	MeSH	Suppl Concept		C000693480	20230501	20991231	
19214648	Huntiella confusa	Observation	MeSH	Suppl Concept		C000693481	20230501	20991231	
19214649	Huntiella cryptoformis	Observation	MeSH	Suppl Concept		C000693482	20230501	20991231	
19214650	Huntiella decipiens	Observation	MeSH	Suppl Concept		C000693483	20230501	20991231	
19214651	Huntiella eucalypti	Observation	MeSH	Suppl Concept		C000693484	20230501	20991231	
19214652	Huntiella fabiensis	Observation	MeSH	Suppl Concept		C000693485	20230501	20991231	
19214653	Huntiella fecunda	Observation	MeSH	Suppl Concept		C000693486	20230501	20991231	
19214654	Huntiella glaber	Observation	MeSH	Suppl Concept		C000693487	20230501	20991231	
19214655	Huntiella inaequabilis	Observation	MeSH	Suppl Concept		C000693488	20230501	20991231	
19214656	Huntiella inquinans	Observation	MeSH	Suppl Concept		C000693489	20230501	20991231	
19214657	Huntiella meiensis	Observation	MeSH	Suppl Concept		C000693490	20230501	20991231	
19214658	Huntiella microbasis	Observation	MeSH	Suppl Concept		C000693491	20230501	20991231	
19214659	Huntiella moniliformis	Observation	MeSH	Suppl Concept		C000693492	20230501	20991231	
19214660	Huntiella moniliformopsis	Observation	MeSH	Suppl Concept		C000693493	20230501	20991231	
19214661	Huntiella oblonga	Observation	MeSH	Suppl Concept		C000693494	20230501	20991231	
19214662	Huntiella omanensis	Observation	MeSH	Suppl Concept		C000693495	20230501	20991231	
19214663	Huntiella salinaria	Observation	MeSH	Suppl Concept		C000693496	20230501	20991231	
19214664	Huntiella savannae	Observation	MeSH	Suppl Concept		C000693497	20230501	20991231	
19214665	Huntiella sublaevis	Observation	MeSH	Suppl Concept		C000693498	20230501	20991231	
19214666	Huntiella sumatrana	Observation	MeSH	Suppl Concept		C000693499	20230501	20991231	
19214667	Huntiella tribiliformis	Observation	MeSH	Suppl Concept		C000693500	20230501	20991231	
19214668	Huntiella tyalla	Observation	MeSH	Suppl Concept		C000693501	20230501	20991231	
19214669	Huriella loekoesiana	Observation	MeSH	Suppl Concept		C000693502	20230501	20991231	
19214670	Hyaliappendispora galii	Observation	MeSH	Suppl Concept		C000693503	20230501	20991231	
19214671	Hyalocercosporidium desmodii	Observation	MeSH	Suppl Concept		C000693504	20230501	20991231	
19214672	Hyalocladosporiella tectonae	Observation	MeSH	Suppl Concept		C000693505	20230501	20991231	
19214673	Hyalodendriella betulae	Observation	MeSH	Suppl Concept		C000693506	20230501	20991231	
19214674	Hyalodendron oudemansiellicola	Observation	MeSH	Suppl Concept		C000693507	20230501	20991231	
19214675	Hyalodon antui	Observation	MeSH	Suppl Concept		C000693508	20230501	20991231	
