concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19184594	Atractiella rhizophila	Observation	MeSH	Suppl Concept		C000662941	20230501	20991231	
19184595	Atractiella solani	Observation	MeSH	Suppl Concept		C000662942	20230501	20991231	
19184596	Atractium crassum	Observation	MeSH	Suppl Concept		C000662943	20230501	20991231	
19184597	Atractium stilbaster	Observation	MeSH	Suppl Concept		C000662944	20230501	20991231	
19184598	Atractospora aquatica	Observation	MeSH	Suppl Concept		C000662945	20230501	20991231	
19184599	Atractospora decumbens	Observation	MeSH	Suppl Concept		C000662946	20230501	20991231	
19184600	Atractospora ellipsoidea	Observation	MeSH	Suppl Concept		C000662947	20230501	20991231	
19184601	Atractospora reticulata	Observation	MeSH	Suppl Concept		C000662948	20230501	20991231	
19184602	Atractospora thailandensis	Observation	MeSH	Suppl Concept		C000662949	20230501	20991231	
19184603	Atractospora verruculosa	Observation	MeSH	Suppl Concept		C000662950	20230501	20991231	
19184604	Atractosporocybe inornata	Observation	MeSH	Suppl Concept		C000662951	20230501	20991231	
19184605	Atraporiella neotropica	Observation	MeSH	Suppl Concept		C000662952	20230501	20991231	
19184606	Atraporiella yunnanensis	Observation	MeSH	Suppl Concept		C000662953	20230501	20991231	
19184607	Atrocalyx acervatus	Observation	MeSH	Suppl Concept		C000662954	20230501	20991231	
19184608	Atrocalyx acutisporus	Observation	MeSH	Suppl Concept		C000662955	20230501	20991231	
19184609	Atrocalyx asturiensis	Observation	MeSH	Suppl Concept		C000662956	20230501	20991231	
19184610	Atrocalyx bambusae	Observation	MeSH	Suppl Concept		C000662957	20230501	20991231	
19184611	Atrocalyx guttulata	Observation	MeSH	Suppl Concept		C000662958	20230501	20991231	
19184612	Atrocalyx krabiensis	Observation	MeSH	Suppl Concept		C000662959	20230501	20991231	
19184613	Atrocalyx lignicola	Observation	MeSH	Suppl Concept		C000662960	20230501	20991231	
19184614	Atropellis piniphila	Observation	MeSH	Suppl Concept		C000662961	20230501	20991231	
19184615	Atrotorquata lineata	Observation	MeSH	Suppl Concept		C000662962	20230501	20991231	
19184616	Atrotorquata spartii	Observation	MeSH	Suppl Concept		C000662963	20230501	20991231	
19184617	Aulaxina minuta	Observation	MeSH	Suppl Concept		C000662964	20230501	20991231	
19184618	Aulaxina quadrangula	Observation	MeSH	Suppl Concept		C000662965	20230501	20991231	
19184619	Aulographina eucalypti	Observation	MeSH	Suppl Concept		C000662966	20230501	20991231	
19184620	Aulographina pinorum	Observation	MeSH	Suppl Concept		C000662967	20230501	20991231	
19184621	Aulographum hederae	Observation	MeSH	Suppl Concept		C000662968	20230501	20991231	
19184622	Aurantiopileus mayanensis	Observation	MeSH	Suppl Concept		C000662969	20230501	20991231	
19184623	Aurantioporthe corni	Observation	MeSH	Suppl Concept		C000662970	20230501	20991231	
19184624	Aurantiosacculus acutatus	Observation	MeSH	Suppl Concept		C000662971	20230501	20991231	
19184625	Aurantiosacculus castaneae	Observation	MeSH	Suppl Concept		C000662972	20230501	20991231	
19184626	Aurantiosacculus eucalyptorum	Observation	MeSH	Suppl Concept		C000662973	20230501	20991231	
19184627	Aurantiosporium subnitens	Observation	MeSH	Suppl Concept		C000662974	20230501	20991231	
