concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19142078	penilumamide B	Observation	MeSH	Suppl Concept		C000591558	20230501	20991231	
19142079	penilumamide D	Observation	MeSH	Suppl Concept		C000591559	20230501	20991231	
19142080	penilumamide C	Observation	MeSH	Suppl Concept		C000591560	20230501	20991231	
19142081	asperpeptide A	Observation	MeSH	Suppl Concept		C000591561	20230501	20991231	
19142082	tripterygiumine Q	Observation	MeSH	Suppl Concept		C000591562	20230501	20991231	
19142083	metachelin A	Observation	MeSH	Suppl Concept		C000591563	20230501	20991231	
19142084	1-alaninechlamydocin	Observation	MeSH	Suppl Concept		C000591564	20230501	20991231	
19142085	SEC11A protein, human	Observation	MeSH	Suppl Concept		C000591565	20230501	20991231	
19142086	Ripply3 protein, mouse	Observation	MeSH	Suppl Concept		C000591566	20230501	20991231	
19142087	isoorientin-4'-O-glucoside	Observation	MeSH	Suppl Concept		C000591567	20230501	20991231	
19142088	IgLON5 protein, human	Observation	MeSH	Suppl Concept		C000591569	20230501	20991231	
19142089	5-hydroxycoptisine	Observation	MeSH	Suppl Concept		C000591571	20230501	20991231	
19142090	hesperetin-7-O-(beta-D-glucopyranosyl-(1-3))-beta-D-glucopyranosyl	Observation	MeSH	Suppl Concept		C000591572	20230501	20991231	
19142091	3-(trimethoxyphenyl)-2(3H)-thiazole thione	Observation	MeSH	Suppl Concept		C000591573	20230501	20991231	
19142092	liparisglycoside A	Observation	MeSH	Suppl Concept		C000591574	20230501	20991231	
19142093	liparisglycoside C	Observation	MeSH	Suppl Concept		C000591575	20230501	20991231	
19142094	benzo(e)pyrimido-(5,4-b)diazepine-6(11H)-one	Observation	MeSH	Suppl Concept		C000591576	20230501	20991231	
19142095	liparisglycoside B	Observation	MeSH	Suppl Concept		C000591577	20230501	20991231	
19142096	4-oxymethyl-1,2-dioxane	Observation	MeSH	Suppl Concept		C000591578	20230501	20991231	
19142097	ethyl 2-(3,3-bis(7-acetyl-4,6-dihydroxy-3,5-dimethylbenzofuran-2-yl)acryloyl)	Observation	MeSH	Suppl Concept		C000591579	20230501	20991231	
19142098	3'-O-acetyl-7-O-methylvitexin	Observation	MeSH	Suppl Concept		C000591580	20230501	20991231	
19142099	6'-alpha-rhamnopyranosyl-7-O-methylvitexin	Observation	MeSH	Suppl Concept		C000591581	20230501	20991231	
19142100	vanillic acid 1-O-(beta-D-apiofuranosyl-(1-6)-beta-D-glucopyranoside) ester	Observation	MeSH	Suppl Concept		C000591582	20230501	20991231	
19142101	14beta-hydroxy-3-oxo-ent-kaur-16-ene	Observation	MeSH	Suppl Concept		C000591583	20230501	20991231	
19142102	8S-(-)-8-(4-hydroxy-3-methoxybenzoyl)-dihydrofuran-8(8'H)-one	Observation	MeSH	Suppl Concept		C000591584	20230501	20991231	
19142103	boschnaloside	Observation	MeSH	Suppl Concept		C000591585	20230501	20991231	
19142104	SUMV-1 protein, C elegans	Observation	MeSH	Suppl Concept		C000591591	20230501	20991231	
19142105	Gtpbp2 protein, Xenopus	Observation	MeSH	Suppl Concept		C000591592	20230501	20991231	
19142106	3-amino-1H-1,2,4-triazole	Observation	MeSH	Suppl Concept		C000591593	20230501	20991231	
19142107	Mirn203 microRNA, zebrafish	Observation	MeSH	Suppl Concept		C000591594	20230501	20991231	
19404088	bupropion hydrochloride, naltrexone hydrochoride drug combination	Observation	MeSH	Suppl Concept		C000591595	20230501	20991231	
19142108	MIRN1202 microRNA, human	Observation	MeSH	Suppl Concept		C000591596	20230501	20991231	
19404089	saptomycin B	Observation	MeSH	Suppl Concept		C000591597	20230501	20991231	
19142109	ATAD1 protein, mouse	Observation	MeSH	Suppl Concept		C000591598	20230501	20991231	
19142110	bicaudal-D1 protein, mouse	Observation	MeSH	Suppl Concept		C000591599	20230501	20991231	
19142111	tetrachlorobenzoquinone	Observation	MeSH	Suppl Concept		C000591600	20230501	20991231	
19142112	N-(pyridin-2-yl)thiazol-2-amine	Observation	MeSH	Suppl Concept		C000591601	20230501	20991231	
19404090	fosfazinomycin	Observation	MeSH	Suppl Concept		C000591602	20230501	20991231	
19142113	Mrgprc protein, rat	Observation	MeSH	Suppl Concept		C000591603	20230501	20991231	
19142114	MrgC protein, mouse	Observation	MeSH	Suppl Concept		C000591604	20230501	20991231	
19404091	CXCL17 protein, mouse	Observation	MeSH	Suppl Concept		C000591605	20230501	20991231	
19142115	eleganketal A	Observation	MeSH	Suppl Concept		C000591606	20230501	20991231	
19142116	5-hydroxy-4-(1-hydroxyethyl)-3-methylfuran-2(5H)-one	Observation	MeSH	Suppl Concept		C000591607	20230501	20991231	
19142117	5-phenylpentane-1,3,4-triol	Observation	MeSH	Suppl Concept		C000591608	20230501	20991231	
19142118	stemphylanthranol A	Observation	MeSH	Suppl Concept		C000591609	20230501	20991231	
19142119	stemphylanthranol B	Observation	MeSH	Suppl Concept		C000591610	20230501	20991231	
19142120	tumstatin (69-88)	Observation	MeSH	Suppl Concept		C000591611	20230501	20991231	
19142121	tumstatin (74-98)	Observation	MeSH	Suppl Concept		C000591612	20230501	20991231	
19404092	6Na2O-8K2O-8MgO-22CaO-18B2O3-36SiO2-2P2O5 glass	Observation	MeSH	Suppl Concept		C000591613	20230501	20991231	
19404093	1,4-bis(hydroxycarbonylmethyl)-6-(bis(hydroxycarbonylmethyl))amino-6-methylperhydro-1,4-diazepine	Observation	MeSH	Suppl Concept		C000591614	20230501	20991231	
19404094	thurandacin A	Observation	MeSH	Suppl Concept		C000591615	20230501	20991231	
19404095	thurandacin B	Observation	MeSH	Suppl Concept		C000591616	20230501	20991231	
19142122	DCUN1D5 protein, human	Observation	MeSH	Suppl Concept		C000591617	20230501	20991231	
19404096	ALK1-Fc fusion protein, human	Observation	MeSH	Suppl Concept		C000591618	20230501	20991231	
19142123	cynanside A	Observation	MeSH	Suppl Concept		C000591619	20230501	20991231	
19142124	cynanside B	Observation	MeSH	Suppl Concept		C000591620	20230501	20991231	
19142125	N-trimethyl chitosan-graft-poly(vinyl alcohol)	Observation	MeSH	Suppl Concept		C000591621	20230501	20991231	
19404097	2-fluoroethyl 8-(3-iodoprop-2-en-1-yl)-3-(4-iodophenyl)-8-azabicyclo(3.2.1)octane-2-carboxylate	Observation	MeSH	Suppl Concept		C000591622	20230501	20991231	
19404098	N-(5-(3-(3-hydroxypiperidin-1-yl)-1,2,4-oxadiazol-5-yl)-4-methyl-1,3-thiazol-2-yl)acetamide	Observation	MeSH	Suppl Concept		C000591623	20230501	20991231	
19404099	2-(3-(pyridin-2-ylmethoxy)pyrrolidin-1-yl)-5-(trifluoromethyl)benzoic acid	Observation	MeSH	Suppl Concept		C000591624	20230501	20991231	
19404100	MBX 1066	Observation	MeSH	Suppl Concept		C000591625	20230501	20991231	
19404101	MBX 1090	Observation	MeSH	Suppl Concept		C000591626	20230501	20991231	
19142126	trithia-9-crown-3	Observation	MeSH	Suppl Concept		C000591632	20230501	20991231	
19142127	tris(2,2'-bipyridyl)ruthenium(II)-diperiodatoargentate(III)	Observation	MeSH	Suppl Concept		C000591633	20230501	20991231	
19404102	MBX2319	Observation	MeSH	Suppl Concept		C000591634	20230501	20991231	
19404103	MMV008138	Observation	MeSH	Suppl Concept		C000591635	20230501	20991231	
19404104	hydroxyethylapoquinine	Observation	MeSH	Suppl Concept		C000591636	20230501	20991231	
