concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19312469	Rrp47p protein, human	Observation	MeSH	Suppl Concept		C478358	20230501	20991231	
19312470	WDR77 protein, human	Observation	MeSH	Suppl Concept		C478359	20230501	20991231	
19312471	HBSP protein, Hepatitis B virus	Observation	MeSH	Suppl Concept		C478361	20230501	20991231	
19312472	Dsg1b protein, mouse	Observation	MeSH	Suppl Concept		C478362	20230501	20991231	
19312473	Dsg1c protein, mouse	Observation	MeSH	Suppl Concept		C478363	20230501	20991231	
19312474	N-formyl-7-hydroxyamoxapine	Observation	MeSH	Suppl Concept		C478364	20230501	20991231	
19312475	eleutherinone	Observation	MeSH	Suppl Concept		C478365	20230501	20991231	
19312476	AML91 protocol	Procedure	MeSH	Suppl Concept		C478366	20230501	20991231	
19460777	estradiol nitrate	Observation	MeSH	Suppl Concept		C478367	20230501	20991231	
19312477	GB-1111	Observation	MeSH	Suppl Concept		C478368	20230501	20991231	
19312478	N,N-dicyclohexylamide-N'-(3-diethylaminopropyl)-N-(N-nitrobenzoyl) aminoacetic acid hydroxyoxalate	Observation	MeSH	Suppl Concept		C478369	20230501	20991231	
19460778	PROCR protein, human	Observation	MeSH	Suppl Concept		C478370	20230501	20991231	
19312479	wuzhuyu broth	Observation	MeSH	Suppl Concept		C478371	20230501	20991231	
19460779	MEN 11079	Observation	MeSH	Suppl Concept		C478372	20230501	20991231	
19312480	Cacna2d2 protein, rat	Observation	MeSH	Suppl Concept		C478374	20230501	20991231	
19312481	Cacna2d3 protein, rat	Observation	MeSH	Suppl Concept		C478375	20230501	20991231	
19312482	alamethicin K18	Observation	MeSH	Suppl Concept		C478376	20230501	20991231	
19312483	5,18-bis(2-hydroxyhexadecyl)-1,5,18,22-tetraazadocosane	Observation	MeSH	Suppl Concept		C478377	20230501	20991231	
19312484	5,18-bis(2-hydroxytetradecyl)-1,5,18,22-tetraazadocosane	Observation	MeSH	Suppl Concept		C478378	20230501	20991231	
19312485	polyethylene glycol 2000-diortho ester-distearoylglycerol conjugate	Observation	MeSH	Suppl Concept		C478379	20230501	20991231	
19312486	amylin (22-27)	Observation	MeSH	Suppl Concept		C478380	20230501	20991231	
19312487	Atpaf1 protein, mouse	Observation	MeSH	Suppl Concept		C478381	20230501	20991231	
19312488	Atpaf2 protein, mouse	Observation	MeSH	Suppl Concept		C478382	20230501	20991231	
19312489	Chp-1 protein, mouse	Observation	MeSH	Suppl Concept		C478383	20230501	20991231	
19312490	NAT4 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C478385	20230501	20991231	
19312491	NDOR1 protein, human	Observation	MeSH	Suppl Concept		C478386	20230501	20991231	
19312492	TIM10 protein, E coli	Observation	MeSH	Suppl Concept		C478387	20230501	20991231	
19312493	TIM9 protein, E coli	Observation	MeSH	Suppl Concept		C478388	20230501	20991231	
19312494	PIS1 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C478389	20230501	20991231	
19312495	Chmp3 protein, mouse	Observation	MeSH	Suppl Concept		C478390	20230501	20991231	
19312496	SLC25A29 protein, human	Observation	MeSH	Suppl Concept		C478391	20230501	20991231	
19312497	15-demethoxyaclacinomycin T	Observation	MeSH	Suppl Concept		C478392	20230501	20991231	
19312498	10-decarboxymethylaclacinomycin T	Observation	MeSH	Suppl Concept		C478393	20230501	20991231	
19312499	DCS1 protein, S cerevisiae	Observation	MeSH	Suppl Concept		C478395	20230501	20991231	
19312500	TR 87 compound	Observation	MeSH	Suppl Concept		C478396	20230501	20991231	
19312501	CHMP4B protein, human	Observation	MeSH	Suppl Concept		C478397	20230501	20991231	
19312502	Phr protein, Vibrio cholerae	Observation	MeSH	Suppl Concept		C478398	20230501	20991231	
19312503	Flite Tabs	Observation	MeSH	Suppl Concept		C478418	20230501	20991231	
19312504	erysimin G	Observation	MeSH	Suppl Concept		C478419	20230501	20991231	
19312505	FIIa	Observation	MeSH	Suppl Concept		C478420	20230501	20991231	
19312506	tubeimoside II	Observation	MeSH	Suppl Concept		C478421	20230501	20991231	
19312507	O-demethyl-roxithromycin	Observation	MeSH	Suppl Concept		C478422	20230501	20991231	
19312508	alpha-(3,4,5-trimethoxy-benzal)-beta-methoxy-propionitrile	Observation	MeSH	Suppl Concept		C478423	20230501	20991231	
19312509	trifluorovinyldichloroborane	Observation	MeSH	Suppl Concept		C478424	20230501	20991231	
19312510	2'-(2,3-dihydroxybenzoyloxy)-7-ketologanin	Observation	MeSH	Suppl Concept		C478425	20230501	20991231	
19312511	5-(2-(4-(2-methoxy-phenyl)-piperazin-1-yl)-ethyl)-1,3-dihydro-benzimidazole-2-thione	Observation	MeSH	Suppl Concept		C478426	20230501	20991231	
19312512	spiroxin C	Observation	MeSH	Suppl Concept		C478427	20230501	20991231	
19312513	latonduine A	Observation	MeSH	Suppl Concept		C478428	20230501	20991231	
19312514	latonduine B	Observation	MeSH	Suppl Concept		C478429	20230501	20991231	
19312515	bahienoside A	Observation	MeSH	Suppl Concept		C478438	20230501	20991231	
19312516	bahienoside B	Observation	MeSH	Suppl Concept		C478439	20230501	20991231	
19312517	(+)-N-benzoylbuxahyrcanine ((20S)-3beta-benzoylamino-20-dimethylaminobux-9(11)-ene-10alpha-ol)	Observation	MeSH	Suppl Concept		C478440	20230501	20991231	
19312518	(+)-N-isobutyroylbuxahyrcanine ((20S)-20-(dimethylamino)-3beta-(2'-methylpropanoyl)bux-9(11)-en-10alpha-ol)	Observation	MeSH	Suppl Concept		C478441	20230501	20991231	
19312519	(+)-N-tigloylbuxahyrcanine ((20S)-20-(dimethylamino)-3beta-(2'-methyl-2'-butenoylamino)bux-9(11)-en-10alpha-ol)	Observation	MeSH	Suppl Concept		C478442	20230501	20991231	
19312520	parisin	Observation	MeSH	Suppl Concept		C478443	20230501	20991231	
19312521	salzamanolin	Observation	MeSH	Suppl Concept		C478444	20230501	20991231	
19460780	avicin D	Observation	MeSH	Suppl Concept		C478445	20230501	20991231	
19312522	avicin G	Observation	MeSH	Suppl Concept		C478446	20230501	20991231	
19311760	cribronic acid	Observation	MeSH	Suppl Concept		C478447	20230501	20991231	
19311968	Ac-hE18A-NH(2)	Observation	MeSH	Suppl Concept		C478448	20230501	20991231	
19312523	4-sulfooxypiperidine-2-carboxylic acid	Observation	MeSH	Suppl Concept		C478449	20230501	20991231	
19460781	phenyramidol	Observation	MeSH	Suppl Concept		C478450	20230501	20991231	
19312524	Vav protein, Drosophila	Observation	MeSH	Suppl Concept		C478458	20230501	20991231	
19312525	tilS protein, E coli	Observation	MeSH	Suppl Concept		C478460	20230501	20991231	
19312526	tRNA(Ile)-lysidine synthetase, Bacillus subtilis	Observation	MeSH	Suppl Concept		C478461	20230501	20991231	
19312527	hydralysin	Observation	MeSH	Suppl Concept		C478478	20230501	20991231	
19460782	((3Z)-N-(3-chlorophenyl)-3-((3,5-dimethyl-4-((4-methylpiperazin-1-yl)carbonyl)-1H-pyrrol-2-yl)methylene)-N-methyl-2-oxo-2,3-dihydro-1H-indole-5-sulfonamide)	Observation	MeSH	Suppl Concept		C478479	20230501	20991231	
19312528	bis(6-bromo-2-mercaptotryptamin-2-yl)disulfide	Observation	MeSH	Suppl Concept		C478480	20230501	20991231	
19312529	GIM5A protein, Trypanosoma brucei	Observation	MeSH	Suppl Concept		C478482	20230501	20991231	
19312530	GIM5B protein, Trypanosoma brucei	Observation	MeSH	Suppl Concept		C478483	20230501	20991231	
19312531	MAHRP-1 protein, Plasmodium falciparum	Observation	MeSH	Suppl Concept		C478484	20230501	20991231	
19312532	cyclo-VEGI	Observation	MeSH	Suppl Concept		C478485	20230501	20991231	
19312533	NP 25301	Observation	MeSH	Suppl Concept		C478486	20230501	20991231	
19312534	NP 25302	Observation	MeSH	Suppl Concept		C478487	20230501	20991231	
19312535	(4-hydroxy-3-(2-(2-propenyl)-4-quinoline)benzoyl)-(3-chloro-4-hydroxyarginyl)-(3-hydroxy-3-methylprolyl)-dehydrovaline	Observation	MeSH	Suppl Concept		C478488	20230501	20991231	
19312536	(4-hydroxy-3-(2-(2-propenyl)-4-quinoline)benzoyl)-(3-chloro-4--hydroxyarginyl)-(3-hydroxy-3-methylprolyl)-dehydroisoleucine	Observation	MeSH	Suppl Concept		C478489	20230501	20991231	
19312537	clethramycin	Observation	MeSH	Suppl Concept		C478490	20230501	20991231	
19312538	exordium protein, Arabidopsis	Observation	MeSH	Suppl Concept		C478491	20230501	20991231	
19312539	slif protein, Drosophila	Observation	MeSH	Suppl Concept		C478492	20230501	20991231	
19312540	Siz protein, Drosophila	Observation	MeSH	Suppl Concept		C478493	20230501	20991231	
