concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19296378	pectenotoxin-2-seco acid	Observation	MeSH	Suppl Concept		C420916	20230501	20991231	
19456983	5-helix protein, synthetic	Observation	MeSH	Suppl Concept		C420917	20230501	20991231	
19296379	BufferGel	Drug	MeSH	Suppl Concept		C420918	20230501	20991231	
19296380	avrRpt2 protein, Pseudomonas syringae	Observation	MeSH	Suppl Concept		C420919	20230501	20991231	
19296381	phenazine-1-carboxamide	Observation	MeSH	Suppl Concept		C420923	20230501	20991231	
19296382	Raf protein, Drosophila	Observation	MeSH	Suppl Concept		C420924	20230501	20991231	
19296383	c-mil protein, Gallus gallus	Observation	MeSH	Suppl Concept		C420925	20230501	20991231	
19456984	ILAT protein, rat	Observation	MeSH	Suppl Concept		C420942	20230501	20991231	
19296384	4-deacetoxyagosterol	Observation	MeSH	Suppl Concept		C420962	20230501	20991231	
19296385	3-(15-hydroxypentadecyl)-2,4,4-trimethyl-2-cyclohexen-1-one	Observation	MeSH	Suppl Concept		C420963	20230501	20991231	
19296386	N-(aminoethyl)proline	Observation	MeSH	Suppl Concept		C420964	20230501	20991231	
19456985	16-hydroxycholestane-3,6-dione	Observation	MeSH	Suppl Concept		C420965	20230501	20991231	
19296387	HYL1 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C420966	20230501	20991231	
19296388	IAR1 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C420967	20230501	20991231	
19296389	RSF1 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C420968	20230501	20991231	
19296390	CESA8 protein, Arabidopsis	Observation	MeSH	Suppl Concept		C420969	20230501	20991231	
19296391	macho-1 protein, Halocynthia roretzi	Observation	MeSH	Suppl Concept		C420970	20230501	20991231	
19296392	CALP2 protein, synthetic	Observation	MeSH	Suppl Concept		C420971	20230501	20991231	
19296393	anachelin	Observation	MeSH	Suppl Concept		C420972	20230501	20991231	
19296394	UDP-glucose hydroxamic acid glucosyltransferase	Observation	MeSH	Suppl Concept		C420973	20230501	20991231	
19456986	triphenyllead chloride	Observation	MeSH	Suppl Concept		C420974	20230501	20991231	
