concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
41938305	Chevinay	Geography	OSM	8th level	S	279525	19700101	20991231	
41968651	Les Eyzies-de-Tayac-Sireuil	Geography	OSM	9th level	S	2795327	19700101	20991231	
41973355	Bissingen an der Teck	Geography	OSM	8th level	S	2795406	19700101	20991231	
41977981	Lenningen	Geography	OSM	8th level	S	2795564	19700101	20991231	
41979384	Nürtingen	Geography	OSM	8th level	S	2795565	19700101	20991231	
41974798	Erkenbrechtsweiler	Geography	OSM	8th level	S	2795577	19700101	20991231	
41979787	Owen	Geography	OSM	8th level	S	2795578	19700101	20991231	
41973166	Beuren	Geography	OSM	8th level	S	2795771	19700101	20991231	
41975121	Frickenhausen	Geography	OSM	8th level	S	2795772	19700101	20991231	
41979075	Neuffen	Geography	OSM	8th level	S	2795787	19700101	20991231	
41941116	Erquy	Geography	OSM	8th level	S	279584	19700101	20991231	
41975607	Grafenberg	Geography	OSM	8th level	S	2796068	19700101	20991231	
41973146	Bempflingen	Geography	OSM	8th level	S	2796103	19700101	20991231	
41975737	Großbettlingen	Geography	OSM	8th level	S	2796104	19700101	20991231	
41977454	Kohlberg	Geography	OSM	8th level	S	2796175	19700101	20991231	
41978944	Neckartailfingen	Geography	OSM	8th level	S	2796304	19700101	20991231	
41978946	Neckartenzlingen	Geography	OSM	8th level	S	2796402	19700101	20991231	
41972369	Aichtal	Geography	OSM	8th level	S	2796466	19700101	20991231	
41972483	Altenriet	Geography	OSM	8th level	S	2796467	19700101	20991231	
41980909	Schlaitdorf	Geography	OSM	8th level	S	2796468	19700101	20991231	
41974673	Filderstadt	Geography	OSM	8th level	S	2796535	19700101	20991231	
41977947	Leinfelden-Echterdingen	Geography	OSM	8th level	S	2796536	19700101	20991231	
41979092	Neuhausen auf den Fildern	Geography	OSM	8th level	S	2796537	19700101	20991231	
41983043	Wolfschlugen	Geography	OSM	8th level	S	2796538	19700101	20991231	
41988712	Vogelstang	Geography	OSM	9th level	S	2796746	19700101	20991231	
41960089	Saint-Ouen	Geography	OSM	8th level	S	279687	19700101	20991231	
41958026	Saint-Didier-la-Forêt	Geography	OSM	8th level	S	2796872	19700101	20991231	
41932134	Areines	Geography	OSM	8th level	S	279688	19700101	20991231	
41950841	Meslay	Geography	OSM	8th level	S	279689	19700101	20991231	
41985634	Käfertal	Geography	OSM	9th level	S	2796949	19700101	20991231	
41960824	Landkreis Reutlingen	Geography	OSM	6th level	S	2796980	19700101	20991231	
41977302	Kirchentellinsfurt	Geography	OSM	8th level	S	2796987	19700101	20991231	
41960865	Landkreis Tübingen	Geography	OSM	6th level	S	2797036	19700101	20991231	
41934965	Bois-d'Arcy	Geography	OSM	8th level	S	27973	19700101	20991231	
42042884	Falmer	Geography	OSM	10th level	S	2797450	19700101	20991231	
42045898	Kingston near Lewes	Geography	OSM	10th level	S	2797572	19700101	20991231	
41961100	Zollernalbkreis	Geography	OSM	6th level	S	2797573	19700101	20991231	
41981693	Straßberg	Geography	OSM	8th level	S	2797574	19700101	20991231	
42045224	Iford	Geography	OSM	10th level	S	2797605	19700101	20991231	
42050138	Rodmell	Geography	OSM	10th level	S	2797623	19700101	20991231	
41937929	Châtelperron	Geography	OSM	8th level	S	2798104	19700101	20991231	
41952380	Morlanne	Geography	OSM	8th level	S	2798105	19700101	20991231	
41954185	Paray-sous-Briailles	Geography	OSM	8th level	S	2798325	19700101	20991231	
41950321	Maucor	Geography	OSM	8th level	S	2798353	19700101	20991231	
41917258	Deux-Montagnes	Geography	OSM	8th level	S	2798489	19700101	20991231	
41932475	Astis	Geography	OSM	8th level	S	2798531	19700101	20991231	
41949116	Loriges	Geography	OSM	8th level	S	2798549	19700101	20991231	
41932765	Auriac	Geography	OSM	8th level	S	2798573	19700101	20991231	
41921323	Laval-Ouest	Geography	OSM	10th level	S	2798654	19700101	20991231	
41936609	Capesterre-de-Marie-Galante	Geography	OSM	8th level	S	279867	19700101	20991231	
41962281	Schwobsheim	Geography	OSM	8th level	S	279899	19700101	20991231	
41930284	Montluçon	Geography	OSM	7th level	S	2799028	19700101	20991231	
41958518	Saint-Firmin-des-Prés	Geography	OSM	8th level	S	279909	19700101	20991231	
41956558	Rocé	Geography	OSM	8th level	S	279910	19700101	20991231	
41966369	Villetrun	Geography	OSM	8th level	S	279911	19700101	20991231	
41941732	Faye	Geography	OSM	8th level	S	279912	19700101	20991231	
41956277	Renay	Geography	OSM	8th level	S	279913	19700101	20991231	
41945700	La Chapelle-Enchérie	Geography	OSM	8th level	S	279914	19700101	20991231	
41940982	Épiais	Geography	OSM	8th level	S	279927	19700101	20991231	
41969482	Sainte-Gemmes	Geography	OSM	9th level	S	279928	19700101	20991231	
41967218	Baigneaux	Geography	OSM	9th level	S	279929	19700101	20991231	
41955939	Rhodon	Geography	OSM	8th level	S	279930	19700101	20991231	
41966072	Villefrancœur	Geography	OSM	8th level	S	279933	19700101	20991231	
41969170	Planguenoual	Geography	OSM	9th level	S	279937	19700101	20991231	
41945484	La Bouillie	Geography	OSM	8th level	S	279954	19700101	20991231	
41946457	Lancôme	Geography	OSM	8th level	S	279974	19700101	20991231	
41942499	Françay	Geography	OSM	8th level	S	279975	19700101	20991231	
41944389	Herbault	Geography	OSM	8th level	S	279976	19700101	20991231	
41969099	Orchaise	Geography	OSM	9th level	S	279977	19700101	20991231	
41968911	Molineuf	Geography	OSM	9th level	S	279978	19700101	20991231	
41961246	Saint-Sulpice-de-Pommeray	Geography	OSM	8th level	S	279979	19700101	20991231	
41960498	Saint-Pourçain-sur-Sioule	Geography	OSM	8th level	S	2799794	19700101	20991231	
41959529	Saint-Lubin-en-Vergonnois	Geography	OSM	8th level	S	279980	19700101	20991231	
41957643	Saint-Bohaire	Geography	OSM	8th level	S	279981	19700101	20991231	
41942366	Fossé	Geography	OSM	8th level	S	279982	19700101	20991231	
41981596	Steinbergkirche	Geography	OSM	8th level	S	2799876	19700101	20991231	
41959975	Saint-Michel-de-Lapujade	Geography	OSM	8th level	S	279990	19700101	20991231	
41972541	Am Ohmberg	Geography	OSM	8th level	S	2799906	19700101	20991231	
42054390	Wortham	Geography	OSM	10th level	S	2799983	19700101	20991231	
41975171	Friedrichroda	Geography	OSM	8th level	S	2800107	19700101	20991231	
41923835	Sham Shui Po District	Geography	OSM	6th level	S	2800200	19700101	20991231	
41923106	Kowloon City District	Geography	OSM	6th level	S	2800201	19700101	20991231	
42050042	Rickinghall Inferior	Geography	OSM	10th level	S	2800261	19700101	20991231	
42050045	Rickinghall Superior	Geography	OSM	10th level	S	2800262	19700101	20991231	
42038692	Burgate	Geography	OSM	10th level	S	2800263	19700101	20991231	
42038095	Botesdale	Geography	OSM	10th level	S	2800264	19700101	20991231	
41923119	Kwun Tong District	Geography	OSM	6th level	S	2800276	19700101	20991231	
41924538	Wong Tai Sin District	Geography	OSM	6th level	S	2800277	19700101	20991231	
41979644	Ohrdruf	Geography	OSM	8th level	S	2800320	19700101	20991231	
42037410	Barningham	Geography	OSM	10th level	S	2800370	19700101	20991231	
42047777	Market Weston	Geography	OSM	10th level	S	2800371	19700101	20991231	
42044708	Hepworth	Geography	OSM	10th level	S	2800372	19700101	20991231	
