concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
19268109	p125 protein, bovine diarrhea virus	Observation	MeSH	Suppl Concept		C074956	20230501	20991231	
19268110	echovirus 11 receptor	Observation	MeSH	Suppl Concept		C074958	20230501	20991231	
19268111	P30 protein, African Swine Fever Virus	Observation	MeSH	Suppl Concept		C074960	20230501	20991231	
19268112	10-methoxy-9,10-dihydrolysergol	Observation	MeSH	Suppl Concept		C074961	20230501	20991231	
19435745	poly-N-(2-hydroxyethyl)acrylamide	Observation	MeSH	Suppl Concept		C074962	20230501	20991231	
19435746	N4-((diisopropylamino)methylene)-3'-fluoro-2',3'-dideoxycytidine	Observation	MeSH	Suppl Concept		C074963	20230501	20991231	
19435747	3,7-dimethyl-10-(3-(4-aminomethyl-5-hydroxy-6-methyl-3-pyridyl)propyl)-3,7,10-triazatricyclo(3.3.3.0(1,5))undecane	Observation	MeSH	Suppl Concept		C074964	20230501	20991231	
19435748	U 74389F	Observation	MeSH	Suppl Concept		C074965	20230501	20991231	
19435749	Timorom	Observation	MeSH	Suppl Concept		C074966	20230501	20991231	
19268113	CRP protein, Cryphonectria parasitica	Observation	MeSH	Suppl Concept		C074967	20230501	20991231	
19435750	pentaacetyl geniposide	Observation	MeSH	Suppl Concept		C074968	20230501	20991231	
19268114	methylcyclohexyl piperidine perfluoride	Observation	MeSH	Suppl Concept		C074969	20230501	20991231	
19435751	tripterifordin	Observation	MeSH	Suppl Concept		C074970	20230501	20991231	
19435752	5-methoxypodophyllotoxin	Observation	MeSH	Suppl Concept		C074971	20230501	20991231	
19435753	westiellamide	Observation	MeSH	Suppl Concept		C074972	20230501	20991231	
19268115	bispidinol	Observation	MeSH	Suppl Concept		C074973	20230501	20991231	
19435754	galantide	Observation	MeSH	Suppl Concept		C074975	20230501	20991231	
19268116	poly(spiropyran-glutamate)	Observation	MeSH	Suppl Concept		C074976	20230501	20991231	
19268117	2-chloro-3,11-tridecadiene-5,7,9-triyn-1-ol	Observation	MeSH	Suppl Concept		C074977	20230501	20991231	
19435755	nonylene-1,9-bis(5-dithio-2-nitrobenzoic acid)	Observation	MeSH	Suppl Concept		C074978	20230501	20991231	
19435756	major allergenic protein, Oryza sativa	Observation	MeSH	Suppl Concept		C074979	20230501	20991231	
19268118	KFC protein, Gallus gallus	Observation	MeSH	Suppl Concept		C074981	20230501	20991231	
19268119	halenaquinol sulfate	Observation	MeSH	Suppl Concept		C074982	20230501	20991231	
19435757	omphalone	Observation	MeSH	Suppl Concept		C074983	20230501	20991231	
19268120	bryonolic acid	Observation	MeSH	Suppl Concept		C074984	20230501	20991231	
19268121	genipinine	Observation	MeSH	Suppl Concept		C074985	20230501	20991231	
19268122	gardenine	Observation	MeSH	Suppl Concept		C074986	20230501	20991231	
19435758	methyl 18-carboxylabda-8,13-diene-15-oate	Observation	MeSH	Suppl Concept		C074987	20230501	20991231	
19268123	enkleine	Observation	MeSH	Suppl Concept		C074988	20230501	20991231	
19268124	acetyl-dehydrophenylalanyl-valyl-N-methyldehydrophenylalaninamide	Observation	MeSH	Suppl Concept		C074989	20230501	20991231	
19268125	t-butyloxycarbonyl-cyclo(cysteinyl-t-butylseryl-asparaginyl-leucyl-t-butylseryl-t-butylthreonyl-cysteinyl)-valyl-leucyl-glycine	Observation	MeSH	Suppl Concept		C074991	20230501	20991231	
19268126	valyllysine	Observation	MeSH	Suppl Concept		C074992	20230501	20991231	
