concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
35631990	42532307	Module of	20220128	20991231	
40642538	40529022	Status of	20220128	20991231	
40642539	40529022	Module of	20220128	20991231	
614147	42533106	Subsumes	20220128	20991231	
40642538	42533106	Status of	20220128	20991231	
35631990	42533106	Module of	20220128	20991231	
614148	42533107	Subsumes	20220128	20991231	
40642538	42533107	Status of	20220128	20991231	
35631990	42533107	Module of	20220128	20991231	
40642538	3609764	Status of	20220128	20991231	
35631990	3609764	Module of	20220128	20991231	
613962	46100448	VMP of	20220128	20991231	
40642538	46100448	Status of	20220128	20991231	
35631990	46100448	Module of	20220128	20991231	
40642538	42534438	Status of	20220128	20991231	
35631990	42534438	Module of	20220128	20991231	
40642538	42534439	Status of	20220128	20991231	
35631990	42534439	Module of	20220128	20991231	
40642538	40529030	Status of	20220128	20991231	
40642539	40529030	Module of	20220128	20991231	
40642538	42532418	Status of	20220128	20991231	
35631990	42532418	Module of	20220128	20991231	
614171	42533532	VMP of	20220128	20991231	
40642538	42533532	Status of	20220128	20991231	
35631990	42533532	Module of	20220128	20991231	
40642537	198345	Status of	20220128	20991231	
40642539	198345	Module of	20220128	20991231	
40642538	3609765	Status of	20220128	20991231	
35631990	3609765	Module of	20220128	20991231	
40642538	42534440	Status of	20220128	20991231	
35631990	42534440	Module of	20220128	20991231	
40642538	42534443	Status of	20220128	20991231	
35631990	42534443	Module of	20220128	20991231	
40642538	42533110	Status of	20220128	20991231	
35631990	42533110	Module of	20220128	20991231	
40642538	42534444	Status of	20220128	20991231	
35631990	42534444	Module of	20220128	20991231	
40642538	42534445	Status of	20220128	20991231	
35631990	42534445	Module of	20220128	20991231	
40642538	42534448	Status of	20220128	20991231	
35631990	42534448	Module of	20220128	20991231	
613962	45983114	Subsumes	20220128	20991231	
40642538	45983114	Status of	20220128	20991231	
35631990	45983114	Module of	20220128	20991231	
40642538	42534451	Status of	20220128	20991231	
35631990	42534451	Module of	20220128	20991231	
40642538	40529065	Status of	20220128	20991231	
40642538	42534453	Status of	20220128	20991231	
35631990	42534453	Module of	20220128	20991231	
40642538	42533116	Status of	20220128	20991231	
35631990	42533116	Module of	20220128	20991231	
40642538	40529034	Status of	20220128	20991231	
40642539	40529034	Module of	20220128	20991231	
40642538	42534454	Status of	20220128	20991231	
35631990	42534454	Module of	20220128	20991231	
40642538	40529035	Status of	20220128	20991231	
40642539	40529035	Module of	20220128	20991231	
40642538	40529037	Status of	20220128	20991231	
40642539	40529037	Module of	20220128	20991231	
40642538	4147921	Status of	20220128	20991231	
40642539	4147921	Module of	20220128	20991231	
40642538	3562160	Status of	20220128	20991231	
35631990	3562160	Module of	20220128	20991231	
40642538	40529039	Status of	20220128	20991231	
40642539	40529039	Module of	20220128	20991231	
40642538	46115087	Status of	20220128	20991231	
35631990	46115087	Module of	20220128	20991231	
40642538	42533118	Status of	20220128	20991231	
35631990	42533118	Module of	20220128	20991231	
40642538	40529040	Status of	20220128	20991231	
40642539	40529040	Module of	20220128	20991231	
40642538	42534456	Status of	20220128	20991231	
35631990	42534456	Module of	20220128	20991231	
40642538	40529041	Status of	20220128	20991231	
40642539	40529041	Module of	20220128	20991231	
40642538	42533119	Status of	20220128	20991231	
35631990	42533119	Module of	20220128	20991231	
40642538	40529042	Status of	20220128	20991231	
40642539	40529042	Module of	20220128	20991231	
40642538	42534457	Status of	20220128	20991231	
35631990	42534457	Module of	20220128	20991231	
40642538	40529043	Status of	20220128	20991231	
40642539	40529043	Module of	20220128	20991231	
40642538	40529044	Status of	20220128	20991231	
40642539	40529044	Module of	20220128	20991231	
40642538	40529046	Status of	20220128	20991231	
40642539	40529046	Module of	20220128	20991231	
40642538	42534460	Status of	20220128	20991231	
35631990	42534460	Module of	20220128	20991231	
40642538	40529048	Status of	20220128	20991231	
40642539	40529048	Module of	20220128	20991231	
40642539	40529065	Module of	20220128	20991231	
40642538	40529052	Status of	20220128	20991231	
