concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
46061768	46204586	AMP of	20150131	20991231	
46061769	35607932	Has non-avail ind	20180731	20991231	
46061769	35626975	VMP has prescr stat	20180731	20991231	
46061769	37207390	Has CD category	20190731	20991231	
46061769	37209200	Is a	20190731	20991231	
46061769	37310858	Has AMP restr ind	20200309	20991231	
46061769	45968758	Is a	20150131	20991231	
46061769	46204587	AMP of	20150131	20991231	
46061770	35607932	Has non-avail ind	20180731	20991231	
46061770	35626975	VMP has prescr stat	20180731	20991231	
46061770	37207390	Has CD category	20190731	20991231	
46061770	37209200	Is a	20190731	20991231	
46061770	37310858	Has AMP restr ind	20200309	20991231	
46061770	45968758	Is a	20150131	20991231	
46061772	35607932	Has non-avail ind	20180731	20991231	
46061772	35626975	VMP has prescr stat	20180731	20991231	
46061772	37207390	Has CD category	20190731	20991231	
46061772	37209200	Is a	20190731	20991231	
46061772	37310858	Has AMP restr ind	20200309	20991231	
46061772	45968758	Is a	20150131	20991231	
46061772	46204592	AMP of	20150131	20991231	
46061773	35607932	Has non-avail ind	20180731	20991231	
46061773	35626975	VMP has prescr stat	20180731	20991231	
46061773	37207390	Has CD category	20190731	20991231	
46061773	37209200	Is a	20190731	20991231	
46061773	37310858	Has AMP restr ind	20200309	20991231	
46061773	45968758	Is a	20150131	20991231	
46061774	35607932	Has non-avail ind	20180731	20991231	
46061774	35626975	VMP has prescr stat	20180731	20991231	
46061774	37207390	Has CD category	20190731	20991231	
46061774	37209200	Is a	20190731	20991231	
46061774	37310858	Has AMP restr ind	20200309	20991231	
46061774	45968758	Is a	20150131	20991231	
46061774	46204594	AMP of	20150131	20991231	
46061780	35607932	Has non-avail ind	20180731	20991231	
46061780	35626975	VMP has prescr stat	20180731	20991231	
46061780	37207390	Has CD category	20190731	20991231	
46061780	37209200	Is a	20190731	20991231	
46061780	37310858	Has AMP restr ind	20200309	20991231	
46061780	45968758	Is a	20150131	20991231	
46061785	35607932	Has non-avail ind	20180731	20991231	
46061785	35626975	VMP has prescr stat	20180731	20991231	
46061785	37207390	Has CD category	20190731	20991231	
46061785	37209200	Is a	20190731	20991231	
46061785	37310858	Has AMP restr ind	20200309	20991231	
46061785	45968758	Is a	20150131	20991231	
46061789	35607932	Has non-avail ind	20180731	20991231	
46061789	35626975	VMP has prescr stat	20180731	20991231	
46061789	37207390	Has CD category	20190731	20991231	
46061789	37209200	Is a	20190731	20991231	
46061789	37310858	Has AMP restr ind	20200309	20991231	
46061789	45968758	Is a	20150131	20991231	
46061789	46204608	AMP of	20150131	20991231	
46061791	35607932	Has non-avail ind	20180731	20991231	
46061791	35626975	VMP has prescr stat	20180731	20991231	
46061791	37207390	Has CD category	20190731	20991231	
46061791	37209200	Is a	20190731	20991231	
46061791	37310858	Has AMP restr ind	20200309	20991231	
46061791	45968758	Is a	20150131	20991231	
46061791	46204610	AMP of	20150131	20991231	
46061794	35607932	Has non-avail ind	20180731	20991231	
46061794	35626975	VMP has prescr stat	20180731	20991231	
46061794	37207390	Has CD category	20190731	20991231	
46061794	37209200	Is a	20190731	20991231	
46061794	37310858	Has AMP restr ind	20200309	20991231	
46061794	45968758	Is a	20150131	20991231	
46061794	46204612	AMP of	20150131	20991231	
46061795	35607932	Has non-avail ind	20180731	20991231	
46061795	35626975	VMP has prescr stat	20180731	20991231	
46061795	37207390	Has CD category	20190731	20991231	
46061795	37209200	Is a	20190731	20991231	
46061795	37310858	Has AMP restr ind	20200309	20991231	
46061795	45968758	Is a	20150131	20991231	
46061797	35607932	Has non-avail ind	20180731	20991231	
46061797	35626975	VMP has prescr stat	20180731	20991231	
46061797	37207390	Has CD category	20190731	20991231	
46061797	37209200	Is a	20190731	20991231	
46061797	37310858	Has AMP restr ind	20200309	20991231	
46061797	45968758	Is a	20150131	20991231	
46061797	46204615	AMP of	20150131	20991231	
46061799	35607932	Has non-avail ind	20180731	20991231	
46061799	35626975	VMP has prescr stat	20180731	20991231	
46061799	37207390	Has CD category	20190731	20991231	
