concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
44817188	3007866	Panel contains	19700101	20991231	
44817188	3008592	Panel contains	19700101	20991231	
44817188	3009356	Panel contains	19700101	20991231	
44817188	3014753	Panel contains	19700101	20991231	
44817188	3015063	Panel contains	19700101	20991231	
44817188	3016666	Panel contains	19700101	20991231	
44817188	3017970	Panel contains	19700101	20991231	
44817188	3020463	Panel contains	19700101	20991231	
44817188	3020596	Panel contains	19700101	20991231	
44817188	3022367	Panel contains	19700101	20991231	
44817188	3026720	Panel contains	19700101	20991231	
44817188	3027241	Panel contains	19700101	20991231	
44817188	3027249	Panel contains	19700101	20991231	
44817188	3027564	Panel contains	19700101	20991231	
44817188	3033939	Panel contains	19700101	20991231	
44817188	3035078	Panel contains	19700101	20991231	
44817188	44817188	Mapped from	20140701	20991231	
44817188	44817188	Maps to	20140701	20991231	
44817188	45876033	Is a	19700101	20991231	
44817190	1029816	Has time aspect	20191213	20991231	
44817190	1033195	Has system	20191213	20991231	
44817190	1033751	Has scale type	20191213	20991231	
44817190	4216722	Is a	20191213	20991231	
44817190	40785850	Has component	20191213	20991231	
44817190	44817190	Mapped from	20140701	20991231	
44817190	44817190	Maps to	20140701	20991231	
44817190	45876002	Is a	19700101	20991231	
44817191	1029816	Has time aspect	20191213	20991231	
44817191	1033306	Has system	20191213	20991231	
44817191	1033751	Has scale type	20191213	20991231	
44817191	37035758	Has component	20191213	20991231	
44817191	37067987	Is a	19700101	20991231	
44817191	44817191	Mapped from	20140701	20991231	
44817191	44817191	Maps to	20140701	20991231	
44817191	45876002	Is a	19700101	20991231	
44817193	1029597	Has property	20191213	20991231	
44817193	1029816	Has time aspect	20191213	20991231	
44817193	1033211	Has system	20191213	20991231	
44817193	37052882	Is a	19700101	20991231	
44817193	44817193	Mapped from	20140701	20991231	
44817193	44817193	Maps to	20140701	20991231	
44817193	44817194	Panel contains	19700101	20991231	
44817194	1029816	Has time aspect	20191213	20991231	
44817194	1033211	Has system	20191213	20991231	
44817194	1033751	Has scale type	20191213	20991231	
44817194	44817193	Contained in panel	19700101	20991231	
44817194	44817194	Mapped from	20140701	20991231	
44817194	44817194	Maps to	20140701	20991231	
44817194	45876009	Is a	19700101	20991231	
44817198	1029816	Has time aspect	20191213	20991231	
44817198	1033306	Has system	20191213	20991231	
44817198	1033751	Has scale type	20191213	20991231	
44817198	44817198	Mapped from	20140701	20991231	
44817198	44817198	Maps to	20140701	20991231	
44817198	44817754	Has component	20191213	20991231	
44817198	45876002	Is a	19700101	20991231	
44817201	1029597	Has property	20191213	20991231	
44817201	1029816	Has time aspect	20191213	20991231	
44817201	3009508	Panel contains	19700101	20991231	
44817201	3040677	Panel contains	19700101	20991231	
44817201	3044597	Panel contains	19700101	20991231	
44817201	44817201	Mapped from	20140701	20991231	
44817201	44817201	Maps to	20140701	20991231	
44817201	45876033	Is a	19700101	20991231	
44817202	1029816	Has time aspect	20191213	20991231	
44817202	1033306	Has system	20191213	20991231	
44817202	1033751	Has scale type	20191213	20991231	
44817202	37067590	Is a	19700101	20991231	
44817202	44817202	Mapped from	20140701	20991231	
44817202	44817202	Maps to	20140701	20991231	
44817202	45876002	Is a	19700101	20991231	
44817208	1015176	Has property	20191213	20991231	
44817208	1029261	Has method	20191213	20991231	
44817208	1029816	Has time aspect	20191213	20991231	
44817208	1033749	Has scale type	20191213	20991231	
44817208	44817208	Mapped from	20140701	20991231	
44817208	44817208	Maps to	20140701	20991231	
44817208	45876016	Is a	19700101	20991231	
44817208	45877985	Has Answer	19700101	20991231	
44817212	1015176	Has property	20191213	20991231	
44817212	1029261	Has method	20191213	20991231	
44817212	1029816	Has time aspect	20191213	20991231	
44817212	1033749	Has scale type	20191213	20991231	
44817212	44817212	Mapped from	20140701	20991231	
44817212	44817212	Maps to	20140701	20991231	
44817212	45876016	Is a	19700101	20991231	
44817212	45877985	Has Answer	19700101	20991231	
44817213	1029816	Has time aspect	20191213	20991231	
44817213	1033306	Has system	20191213	20991231	
44817213	1033751	Has scale type	20191213	20991231	
44817213	44817213	Mapped from	20140701	20991231	
44817213	44817213	Maps to	20140701	20991231	
44817213	45876002	Is a	19700101	20991231	
44817215	1029616	Has property	20191213	20991231	
44817215	1029816	Has time aspect	20191213	20991231	
44817215	1033751	Has scale type	20191213	20991231	
44817215	37048492	Has component	20191213	20991231	
44817215	44817215	Mapped from	20140701	20991231	
44817215	44817215	Maps to	20140701	20991231	
44817215	45876002	Is a	19700101	20991231	
44817217	1029597	Has property	20191213	20991231	
44817217	1029816	Has time aspect	20191213	20991231	
44817217	1032565	Has system	20191213	20991231	
44817217	37026216	Is a	19700101	20991231	
44817217	44816665	Panel contains	19700101	20991231	
44817217	44816666	Panel contains	19700101	20991231	
44817217	44816667	Panel contains	19700101	20991231	
44817217	44816673	Panel contains	19700101	20991231	
44817217	44817217	Mapped from	20140701	20991231	
44817217	44817217	Maps to	20140701	20991231	
44817217	45876033	Is a	19700101	20991231	
44817218	1019587	Has system	20191213	20991231	
44817218	1029747	Has property	20191213	20991231	
44817218	1029816	Has time aspect	20191213	20991231	
44817218	36210656	Is a	19700101	20991231	
44817218	44816668	Contained in panel	19700101	20991231	
44817218	44817218	Mapped from	20140701	20991231	
44817218	44817218	Maps to	20140701	20991231	
44817218	45876098	Is a	19700101	20991231	
44817219	1012504	Has component	20191213	20991231	
44817219	1019587	Has system	20191213	20991231	
44817219	1029816	Has time aspect	20191213	20991231	
44817219	1034243	Has property	20191213	20991231	
44817219	36210656	Is a	19700101	20991231	
44817219	44816668	Contained in panel	19700101	20991231	
44817219	44817219	Mapped from	20140701	20991231	
44817219	44817219	Maps to	20140701	20991231	
44817219	45876098	Is a	19700101	20991231	
44817219	46236969	Contained in panel	19700101	20991231	
44817225	1012347	Has method	20191213	20991231	
44817225	1012500	Has component	20191213	20991231	
44817225	1019587	Has system	20191213	20991231	
44817225	1029636	Has property	20191213	20991231	
44817225	1029816	Has time aspect	20191213	20991231	
44817225	36210656	Is a	19700101	20991231	
44817225	44817169	Contained in panel	19700101	20991231	
44817225	44817225	Mapped from	20140701	20991231	
44817225	44817225	Maps to	20140701	20991231	
44817225	45876098	Is a	19700101	20991231	
44817226	1012347	Has method	20191213	20991231	
44817226	1012499	Has component	20191213	20991231	
44817226	1019587	Has system	20191213	20991231	
44817226	1029636	Has property	20191213	20991231	
44817226	1029816	Has time aspect	20191213	20991231	
44817226	36210656	Is a	19700101	20991231	
44817226	44817169	Contained in panel	19700101	20991231	
44817226	44817226	Mapped from	20140701	20991231	
44817226	44817226	Maps to	20140701	20991231	
44817226	45876098	Is a	19700101	20991231	
44817227	1019587	Has system	20191213	20991231	
44817227	1029816	Has time aspect	20191213	20991231	
44817227	1033751	Has scale type	20191213	20991231	
44817227	36210656	Is a	19700101	20991231	
44817227	44817169	Contained in panel	19700101	20991231	
44817227	44817227	Mapped from	20140701	20991231	
44817227	44817227	Maps to	20140701	20991231	
44817227	45876098	Is a	19700101	20991231	
44817229	1012347	Has method	20191213	20991231	
44817229	1029636	Has property	20191213	20991231	
44817229	1029816	Has time aspect	20191213	20991231	
44817229	1033749	Has scale type	20191213	20991231	
44817229	36210656	Is a	19700101	20991231	
44817229	44817176	Contained in panel	19700101	20991231	
44817229	44817229	Mapped from	20140701	20991231	
44817229	44817229	Maps to	20140701	20991231	
44817229	45876098	Is a	19700101	20991231	
44817229	45877994	Has Answer	19700101	20991231	
44817229	45878219	Has Answer	19700101	20991231	
44817231	1012347	Has method	20191213	20991231	
44817231	1029636	Has property	20191213	20991231	
44817231	1029816	Has time aspect	20191213	20991231	
44817231	1033749	Has scale type	20191213	20991231	
44817231	36210656	Is a	19700101	20991231	
44817231	44817176	Contained in panel	19700101	20991231	
44817231	44817231	Mapped from	20140701	20991231	
44817231	44817231	Maps to	20140701	20991231	
44817231	45876098	Is a	19700101	20991231	
44817231	45878221	Has Answer	19700101	20991231	
44817233	1012347	Has method	20191213	20991231	
44817233	1012508	Has component	20191213	20991231	
44817233	1029747	Has property	20191213	20991231	
44817233	1029816	Has time aspect	20191213	20991231	
44817233	36210656	Is a	19700101	20991231	
44817233	44817176	Contained in panel	19700101	20991231	
44817233	44817233	Mapped from	20140701	20991231	
44817233	44817233	Maps to	20140701	20991231	
44817233	45876098	Is a	19700101	20991231	
44817233	45877965	Has Answer	19700101	20991231	
44817233	45877966	Has Answer	19700101	20991231	
44817234	1012347	Has method	20191213	20991231	
44817234	1012523	Has component	20191213	20991231	
44817234	1029636	Has property	20191213	20991231	
44817234	1029816	Has time aspect	20191213	20991231	
44817234	1033749	Has scale type	20191213	20991231	
44817234	36210656	Is a	19700101	20991231	
44817234	44817176	Contained in panel	19700101	20991231	
44817234	44817234	Mapped from	20140701	20991231	
44817234	44817234	Maps to	20140701	20991231	
44817234	45876098	Is a	19700101	20991231	
44817234	45877994	Has Answer	19700101	20991231	
44817234	45878245	Has Answer	19700101	20991231	
44817235	1012347	Has method	20191213	20991231	
44817235	1012520	Has component	20191213	20991231	
44817235	1019587	Has system	20191213	20991231	
44817235	1029636	Has property	20191213	20991231	
44817235	1029816	Has time aspect	20191213	20991231	
44817235	36210656	Is a	19700101	20991231	
44817235	44817235	Mapped from	20140701	20991231	
44817235	44817235	Maps to	20140701	20991231	
44817235	45876098	Is a	19700101	20991231	
44817235	45884059	Has Answer	19700101	20991231	
44817235	45885158	Has Answer	19700101	20991231	
44817236	1012347	Has method	20191213	20991231	
44817236	1019587	Has system	20191213	20991231	
44817236	1029747	Has property	20191213	20991231	
44817236	1029816	Has time aspect	20191213	20991231	
44817236	36210656	Is a	19700101	20991231	
44817236	44817236	Mapped from	20140701	20991231	
44817236	44817236	Maps to	20140701	20991231	
44817236	45876098	Is a	19700101	20991231	
44817236	45877969	Has Answer	19700101	20991231	
44817236	45877972	Has Answer	19700101	20991231	
44817236	45878226	Has Answer	19700101	20991231	
44817236	45879419	Has Answer	19700101	20991231	
44817236	45880029	Has Answer	19700101	20991231	
44817236	45880032	Has Answer	19700101	20991231	
