concept_id_1	concept_id_2	relationship_id	valid_start_date	valid_end_date	invalid_reason
40642539	4117129	Module of	20220128	20991231	
40642538	45982151	Status of	20220128	20991231	
35631990	45982151	Module of	20220128	20991231	
40642538	4117130	Status of	20220128	20991231	
40642539	4117130	Module of	20220128	20991231	
40642538	46263322	Status of	20220128	20991231	
35631990	46263322	Module of	20220128	20991231	
40642537	4114159	Status of	20220128	20991231	
40642539	4114159	Module of	20220128	20991231	
40642538	46269525	Status of	20220128	20991231	
35631990	46269525	Module of	20220128	20991231	
40642537	4103187	Status of	20220128	20991231	
40642539	4103187	Module of	20220128	20991231	
40642538	46263323	Status of	20220128	20991231	
35631990	46263323	Module of	20220128	20991231	
40642538	4117131	Status of	20220128	20991231	
40642539	4117131	Module of	20220128	20991231	
40642538	46269526	Status of	20220128	20991231	
35631990	46269526	Module of	20220128	20991231	
40642537	4103188	Status of	20220128	20991231	
40642539	4103188	Module of	20220128	20991231	
40642537	4117132	Status of	20220128	20991231	
40642539	4117132	Module of	20220128	20991231	
40642538	4107900	Status of	20220128	20991231	
40642539	4107900	Module of	20220128	20991231	
40642538	3605468	Status of	20220128	20991231	
35631990	3605468	Module of	20220128	20991231	
40642538	44791835	Status of	20220128	20991231	
4178401	37109262	Finding site of	20220128	20991231	
4184256	37109262	Subsumes	20220128	20991231	
40642537	37109262	Status of	20220128	20991231	
40642539	37109262	Module of	20220128	20991231	
40642538	46113859	Status of	20220128	20991231	
35631990	46113859	Module of	20220128	20991231	
40642538	46269528	Status of	20220128	20991231	
35631990	46269528	Module of	20220128	20991231	
40642538	46263327	Status of	20220128	20991231	
35631990	46263327	Module of	20220128	20991231	
40642538	46269530	Status of	20220128	20991231	
35631990	46269530	Module of	20220128	20991231	
40642538	4116637	Status of	20220128	20991231	
40642539	4116637	Module of	20220128	20991231	
40642538	4117133	Status of	20220128	20991231	
40642539	4117133	Module of	20220128	20991231	
40642537	4117134	Status of	20220128	20991231	
40642539	4117134	Module of	20220128	20991231	
40642538	3526760	Status of	20220128	20991231	
4028071	762182	Subsumes	20220128	20991231	
764868	762182	Module of	20220128	20991231	
40642537	762182	Status of	20220128	20991231	
40642538	46263330	Status of	20220128	20991231	
35631990	46263330	Module of	20220128	20991231	
40642538	46269533	Status of	20220128	20991231	
35631990	46269533	Module of	20220128	20991231	
40642537	4103193	Status of	20220128	20991231	
40642539	4103193	Module of	20220128	20991231	
40642538	40503705	Status of	20220128	20991231	
40642539	40503705	Module of	20220128	20991231	
40642537	4103194	Status of	20220128	20991231	
40642539	4103194	Module of	20220128	20991231	
40642538	46269535	Status of	20220128	20991231	
35631990	46269535	Module of	20220128	20991231	
40642538	4117136	Status of	20220128	20991231	
40642539	4117136	Module of	20220128	20991231	
40642538	46269536	Status of	20220128	20991231	
35631990	46269536	Module of	20220128	20991231	
40642538	46263334	Status of	20220128	20991231	
35631990	46263334	Module of	20220128	20991231	
40642538	4103195	Status of	20220128	20991231	
40642539	4103195	Module of	20220128	20991231	
40642537	4107902	Status of	20220128	20991231	
40642539	4107902	Module of	20220128	20991231	
40642538	3570696	Status of	20220128	20991231	
35631990	3570696	Module of	20220128	20991231	
40642537	4103196	Status of	20220128	20991231	
40642539	4103196	Module of	20220128	20991231	
40642538	3526761	Status of	20220128	20991231	
40642538	46101228	Status of	20220128	20991231	
35631990	46101228	Module of	20220128	20991231	
40642538	4117137	Status of	20220128	20991231	
40642539	4117137	Module of	20220128	20991231	
4156968	46269539	Spec active ing of	20220128	20991231	
40642538	46269539	Status of	20220128	20991231	
35631990	46269539	Module of	20220128	20991231	
40642538	4116640	Status of	20220128	20991231	
40642539	4116640	Module of	20220128	20991231	
40642538	46263337	Status of	20220128	20991231	
35631990	46263337	Module of	20220128	20991231	
40642538	4103198	Status of	20220128	20991231	
40642539	4103198	Module of	20220128	20991231	
40642538	46269542	Status of	20220128	20991231	
35631990	46269542	Module of	20220128	20991231	
40642538	4117138	Status of	20220128	20991231	
40642539	4117138	Module of	20220128	20991231	
40642538	3605470	Status of	20220128	20991231	
35631990	3605470	Module of	20220128	20991231	
40642538	46263339	Status of	20220128	20991231	
35631990	46263339	Module of	20220128	20991231	
40642538	4115239	Status of	20220128	20991231	
40642539	4115239	Module of	20220128	20991231	
40642538	46269543	Status of	20220128	20991231	
35631990	46269543	Module of	20220128	20991231	
40642538	4115240	Status of	20220128	20991231	
40642539	4115240	Module of	20220128	20991231	
40642538	40503727	Status of	20220128	20991231	
40642539	40503727	Module of	20220128	20991231	
40642537	4117140	Status of	20220128	20991231	
40642539	4117140	Module of	20220128	20991231	
40642538	46269546	Status of	20220128	20991231	
35631990	46269546	Module of	20220128	20991231	
40642538	4116641	Status of	20220128	20991231	
40642539	4116641	Module of	20220128	20991231	
40642538	4116642	Status of	20220128	20991231	
40642539	4116642	Module of	20220128	20991231	
40642538	3548332	Status of	20220128	20991231	
35631990	3548332	Module of	20220128	20991231	
40642538	3555131	Status of	20220128	20991231	
40642538	4103201	Status of	20220128	20991231	
40642539	4103201	Module of	20220128	20991231	
40642538	46263344	Status of	20220128	20991231	
35631990	46263344	Module of	20220128	20991231	
40642538	4116643	Status of	20220128	20991231	
40642539	4116643	Module of	20220128	20991231	
40642538	46269551	Status of	20220128	20991231	
35631990	46269551	Module of	20220128	20991231	
40642538	4116645	Status of	20220128	20991231	
40642539	4116645	Module of	20220128	20991231	
40642538	46269552	Status of	20220128	20991231	
35631990	46269552	Module of	20220128	20991231	
40642537	4117258	Status of	20220128	20991231	
40642539	4117258	Module of	20220128	20991231	
40642538	46269553	Status of	20220128	20991231	
35631990	46269553	Module of	20220128	20991231	
40642538	46263346	Status of	20220128	20991231	
35631990	46263346	Module of	20220128	20991231	
40642537	200657	Status of	20220128	20991231	
40642539	200657	Module of	20220128	20991231	
40642538	4117262	Status of	20220128	20991231	
40642539	4117262	Module of	20220128	20991231	
40642538	46101227	Status of	20220128	20991231	
35631990	46101227	Module of	20220128	20991231	
40642538	46269555	Status of	20220128	20991231	
35631990	46269555	Module of	20220128	20991231	
40642538	4117264	Status of	20220128	20991231	
40642539	4117264	Module of	20220128	20991231	
40642538	46269556	Status of	20220128	20991231	
35631990	46269556	Module of	20220128	20991231	
40642538	4103314	Status of	20220128	20991231	
